year,municipality,type_of_debt,mean_debt_euro
2007,Kokemäki,Loans charged on business activities or a source of income,5693
2007,Merikarvia,Loans charged on business activities or a source of income,4094
2007,Nakkila,Loans charged on business activities or a source of income,4565
2007,Pomarkku,Loans charged on business activities or a source of income,3528
2007,Pori,Loans charged on business activities or a source of income,2490
2007,Ulvila,Loans charged on business activities or a source of income,3081
2007,Eura,Loans charged on business activities or a source of income,5077
2007,Eurajoki,Loans charged on business activities or a source of income,5243
2007,Rauma,Loans charged on business activities or a source of income,1886
2007,Säkylä,Loans charged on business activities or a source of income,5592
2007,Akaa,Loans charged on business activities or a source of income,2104
2007,Urjala,Loans charged on business activities or a source of income,4887
2007,Valkeakoski,Loans charged on business activities or a source of income,1230
2007,Punkalaidun,Loans charged on business activities or a source of income,10513
2007,Sastamala,Loans charged on business activities or a source of income,4798
2007,Ikaalinen,Loans charged on business activities or a source of income,4218
2007,Kihniö,Loans charged on business activities or a source of income,6650
2007,Parkano,Loans charged on business activities or a source of income,3713
2007,Hämeenkyrö,Loans charged on business activities or a source of income,3061
2007,Kangasala,Loans charged on business activities or a source of income,2495
2007,Lempäälä,Loans charged on business activities or a source of income,2311
2007,Nokia,Loans charged on business activities or a source of income,1313
2007,Orivesi,Loans charged on business activities or a source of income,3981
2007,Pirkkala,Loans charged on business activities or a source of income,2032
2007,Pälkäne,Loans charged on business activities or a source of income,7815
2007,Tampere,Loans charged on business activities or a source of income,1517
2007,Vesilahti,Loans charged on business activities or a source of income,4745
2007,Ylöjärvi,Loans charged on business activities or a source of income,2316
2007,Juupajoki,Loans charged on business activities or a source of income,5381
2007,Mänttä-Vilppula,Loans charged on business activities or a source of income,2100
2007,Ruovesi,Loans charged on business activities or a source of income,3968
2007,Virrat,Loans charged on business activities or a source of income,5378
2007,Joutsa,Loans charged on business activities or a source of income,5960
2007,Luhanka,Loans charged on business activities or a source of income,6393
2007,Hankasalmi,Loans charged on business activities or a source of income,5044
2007,Jyväskylä,Loans charged on business activities or a source of income,1684
2007,Laukaa,Loans charged on business activities or a source of income,2447
2007,Muurame,Loans charged on business activities or a source of income,2163
2007,Petäjävesi,Loans charged on business activities or a source of income,3081
2007,Toivakka,Loans charged on business activities or a source of income,2991
2007,Uurainen,Loans charged on business activities or a source of income,4806
2007,Jämsä,Loans charged on business activities or a source of income,2392
2007,Kuhmoinen,Loans charged on business activities or a source of income,4848
2007,Keuruu,Loans charged on business activities or a source of income,2961
2007,Multia,Loans charged on business activities or a source of income,3897
2007,Kannonkoski,Loans charged on business activities or a source of income,4055
2007,Karstula,Loans charged on business activities or a source of income,4090
2007,Kinnula,Loans charged on business activities or a source of income,3451
2007,Kivijärvi,Loans charged on business activities or a source of income,2839
2007,Kyyjärvi,Loans charged on business activities or a source of income,1697
2007,Pihtipudas,Loans charged on business activities or a source of income,5565
2007,Saarijärvi,Loans charged on business activities or a source of income,2729
2007,Viitasaari,Loans charged on business activities or a source of income,3534
2007,Konnevesi,Loans charged on business activities or a source of income,4457
2007,Äänekoski,Loans charged on business activities or a source of income,1558
2007,Alajärvi,Loans charged on business activities or a source of income,5894
2007,Evijärvi,Loans charged on business activities or a source of income,9656
2007,Lappajärvi,Loans charged on business activities or a source of income,3812
2007,Soini,Loans charged on business activities or a source of income,4261
2007,Vimpeli,Loans charged on business activities or a source of income,3618
2007,Alavus,Loans charged on business activities or a source of income,5304
2007,Kuortane,Loans charged on business activities or a source of income,5940
2007,Ähtäri,Loans charged on business activities or a source of income,2245
2007,Ilmajoki,Loans charged on business activities or a source of income,8609
2007,Kauhava,Loans charged on business activities or a source of income,7021
2007,Kurikka,Loans charged on business activities or a source of income,7195
2007,Lapua,Loans charged on business activities or a source of income,5089
2007,Seinäjoki,Loans charged on business activities or a source of income,3662
2007,Isojoki,Loans charged on business activities or a source of income,7631
2007,Karijoki,Loans charged on business activities or a source of income,10255
2007,Kauhajoki,Loans charged on business activities or a source of income,7169
2007,Teuva,Loans charged on business activities or a source of income,7681
2007,Kruunupyy,Loans charged on business activities or a source of income,7939
2007,Luoto,Loans charged on business activities or a source of income,3423
2007,Pedersören kunta,Loans charged on business activities or a source of income,7235
2007,Pietarsaari,Loans charged on business activities or a source of income,1514
2007,Uusikaarlepyy,Loans charged on business activities or a source of income,6084
2007,Isokyrö,Loans charged on business activities or a source of income,7158
2007,Laihia,Loans charged on business activities or a source of income,3917
2007,Kaskinen,Loans charged on business activities or a source of income,1977
2007,Kristiinankaupunki,Loans charged on business activities or a source of income,6652
2007,Närpiö,Loans charged on business activities or a source of income,11218
2007,Korsnäs,Loans charged on business activities or a source of income,3521
2007,Maalahti,Loans charged on business activities or a source of income,6920
2007,Mustasaari,Loans charged on business activities or a source of income,3492
2007,Vaasa,Loans charged on business activities or a source of income,1596
2007,Vöyri,Loans charged on business activities or a source of income,9978
2007,Hirvensalmi,Loans charged on business activities or a source of income,8807
2007,Kangasniemi,Loans charged on business activities or a source of income,3715
2007,Mikkeli,Loans charged on business activities or a source of income,2701
2007,Mäntyharju,Loans charged on business activities or a source of income,3072
2007,Pertunmaa,Loans charged on business activities or a source of income,4918
2007,Puumala,Loans charged on business activities or a source of income,6665
2007,Joroinen,Loans charged on business activities or a source of income,3800
2007,Juva,Loans charged on business activities or a source of income,6440
2007,Pieksämäki,Loans charged on business activities or a source of income,1923
2007,Enonkoski,Loans charged on business activities or a source of income,6985
2007,Heinävesi,Loans charged on business activities or a source of income,2385
2007,Rantasalmi,Loans charged on business activities or a source of income,8785
2007,Savonlinna,Loans charged on business activities or a source of income,1816
2007,Sulkava,Loans charged on business activities or a source of income,4990
2007,Kaavi,Loans charged on business activities or a source of income,1355
2007,Rautavaara,Loans charged on business activities or a source of income,2584
2007,Tuusniemi,Loans charged on business activities or a source of income,2838
2007,Kuopio,Loans charged on business activities or a source of income,1980
2007,Siilinjärvi,Loans charged on business activities or a source of income,2418
2007,Rautalampi,Loans charged on business activities or a source of income,4103
2007,Suonenjoki,Loans charged on business activities or a source of income,2184
2007,Tervo,Loans charged on business activities or a source of income,3196
2007,Vesanto,Loans charged on business activities or a source of income,4532
2007,Leppävirta,Loans charged on business activities or a source of income,2759
2007,Varkaus,Loans charged on business activities or a source of income,984
2007,Iisalmi,Loans charged on business activities or a source of income,2508
2007,Keitele,Loans charged on business activities or a source of income,3872
2007,Kiuruvesi,Loans charged on business activities or a source of income,7849
2007,Lapinlahti,Loans charged on business activities or a source of income,4964
2007,Pielavesi,Loans charged on business activities or a source of income,6734
2007,Sonkajärvi,Loans charged on business activities or a source of income,4193
2007,Vieremä,Loans charged on business activities or a source of income,12182
2007,Ilomantsi,Loans charged on business activities or a source of income,1366
2007,Joensuu,Loans charged on business activities or a source of income,1313
2007,Juuka,Loans charged on business activities or a source of income,1979
2007,Kontiolahti,Loans charged on business activities or a source of income,6437
2007,Liperi,Loans charged on business activities or a source of income,4105
2007,Outokumpu,Loans charged on business activities or a source of income,1780
2007,Polvijärvi,Loans charged on business activities or a source of income,4093
2007,Kitee,Loans charged on business activities or a source of income,3237
2007,Rääkkylä,Loans charged on business activities or a source of income,8109
2007,Tohmajärvi,Loans charged on business activities or a source of income,6123
2007,Lieksa,Loans charged on business activities or a source of income,1585
2007,Nurmes,Loans charged on business activities or a source of income,2683
2007,Halsua,Loans charged on business activities or a source of income,9842
2007,Kaustinen,Loans charged on business activities or a source of income,5272
2007,Lestijärvi,Loans charged on business activities or a source of income,7656
2007,Perho,Loans charged on business activities or a source of income,5836
2007,Toholampi,Loans charged on business activities or a source of income,9234
2007,Veteli,Loans charged on business activities or a source of income,4906
2007,Kannus,Loans charged on business activities or a source of income,4299
2007,Kokkola,Loans charged on business activities or a source of income,2550
2007,Haapavesi,Loans charged on business activities or a source of income,5507
2007,Pyhäntä,Loans charged on business activities or a source of income,3572
2007,Siikalatva,Loans charged on business activities or a source of income,5599
2007,Kuusamo,Loans charged on business activities or a source of income,2024
2007,Taivalkoski,Loans charged on business activities or a source of income,2171
2007,Haapajärvi,Loans charged on business activities or a source of income,3892
2007,Kärsämäki,Loans charged on business activities or a source of income,8624
2007,Nivala,Loans charged on business activities or a source of income,6229
2007,Pyhäjärvi,Loans charged on business activities or a source of income,2526
2007,Reisjärvi,Loans charged on business activities or a source of income,9191
2007,Hailuoto,Loans charged on business activities or a source of income,2997
2007,Kempele,Loans charged on business activities or a source of income,2498
2007,Liminka,Loans charged on business activities or a source of income,3522
2007,Lumijoki,Loans charged on business activities or a source of income,7428
2007,Muhos,Loans charged on business activities or a source of income,2414
2007,Oulu,Loans charged on business activities or a source of income,1907
2007,Tyrnävä,Loans charged on business activities or a source of income,5316
2007,Ii,Loans charged on business activities or a source of income,2259
2007,Pudasjärvi,Loans charged on business activities or a source of income,2391
2007,Utajärvi,Loans charged on business activities or a source of income,4403
2007,Vaala,Loans charged on business activities or a source of income,2614
2007,Pyhäjoki,Loans charged on business activities or a source of income,3555
2007,Raahe,Loans charged on business activities or a source of income,2008
2007,Siikajoki,Loans charged on business activities or a source of income,7601
2007,Alavieska,Loans charged on business activities or a source of income,5890
2007,Kalajoki,Loans charged on business activities or a source of income,6507
2007,Merijärvi,Loans charged on business activities or a source of income,6647
2007,Oulainen,Loans charged on business activities or a source of income,3614
2007,Sievi,Loans charged on business activities or a source of income,7166
2007,Ylivieska,Loans charged on business activities or a source of income,5245
2007,Kajaani,Loans charged on business activities or a source of income,1275
2007,Paltamo,Loans charged on business activities or a source of income,1737
2007,Ristijärvi,Loans charged on business activities or a source of income,2305
2007,Sotkamo,Loans charged on business activities or a source of income,3677
2007,Hyrynsalmi,Loans charged on business activities or a source of income,1283
2007,Kuhmo,Loans charged on business activities or a source of income,1462
2007,Puolanka,Loans charged on business activities or a source of income,3398
2007,Suomussalmi,Loans charged on business activities or a source of income,1225
2007,Kemijärvi,Loans charged on business activities or a source of income,1272
2007,Pelkosenniemi,Loans charged on business activities or a source of income,919
2007,Posio,Loans charged on business activities or a source of income,3039
2007,Salla,Loans charged on business activities or a source of income,1578
2007,Savukoski,Loans charged on business activities or a source of income,2974
2007,Kemi,Loans charged on business activities or a source of income,829
2007,Keminmaa,Loans charged on business activities or a source of income,2059
2007,Simo,Loans charged on business activities or a source of income,2485
2007,Tervola,Loans charged on business activities or a source of income,3415
2007,Tornio,Loans charged on business activities or a source of income,2503
2007,Inari,Loans charged on business activities or a source of income,938
2007,Sodankylä,Loans charged on business activities or a source of income,1430
2007,Utsjoki,Loans charged on business activities or a source of income,1631
2007,Ranua,Loans charged on business activities or a source of income,3402
2007,Rovaniemi,Loans charged on business activities or a source of income,1457
2007,Pello,Loans charged on business activities or a source of income,1255
2007,Ylitornio,Loans charged on business activities or a source of income,3323
2007,Enontekiö,Loans charged on business activities or a source of income,1035
2007,Kittilä,Loans charged on business activities or a source of income,2196
2007,Kolari,Loans charged on business activities or a source of income,1546
2007,Muonio,Loans charged on business activities or a source of income,2293
2007,Maarianhamina - Mariehamn,Loans charged on business activities or a source of income,4041
2007,Eckerö,Loans charged on business activities or a source of income,4641
2007,Finström,Loans charged on business activities or a source of income,14749
2007,Geta,Loans charged on business activities or a source of income,6728
2007,Hammarland,Loans charged on business activities or a source of income,8137
2007,Jomala,Loans charged on business activities or a source of income,6680
2007,Lemland,Loans charged on business activities or a source of income,5779
2007,Lumparland,Loans charged on business activities or a source of income,5112
2007,Saltvik,Loans charged on business activities or a source of income,6052
2007,Sund,Loans charged on business activities or a source of income,5892
2007,Brändö,Loans charged on business activities or a source of income,6961
2007,Föglö,Loans charged on business activities or a source of income,6380
2007,Kumlinge,Loans charged on business activities or a source of income,2761
2007,Kökar,Loans charged on business activities or a source of income,3681
2007,Sottunga,Loans charged on business activities or a source of income,9173
2007,Vårdö,Loans charged on business activities or a source of income,12934
2008,Espoo,Loans charged on business activities or a source of income,2552
2008,Helsinki,Loans charged on business activities or a source of income,2069
2008,Hyvinkää,Loans charged on business activities or a source of income,1318
2008,Järvenpää,Loans charged on business activities or a source of income,1323
2008,Karkkila,Loans charged on business activities or a source of income,1460
2008,Kauniainen,Loans charged on business activities or a source of income,10801
2008,Kerava,Loans charged on business activities or a source of income,1235
2008,Kirkkonummi,Loans charged on business activities or a source of income,2348
2008,Lohja,Loans charged on business activities or a source of income,2661
2008,Mäntsälä,Loans charged on business activities or a source of income,3517
2008,Nurmijärvi,Loans charged on business activities or a source of income,2265
2008,Pornainen,Loans charged on business activities or a source of income,2865
2008,Sipoo,Loans charged on business activities or a source of income,2888
2008,Siuntio,Loans charged on business activities or a source of income,3444
2008,Tuusula,Loans charged on business activities or a source of income,1771
2008,Vantaa,Loans charged on business activities or a source of income,1054
2008,Vihti,Loans charged on business activities or a source of income,2817
2008,Lapinjärvi,Loans charged on business activities or a source of income,9304
2008,Loviisa,Loans charged on business activities or a source of income,3068
2008,Askola,Loans charged on business activities or a source of income,6028
2008,Myrskylä,Loans charged on business activities or a source of income,6794
2008,Porvoo,Loans charged on business activities or a source of income,1966
2008,Pukkila,Loans charged on business activities or a source of income,8698
2008,Hanko,Loans charged on business activities or a source of income,2057
2008,Inkoo,Loans charged on business activities or a source of income,4409
2008,Raasepori,Loans charged on business activities or a source of income,2092
2008,Aura,Loans charged on business activities or a source of income,4121
2008,Koski Tl,Loans charged on business activities or a source of income,9941
2008,Loimaa,Loans charged on business activities or a source of income,7675
2008,Marttila,Loans charged on business activities or a source of income,10452
2008,Oripää,Loans charged on business activities or a source of income,7605
2008,Pöytyä,Loans charged on business activities or a source of income,8783
2008,Salo,Loans charged on business activities or a source of income,4707
2008,Somero,Loans charged on business activities or a source of income,10304
2008,Kaarina,Loans charged on business activities or a source of income,3880
2008,Lieto,Loans charged on business activities or a source of income,3954
2008,Masku,Loans charged on business activities or a source of income,3838
2008,Mynämäki,Loans charged on business activities or a source of income,9677
2008,Naantali,Loans charged on business activities or a source of income,3354
2008,Nousiainen,Loans charged on business activities or a source of income,6044
2008,Paimio,Loans charged on business activities or a source of income,5796
2008,Raisio,Loans charged on business activities or a source of income,2404
2008,Rusko,Loans charged on business activities or a source of income,16338
2008,Sauvo,Loans charged on business activities or a source of income,12115
2008,Turku,Loans charged on business activities or a source of income,2015
2008,Kustavi,Loans charged on business activities or a source of income,2653
2008,Laitila,Loans charged on business activities or a source of income,7346
2008,Pyhäranta,Loans charged on business activities or a source of income,3847
2008,Taivassalo,Loans charged on business activities or a source of income,11481
2008,Uusikaupunki,Loans charged on business activities or a source of income,2588
2008,Vehmaa,Loans charged on business activities or a source of income,13747
2008,Kemiönsaari,Loans charged on business activities or a source of income,6854
2008,Parainen,Loans charged on business activities or a source of income,3126
2008,Forssa,Loans charged on business activities or a source of income,2117
2008,Humppila,Loans charged on business activities or a source of income,7100
2008,Jokioinen,Loans charged on business activities or a source of income,4495
2008,Tammela,Loans charged on business activities or a source of income,5097
2008,Ypäjä,Loans charged on business activities or a source of income,8673
2008,Hattula,Loans charged on business activities or a source of income,2725
2008,Hämeenlinna,Loans charged on business activities or a source of income,2219
2008,Janakkala,Loans charged on business activities or a source of income,3438
2008,Hausjärvi,Loans charged on business activities or a source of income,10193
2008,Loppi,Loans charged on business activities or a source of income,2947
2008,Riihimäki,Loans charged on business activities or a source of income,1029
2008,Asikkala,Loans charged on business activities or a source of income,2941
2008,Hartola,Loans charged on business activities or a source of income,4865
2008,Heinola,Loans charged on business activities or a source of income,1461
2008,Hollola,Loans charged on business activities or a source of income,3591
2008,Kärkölä,Loans charged on business activities or a source of income,4223
2008,Lahti,Loans charged on business activities or a source of income,1442
2008,Orimattila,Loans charged on business activities or a source of income,4373
2008,Padasjoki,Loans charged on business activities or a source of income,2894
2008,Sysmä,Loans charged on business activities or a source of income,7116
2008,Hamina,Loans charged on business activities or a source of income,1190
2008,Kotka,Loans charged on business activities or a source of income,1022
2008,Miehikkälä,Loans charged on business activities or a source of income,4570
2008,Pyhtää,Loans charged on business activities or a source of income,5758
2008,Virolahti,Loans charged on business activities or a source of income,3425
2008,Iitti,Loans charged on business activities or a source of income,4299
2008,Kouvola,Loans charged on business activities or a source of income,1885
2008,Imatra,Loans charged on business activities or a source of income,747
2008,Parikkala,Loans charged on business activities or a source of income,4743
2008,Rautjärvi,Loans charged on business activities or a source of income,2221
2008,Ruokolahti,Loans charged on business activities or a source of income,2187
2008,Lappeenranta,Loans charged on business activities or a source of income,1614
2008,Lemi,Loans charged on business activities or a source of income,4526
2008,Luumäki,Loans charged on business activities or a source of income,4953
2008,Savitaipale,Loans charged on business activities or a source of income,3565
2008,Taipalsaari,Loans charged on business activities or a source of income,3925
2008,Jämijärvi,Loans charged on business activities or a source of income,10012
2008,Kankaanpää,Loans charged on business activities or a source of income,4325
2008,Karvia,Loans charged on business activities or a source of income,12314
2008,Siikainen,Loans charged on business activities or a source of income,6655
2008,Harjavalta,Loans charged on business activities or a source of income,2119
2008,Huittinen,Loans charged on business activities or a source of income,8899
2008,Kokemäki,Loans charged on business activities or a source of income,5447
2008,Merikarvia,Loans charged on business activities or a source of income,4179
2008,Nakkila,Loans charged on business activities or a source of income,4568
2008,Pomarkku,Loans charged on business activities or a source of income,4147
2008,Pori,Loans charged on business activities or a source of income,2533
2008,Ulvila,Loans charged on business activities or a source of income,2929
2008,Eura,Loans charged on business activities or a source of income,4745
2008,Eurajoki,Loans charged on business activities or a source of income,5129
2008,Rauma,Loans charged on business activities or a source of income,1931
2008,Säkylä,Loans charged on business activities or a source of income,4970
2008,Akaa,Loans charged on business activities or a source of income,1962
2008,Urjala,Loans charged on business activities or a source of income,4253
2008,Valkeakoski,Loans charged on business activities or a source of income,1302
2008,Punkalaidun,Loans charged on business activities or a source of income,9788
2008,Sastamala,Loans charged on business activities or a source of income,4849
2008,Ikaalinen,Loans charged on business activities or a source of income,4048
2008,Kihniö,Loans charged on business activities or a source of income,6863
2008,Parkano,Loans charged on business activities or a source of income,3902
2008,Hämeenkyrö,Loans charged on business activities or a source of income,2452
2008,Kangasala,Loans charged on business activities or a source of income,2429
2008,Lempäälä,Loans charged on business activities or a source of income,2508
2008,Nokia,Loans charged on business activities or a source of income,1327
2008,Orivesi,Loans charged on business activities or a source of income,4047
2008,Pirkkala,Loans charged on business activities or a source of income,2015
2008,Pälkäne,Loans charged on business activities or a source of income,7615
2008,Tampere,Loans charged on business activities or a source of income,1604
2008,Vesilahti,Loans charged on business activities or a source of income,4485
2008,Ylöjärvi,Loans charged on business activities or a source of income,2433
2008,Juupajoki,Loans charged on business activities or a source of income,6473
2008,Mänttä-Vilppula,Loans charged on business activities or a source of income,1782
2008,Ruovesi,Loans charged on business activities or a source of income,3932
2008,Virrat,Loans charged on business activities or a source of income,4947
2008,Joutsa,Loans charged on business activities or a source of income,4874
2008,Luhanka,Loans charged on business activities or a source of income,5467
2008,Hankasalmi,Loans charged on business activities or a source of income,5002
2008,Jyväskylä,Loans charged on business activities or a source of income,1633
2008,Laukaa,Loans charged on business activities or a source of income,2399
2008,Muurame,Loans charged on business activities or a source of income,1925
2008,Petäjävesi,Loans charged on business activities or a source of income,2917
2008,Toivakka,Loans charged on business activities or a source of income,3725
2008,Uurainen,Loans charged on business activities or a source of income,5071
2008,Jämsä,Loans charged on business activities or a source of income,1960
2008,Kuhmoinen,Loans charged on business activities or a source of income,6095
2008,Keuruu,Loans charged on business activities or a source of income,3182
2008,Multia,Loans charged on business activities or a source of income,3782
2008,Kannonkoski,Loans charged on business activities or a source of income,3127
2008,Karstula,Loans charged on business activities or a source of income,4091
2008,Kinnula,Loans charged on business activities or a source of income,3958
2008,Kivijärvi,Loans charged on business activities or a source of income,2561
2008,Kyyjärvi,Loans charged on business activities or a source of income,1584
2008,Pihtipudas,Loans charged on business activities or a source of income,6054
2008,Saarijärvi,Loans charged on business activities or a source of income,2426
2008,Viitasaari,Loans charged on business activities or a source of income,3023
2008,Konnevesi,Loans charged on business activities or a source of income,4281
2008,Äänekoski,Loans charged on business activities or a source of income,1617
2008,Alajärvi,Loans charged on business activities or a source of income,5409
2008,Evijärvi,Loans charged on business activities or a source of income,8438
2008,Lappajärvi,Loans charged on business activities or a source of income,3121
2008,Soini,Loans charged on business activities or a source of income,4304
2008,Vimpeli,Loans charged on business activities or a source of income,3142
2008,Alavus,Loans charged on business activities or a source of income,5096
2008,Kuortane,Loans charged on business activities or a source of income,4748
2008,Ähtäri,Loans charged on business activities or a source of income,1957
2008,Ilmajoki,Loans charged on business activities or a source of income,7757
2008,Kauhava,Loans charged on business activities or a source of income,6631
2008,Kurikka,Loans charged on business activities or a source of income,6849
2008,Lapua,Loans charged on business activities or a source of income,4266
2008,Seinäjoki,Loans charged on business activities or a source of income,3326
2008,Isojoki,Loans charged on business activities or a source of income,6607
2008,Karijoki,Loans charged on business activities or a source of income,8598
2008,Kauhajoki,Loans charged on business activities or a source of income,8098
2008,Teuva,Loans charged on business activities or a source of income,6966
2008,Kruunupyy,Loans charged on business activities or a source of income,8328
2008,Luoto,Loans charged on business activities or a source of income,3011
2008,Pedersören kunta,Loans charged on business activities or a source of income,6924
2008,Pietarsaari,Loans charged on business activities or a source of income,1386
2008,Uusikaarlepyy,Loans charged on business activities or a source of income,6136
2008,Isokyrö,Loans charged on business activities or a source of income,6275
2008,Laihia,Loans charged on business activities or a source of income,3025
2008,Kaskinen,Loans charged on business activities or a source of income,2013
2008,Kristiinankaupunki,Loans charged on business activities or a source of income,5555
2008,Närpiö,Loans charged on business activities or a source of income,10703
2008,Korsnäs,Loans charged on business activities or a source of income,3205
2008,Maalahti,Loans charged on business activities or a source of income,6081
2008,Mustasaari,Loans charged on business activities or a source of income,3573
2008,Vaasa,Loans charged on business activities or a source of income,1708
2008,Vöyri,Loans charged on business activities or a source of income,8752
2008,Hirvensalmi,Loans charged on business activities or a source of income,7715
2008,Kangasniemi,Loans charged on business activities or a source of income,4242
2008,Mikkeli,Loans charged on business activities or a source of income,3009
2008,Mäntyharju,Loans charged on business activities or a source of income,3243
2008,Pertunmaa,Loans charged on business activities or a source of income,4588
2008,Puumala,Loans charged on business activities or a source of income,6394
2008,Joroinen,Loans charged on business activities or a source of income,3912
2008,Juva,Loans charged on business activities or a source of income,6887
2008,Pieksämäki,Loans charged on business activities or a source of income,1694
2008,Enonkoski,Loans charged on business activities or a source of income,5379
2008,Heinävesi,Loans charged on business activities or a source of income,3489
2008,Rantasalmi,Loans charged on business activities or a source of income,9100
2008,Savonlinna,Loans charged on business activities or a source of income,2004
2008,Sulkava,Loans charged on business activities or a source of income,5185
2008,Kaavi,Loans charged on business activities or a source of income,1677
2008,Rautavaara,Loans charged on business activities or a source of income,2475
2008,Tuusniemi,Loans charged on business activities or a source of income,2842
2008,Kuopio,Loans charged on business activities or a source of income,2570
2008,Siilinjärvi,Loans charged on business activities or a source of income,2206
2008,Rautalampi,Loans charged on business activities or a source of income,4729
2008,Suonenjoki,Loans charged on business activities or a source of income,2239
2008,Tervo,Loans charged on business activities or a source of income,2651
2008,Vesanto,Loans charged on business activities or a source of income,4372
2008,Leppävirta,Loans charged on business activities or a source of income,2595
2008,Varkaus,Loans charged on business activities or a source of income,977
2008,Iisalmi,Loans charged on business activities or a source of income,2401
2008,Keitele,Loans charged on business activities or a source of income,3420
2008,Kiuruvesi,Loans charged on business activities or a source of income,6037
2008,Lapinlahti,Loans charged on business activities or a source of income,4265
2008,Pielavesi,Loans charged on business activities or a source of income,6188
2008,Sonkajärvi,Loans charged on business activities or a source of income,3783
2008,Vieremä,Loans charged on business activities or a source of income,12253
2008,Ilomantsi,Loans charged on business activities or a source of income,1696
2008,Joensuu,Loans charged on business activities or a source of income,1785
2008,Juuka,Loans charged on business activities or a source of income,2187
2008,Kontiolahti,Loans charged on business activities or a source of income,2110
2008,Liperi,Loans charged on business activities or a source of income,4015
2008,Outokumpu,Loans charged on business activities or a source of income,1846
2008,Polvijärvi,Loans charged on business activities or a source of income,3777
2008,Kitee,Loans charged on business activities or a source of income,3032
2008,Rääkkylä,Loans charged on business activities or a source of income,8201
2008,Tohmajärvi,Loans charged on business activities or a source of income,6462
2008,Lieksa,Loans charged on business activities or a source of income,1576
2008,Nurmes,Loans charged on business activities or a source of income,2681
2008,Halsua,Loans charged on business activities or a source of income,8718
2008,Kaustinen,Loans charged on business activities or a source of income,4704
2008,Lestijärvi,Loans charged on business activities or a source of income,8587
2008,Perho,Loans charged on business activities or a source of income,5585
2008,Toholampi,Loans charged on business activities or a source of income,8398
2008,Veteli,Loans charged on business activities or a source of income,4731
2008,Kannus,Loans charged on business activities or a source of income,5731
2008,Kokkola,Loans charged on business activities or a source of income,2838
2008,Haapavesi,Loans charged on business activities or a source of income,5634
2008,Pyhäntä,Loans charged on business activities or a source of income,3606
2008,Siikalatva,Loans charged on business activities or a source of income,6625
2008,Kuusamo,Loans charged on business activities or a source of income,1869
2008,Taivalkoski,Loans charged on business activities or a source of income,1969
2008,Haapajärvi,Loans charged on business activities or a source of income,4182
2008,Kärsämäki,Loans charged on business activities or a source of income,9850
2008,Nivala,Loans charged on business activities or a source of income,6153
2008,Pyhäjärvi,Loans charged on business activities or a source of income,2752
2008,Reisjärvi,Loans charged on business activities or a source of income,8581
2008,Hailuoto,Loans charged on business activities or a source of income,3468
2008,Kempele,Loans charged on business activities or a source of income,2625
2008,Liminka,Loans charged on business activities or a source of income,3467
2008,Lumijoki,Loans charged on business activities or a source of income,5054
2008,Muhos,Loans charged on business activities or a source of income,3574
2008,Oulu,Loans charged on business activities or a source of income,1760
2008,Tyrnävä,Loans charged on business activities or a source of income,4372
2008,Ii,Loans charged on business activities or a source of income,2485
2008,Pudasjärvi,Loans charged on business activities or a source of income,2252
2008,Utajärvi,Loans charged on business activities or a source of income,5713
2008,Vaala,Loans charged on business activities or a source of income,2185
2008,Pyhäjoki,Loans charged on business activities or a source of income,4975
2008,Raahe,Loans charged on business activities or a source of income,2014
2008,Siikajoki,Loans charged on business activities or a source of income,7773
2008,Alavieska,Loans charged on business activities or a source of income,5610
2008,Kalajoki,Loans charged on business activities or a source of income,6899
2008,Merijärvi,Loans charged on business activities or a source of income,8585
2008,Oulainen,Loans charged on business activities or a source of income,4293
2008,Sievi,Loans charged on business activities or a source of income,5700
2008,Ylivieska,Loans charged on business activities or a source of income,4907
2008,Kajaani,Loans charged on business activities or a source of income,1267
2008,Paltamo,Loans charged on business activities or a source of income,1473
2008,Ristijärvi,Loans charged on business activities or a source of income,1937
2008,Sotkamo,Loans charged on business activities or a source of income,3353
2008,Hyrynsalmi,Loans charged on business activities or a source of income,1220
2008,Kuhmo,Loans charged on business activities or a source of income,1979
2008,Puolanka,Loans charged on business activities or a source of income,3097
2008,Suomussalmi,Loans charged on business activities or a source of income,1133
2008,Kemijärvi,Loans charged on business activities or a source of income,1109
2008,Pelkosenniemi,Loans charged on business activities or a source of income,601
2008,Posio,Loans charged on business activities or a source of income,2800
2008,Salla,Loans charged on business activities or a source of income,1577
2008,Savukoski,Loans charged on business activities or a source of income,3105
2008,Kemi,Loans charged on business activities or a source of income,871
2008,Keminmaa,Loans charged on business activities or a source of income,2136
2008,Simo,Loans charged on business activities or a source of income,2405
2008,Tervola,Loans charged on business activities or a source of income,3715
2008,Tornio,Loans charged on business activities or a source of income,3063
2008,Inari,Loans charged on business activities or a source of income,1166
2008,Sodankylä,Loans charged on business activities or a source of income,1482
2008,Utsjoki,Loans charged on business activities or a source of income,1386
2008,Ranua,Loans charged on business activities or a source of income,3550
2008,Rovaniemi,Loans charged on business activities or a source of income,1700
2008,Pello,Loans charged on business activities or a source of income,1424
2008,Ylitornio,Loans charged on business activities or a source of income,2848
2008,Enontekiö,Loans charged on business activities or a source of income,941
2008,Kittilä,Loans charged on business activities or a source of income,2313
2008,Kolari,Loans charged on business activities or a source of income,1707
2008,Muonio,Loans charged on business activities or a source of income,2461
