income,year,municipality
31181,2002,Janakkala
24779,2002,Joensuu
31162,2002,Jokioinen
43456,2002,Jomala
25124,2002,Joroinen
17367,2002,Joutsa
17773,2002,Juuka
22844,2002,Juupajoki
19162,2002,Juva
29381,2002,Jyväskylä
21315,2002,Jämijärvi
29849,2002,Jämsä
43771,2002,Järvenpää
40590,2002,Kaarina
16471,2002,Kaavi
27011,2002,Kajaani
26040,2002,Kalajoki
36143,2002,Kangasala
17238,2002,Kangasniemi
23889,2002,Kankaanpää
16206,2002,Kannonkoski
28155,2002,Kannus
18577,2002,Karijoki
30576,2002,Karkkila
20507,2002,Karstula
17238,2002,Karvia
39127,2002,Kaskinen
22411,2002,Kauhajoki
24990,2002,Kauhava
82013,2002,Kauniainen
26480,2002,Kaustinen
20892,2002,Keitele
26172,2002,Kemi
23478,2002,Kemijärvi
34105,2002,Keminmaa
23887,2002,Kimitoön
43391,2002,Kempele
43981,2002,Kerava
23638,2002,Keuruu
21234,2002,Kihniö
17249,2002,Kinnula
51811,2002,Kirkkonummi
20931,2002,Kitee
22108,2002,Kittilä
16940,2002,Kiuruvesi
14839,2002,Kivijärvi
24681,2002,Kokemäki
29728,2002,Kokkola
21066,2002,Kolari
21249,2002,Konnevesi
32479,2002,Kontiolahti
21796,2002,Korsnäs
20944,2002,Koski Tl
28061,2002,Kotka
29449,2002,Kouvola
24640,2002,Kristinestad
28327,2002,Kronoby
19152,2002,Kuhmo
16417,2002,Kuhmoinen
29357,2002,Kumlinge
26730,2002,Kuopio
21962,2002,Kuortane
23714,2002,Kurikka
23034,2002,Kustavi
24608,2002,Kuusamo
19891,2002,Kyyjärvi
27600,2002,Kärkölä
20816,2002,Kärsämäki
28496,2002,Kökar
27118,2002,Lahti
30575,2002,Laihia
26140,2002,Laitila
20409,2002,Lapinjärvi
20535,2002,Lapinlahti
20543,2002,Lappajärvi
27668,2002,Lappeenranta
26983,2002,Lapua
30867,2002,Laukaa
26513,2002,Lemi
47331,2002,Lemland
38405,2002,Lempäälä
23455,2002,Leppävirta
17994,2002,Lestijärvi
19029,2002,Lieksa
39615,2002,Lieto
34445,2002,Liminka
23894,2002,Liperi
36844,2002,Lohja
23059,2002,Loimaa
28405,2002,Loppi
27725,2002,Loviisa
14206,2002,Luhanka
24285,2002,Lumijoki
41007,2002,Lumparland
40432,2002,Larsmo
21147,2002,Luumäki
25426,2002,Malax
40200,2002,Mariehamn
23793,2002,Marttila
41385,2002,Masku
21725,2002,Merijärvi
20718,2002,Merikarvia
17968,2002,Miehikkälä
25623,2002,Mikkeli
28978,2002,Muhos
17255,2002,Multia
25067,2002,Muonio
36721,2002,Korsholm
38050,2002,Muurame
28878,2002,Mynämäki
23284,2002,Myrskylä
35554,2002,Mäntsälä
26838,2002,Mänttä-Vilppula
20054,2002,Mäntyharju
36197,2002,Naantali
27766,2002,Nakkila
23635,2002,Nivala
35132,2002,Nokia
35433,2002,Nousiainen
16763,2002,Nurmes
47711,2002,Nurmijärvi
23044,2002,Närpes
25652,2002,Orimattila
21446,2002,Oripää
23271,2002,Orivesi
27049,2002,Oulainen
34339,2002,Oulu
20218,2002,Outokumpu
19981,2002,Padasjoki
36449,2002,Paimio
19328,2002,Paltamo
32473,2002,Pargas
17471,2002,Parikkala
25055,2002,Parkano
34604,2002,Pedersöre
20870,2002,Pelkosenniemi
20910,2002,Pello
22361,2002,Perho
14544,2002,Pertunmaa
21725,2002,Petäjävesi
22503,2002,Pieksämäki
15425,2002,Pielavesi
32759,2002,Jakobstad
17995,2002,Pihtipudas
42934,2002,Pirkkala
15721,2002,Polvijärvi
20274,2002,Pomarkku
26535,2002,Pori
41433,2002,Pornainen
39026,2002,Porvoo
18271,2002,Posio
19748,2002,Pudasjärvi
25780,2002,Pukkila
17655,2002,Punkalaidun
16895,2002,Puolanka
16904,2002,Puumala
31531,2002,Pyhtää
28022,2002,Pyhäjoki
19960,2002,Pyhäjärvi
25794,2002,Pyhäntä
32034,2002,Pyhäranta
23841,2002,Pälkäne
24276,2002,Pöytyä
33882,2002,Raahe
29852,2002,Raseborg
35460,2002,Raisio
18199,2002,Rantasalmi
19662,2002,Ranua
31138,2002,Rauma
16393,2002,Rautalampi
13976,2002,Rautavaara
26252,2002,Rautjärvi
20584,2002,Reisjärvi
31941,2002,Riihimäki
16140,2002,Ristijärvi
26940,2002,Rovaniemi
27570,2002,Ruokolahti
21798,2002,Ruovesi
42076,2002,Rusko
14177,2002,Rääkkylä
21269,2002,Saarijärvi
17176,2002,Salla
32158,2002,Salo
36500,2002,Saltvik
23995,2002,Sastamala
26410,2002,Sauvo
20084,2002,Savitaipale
23557,2002,Savonlinna
18162,2002,Savukoski
30025,2002,Seinäjoki
25084,2002,Sievi
18432,2002,Siikainen
24131,2002,Siikajoki
19289,2002,Siikalatva
34010,2002,Siilinjärvi
26697,2002,Simo
44868,2002,Sipoo
45079,2002,Siuntio
22448,2002,Sodankylä
17213,2002,Soini
21825,2002,Somero
19012,2002,Sonkajärvi
23515,2002,Sotkamo
30477,2002,Sottunga
17453,2002,Sulkava
34321,2002,Sund
19092,2002,Suomussalmi
19488,2002,Suonenjoki
16072,2002,Sysmä
29703,2002,Säkylä
34059,2002,Taipalsaari
21726,2002,Taivalkoski
21091,2002,Taivassalo
28040,2002,Tammela
30227,2002,Tampere
16600,2002,Tervo
19941,2002,Tervola
22824,2002,Teuva
17087,2002,Tohmajärvi
22822,2002,Toholampi
22631,2002,Toivakka
31134,2002,Tornio
27141,2002,Turku
15866,2002,Tuusniemi
48349,2002,Tuusula
28944,2002,Tyrnävä
33085,2002,Ulvila
21292,2002,Urjala
20450,2002,Utajärvi
28090,2002,Utsjoki
25361,2002,Uurainen
26127,2002,Nykarleby
29943,2002,Uusikaupunki
18207,2002,Vaala
30604,2002,Vaasa
32962,2002,Valkeakoski
43107,2002,Vantaa
27433,2002,Varkaus
21321,2002,Vehmaa
14555,2002,Vesanto
28976,2002,Vesilahti
23401,2002,Veteli
20367,2002,Vieremä
42921,2002,Vihti
19863,2002,Viitasaari
25967,2002,Vimpeli
22661,2002,Virolahti
20541,2002,Virrat
27870,2002,Vårdö
24284,2002,Vörå
19606,2002,Ylitornio
28121,2002,Ylivieska
36875,2002,Ylöjärvi
24042,2002,Ypäjä
24901,2002,Ähtäri
28762,2002,Äänekoski
42107,2002,MK01 Uusimaa
30000,2002,MK02 Southwest Finland
27409,2002,MK04 Satakunta
29226,2002,MK05 Kanta-Häme
30267,2002,MK06 Pirkanmaa
26905,2002,MK07 Päijät-Häme
28840,2002,MK08 Kymenlaakso
26878,2002,MK09 South Karelia
22788,2002,MK10 South Savo
24839,2002,MK11 North Savo
22211,2002,MK12 North Karelia
27273,2002,MK13 Central Finland
25424,2002,MK14 South Ostrobothnia
30358,2002,MK15 Ostrobothnia
28074,2002,MK16 Central Ostrobothnia
30405,2002,MK17 North Ostrobothnia
23142,2002,MK18 Kainuu
25636,2002,MK19 Lapland
38716,2002,MK21 Åland
36476,2002,HVA01 East Uusimaa wellbeing services county
42306,2002,HVA02 Central Uusimaa wellbeing services county
49556,2002,HVA03 West Uusimaa wellbeing services county
43235,2002,HVA04 Vantaa and Kerava wellbeing services county
30000,2002,HVA05 Southwest Finland wellbeing services county
27409,2002,HVA06 Satakunta wellbeing services county
29226,2002,HVA06 Kanta-Häme wellbeing services county
30267,2002,HVA08 Pirkanmaa wellbeing services county
26905,2002,HVA09 Päijät-Häme wellbeing services county
28840,2002,HVA10 Kymenlaakso wellbeing services county
26878,2002,HVA11 South Karelia wellbeing services county
22788,2002,HVA12 South Savo wellbeing services county
24839,2002,HVA13 North Savo wellbeing services county
22211,2002,HVA14 North Karelia wellbeing services county
27273,2002,HVA15 Central Finland wellbeing services county
25424,2002,HVA16 South Ostrobothnia wellbeing services county
30358,2002,HVA17 Ostrobothnia wellbeing services county
28074,2002,HVA18 Central Ostrobothnia wellbeing services county
30405,2002,HVA19 North Ostrobothnia wellbeing services county
23142,2002,HVA20 Kainuu wellbeing services county
25636,2002,HVA21 Lapland wellbeing services county
38160,2002,HVA90 City of Helsinki
38716,2002,HVA91 Åland
42822,2002,SK011 Helsinki
31991,2002,SK014 Raasepori
37783,2002,SK015 Porvoo
26607,2002,SK016 Loviisa
29537,2002,SK021 Åboland-Turunmaa
30589,2002,SK022 Salo
30789,2002,SK023 Turku
27766,2002,SK024 Vakka-Suomi
24133,2002,SK025 Loimaa
30575,2002,SK041 Rauma
26581,2002,SK043 Pori
22294,2002,SK044 Pohjois-Satakunta
29037,2002,SK051 Hämeenlinna
31533,2002,SK052 Riihimäki
26979,2002,SK053 Forssa
24009,2002,SK061 Luoteis-Pirkanmaa
29770,2002,SK063 Etelä-Pirkanmaa
31727,2002,SK064 Tampere
23195,2002,SK068 Lounais-Pirkanmaa
23803,2002,SK069 Ylä-Pirkanmaa
26905,2002,SK071 Lahti
29449,2002,SK081 Kouvola
28222,2002,SK082 Kotka-Hamina
27197,2002,SK091 Lappeenranta
26289,2002,SK093 Imatra
23403,2002,SK101 Mikkeli
22479,2002,SK103 Savonlinna
21668,2002,SK105 Pieksämäki
21012,2002,SK111 Ylä-Savo
27704,2002,SK112 Kuopio
15644,2002,SK113 Koillis-Savo
26128,2002,SK114 Varkaus
17643,2002,SK115 Sisä-Savo
23691,2002,SK122 Joensuu
18959,2002,SK124 Keski-Karjala
18030,2002,SK125 Pielisen Karjala
29202,2002,SK131 Jyväskylä
16934,2002,SK132 Joutsa
22683,2002,SK133 Keuruu
29849,2002,SK134 Jämsä
27807,2002,SK135 Äänekoski
19634,2002,SK138 Saarijärvi-Viitasaari
21664,2002,SK141 Suupohja
27226,2002,SK142 Seinäjoki
23108,2002,SK144 Kuusiokunnat
21967,2002,SK146 Järviseutu
30653,2002,SK152 Vaasa
25098,2002,SK153 Sydösterbotten
31942,2002,SK154 Jakobstadsregionen
23261,2002,SK161 Kaustinen
29551,2002,SK162 Kokkola
34403,2002,SK171 Oulu
21629,2002,SK173 Oulunkaari
31821,2002,SK174 Raahe
22496,2002,SK175 Haapavesi-Siikalatva
22139,2002,SK176 Nivala-Haapajärvi
26443,2002,SK177 Ylivieska
23995,2002,SK178 Koillismaa
18422,2002,SK181 Kehys-Kainuu
25483,2002,SK182 Kajaani
26474,2002,SK191 Rovaniemi
28558,2002,SK192 Kemi-Tornio
20212,2002,SK193 Torniolaakso
20650,2002,SK194 Itä-Lappi
22156,2002,SK196 Tunturi-Lappi
24095,2002,SK197 Pohjois-Lappi
40200,2002,SK211 Mariehamns stad
38904,2002,SK212 Ålands landsbygd
30523,2002,SK213 Ålands skärgård
28936,2003,Akaa
23508,2003,Alajärvi
23307,2003,Alavieska
22877,2003,Alavus
26112,2003,Asikkala
37260,2003,Askola
34063,2003,Aura
33990,2003,Brändö
29567,2003,Eckerö
17778,2003,Enonkoski
21504,2003,Enontekiö
54308,2003,Espoo
28891,2003,Eura
31766,2003,Eurajoki
22633,2003,Evijärvi
39888,2003,Finström
26550,2003,Forssa
30227,2003,Föglö
28256,2003,Geta
24028,2003,Haapajärvi
25822,2003,Haapavesi
22742,2003,Hailuoto
20731,2003,Halsua
30793,2003,Hamina
36652,2003,Hammarland
19226,2003,Hankasalmi
34439,2003,Hanko
28747,2003,Harjavalta
16951,2003,Hartola
34654,2003,Hattula
33634,2003,Hausjärvi
27436,2003,Heinola
19757,2003,Heinävesi
37692,2003,Helsinki
16539,2003,Hirvensalmi
34532,2003,Hollola
22517,2003,Huittinen
23552,2003,Humppila
16416,2003,Hyrynsalmi
36437,2003,Hyvinkää
28375,2003,Hämeenkyrö
28652,2003,Hämeenlinna
26481,2003,Ii
25531,2003,Iisalmi
23426,2003,Iitti
24534,2003,Ikaalinen
28153,2003,Ilmajoki
17492,2003,Ilomantsi
28240,2003,Imatra
26001,2003,Inari
40659,2003,Ingå
17604,2003,Isojoki
24001,2003,Isokyrö
31825,2003,Janakkala
25426,2003,Joensuu
32079,2003,Jokioinen
43974,2003,Jomala
25905,2003,Joroinen
17884,2003,Joutsa
18506,2003,Juuka
23932,2003,Juupajoki
19839,2003,Juva
29722,2003,Jyväskylä
21931,2003,Jämijärvi
30000,2003,Jämsä
44030,2003,Järvenpää
41304,2003,Kaarina
16911,2003,Kaavi
27418,2003,Kajaani
26669,2003,Kalajoki
37169,2003,Kangasala
17649,2003,Kangasniemi
24640,2003,Kankaanpää
16707,2003,Kannonkoski
29527,2003,Kannus
18928,2003,Karijoki
31252,2003,Karkkila
21235,2003,Karstula
17480,2003,Karvia
39245,2003,Kaskinen
23216,2003,Kauhajoki
25645,2003,Kauhava
73329,2003,Kauniainen
27471,2003,Kaustinen
21022,2003,Keitele
26780,2003,Kemi
23107,2003,Kemijärvi
34498,2003,Keminmaa
24234,2003,Kimitoön
43607,2003,Kempele
43478,2003,Kerava
24043,2003,Keuruu
21515,2003,Kihniö
18143,2003,Kinnula
51740,2003,Kirkkonummi
21370,2003,Kitee
22393,2003,Kittilä
17486,2003,Kiuruvesi
14687,2003,Kivijärvi
24800,2003,Kokemäki
30111,2003,Kokkola
21887,2003,Kolari
21948,2003,Konnevesi
33540,2003,Kontiolahti
22706,2003,Korsnäs
21351,2003,Koski Tl
28822,2003,Kotka
29877,2003,Kouvola
25333,2003,Kristinestad
29303,2003,Kronoby
19714,2003,Kuhmo
16755,2003,Kuhmoinen
28495,2003,Kumlinge
27462,2003,Kuopio
22590,2003,Kuortane
24393,2003,Kurikka
21782,2003,Kustavi
25051,2003,Kuusamo
20051,2003,Kyyjärvi
28217,2003,Kärkölä
22160,2003,Kärsämäki
28919,2003,Kökar
27706,2003,Lahti
31287,2003,Laihia
25868,2003,Laitila
20703,2003,Lapinjärvi
21347,2003,Lapinlahti
21390,2003,Lappajärvi
28063,2003,Lappeenranta
27364,2003,Lapua
31693,2003,Laukaa
27548,2003,Lemi
47112,2003,Lemland
38782,2003,Lempäälä
24068,2003,Leppävirta
18079,2003,Lestijärvi
19423,2003,Lieksa
40369,2003,Lieto
35919,2003,Liminka
25207,2003,Liperi
37265,2003,Lohja
23530,2003,Loimaa
29395,2003,Loppi
28249,2003,Loviisa
14953,2003,Luhanka
25011,2003,Lumijoki
41616,2003,Lumparland
41504,2003,Larsmo
21473,2003,Luumäki
26195,2003,Malax
40253,2003,Mariehamn
24442,2003,Marttila
42231,2003,Masku
22016,2003,Merijärvi
21340,2003,Merikarvia
18769,2003,Miehikkälä
26202,2003,Mikkeli
29733,2003,Muhos
17294,2003,Multia
25679,2003,Muonio
37414,2003,Korsholm
38833,2003,Muurame
29845,2003,Mynämäki
23743,2003,Myrskylä
36609,2003,Mäntsälä
27352,2003,Mänttä-Vilppula
20543,2003,Mäntyharju
36634,2003,Naantali
28393,2003,Nakkila
24404,2003,Nivala
35917,2003,Nokia
36246,2003,Nousiainen
17641,2003,Nurmes
48635,2003,Nurmijärvi
24025,2003,Närpes
26436,2003,Orimattila
22601,2003,Oripää
23889,2003,Orivesi
27516,2003,Oulainen
34406,2003,Oulu
20628,2003,Outokumpu
20026,2003,Padasjoki
36889,2003,Paimio
20043,2003,Paltamo
33628,2003,Pargas
18330,2003,Parikkala
24912,2003,Parkano
35595,2003,Pedersöre
20898,2003,Pelkosenniemi
21595,2003,Pello
22820,2003,Perho
15225,2003,Pertunmaa
21922,2003,Petäjävesi
22944,2003,Pieksämäki
16102,2003,Pielavesi
33474,2003,Jakobstad
18557,2003,Pihtipudas
43926,2003,Pirkkala
16300,2003,Polvijärvi
20098,2003,Pomarkku
27197,2003,Pori
42938,2003,Pornainen
39856,2003,Porvoo
18790,2003,Posio
20194,2003,Pudasjärvi
26545,2003,Pukkila
18322,2003,Punkalaidun
17409,2003,Puolanka
17830,2003,Puumala
32512,2003,Pyhtää
28432,2003,Pyhäjoki
20170,2003,Pyhäjärvi
27640,2003,Pyhäntä
30872,2003,Pyhäranta
24766,2003,Pälkäne
25163,2003,Pöytyä
33568,2003,Raahe
30646,2003,Raseborg
35676,2003,Raisio
18119,2003,Rantasalmi
20545,2003,Ranua
31479,2003,Rauma
17307,2003,Rautalampi
14684,2003,Rautavaara
26612,2003,Rautjärvi
21359,2003,Reisjärvi
32294,2003,Riihimäki
16641,2003,Ristijärvi
27772,2003,Rovaniemi
28517,2003,Ruokolahti
22625,2003,Ruovesi
42437,2003,Rusko
14370,2003,Rääkkylä
22047,2003,Saarijärvi
17397,2003,Salla
30942,2003,Salo
37459,2003,Saltvik
24421,2003,Sastamala
27211,2003,Sauvo
20081,2003,Savitaipale
23895,2003,Savonlinna
18597,2003,Savukoski
30758,2003,Seinäjoki
26101,2003,Sievi
19262,2003,Siikainen
24269,2003,Siikajoki
19921,2003,Siikalatva
35100,2003,Siilinjärvi
28138,2003,Simo
46250,2003,Sipoo
46025,2003,Siuntio
23266,2003,Sodankylä
18049,2003,Soini
22279,2003,Somero
19717,2003,Sonkajärvi
24297,2003,Sotkamo
29722,2003,Sottunga
17864,2003,Sulkava
35302,2003,Sund
19999,2003,Suomussalmi
20203,2003,Suonenjoki
16279,2003,Sysmä
29857,2003,Säkylä
34343,2003,Taipalsaari
21542,2003,Taivalkoski
21347,2003,Taivassalo
28731,2003,Tammela
30387,2003,Tampere
16997,2003,Tervo
19869,2003,Tervola
23761,2003,Teuva
17815,2003,Tohmajärvi
23562,2003,Toholampi
23296,2003,Toivakka
31462,2003,Tornio
27344,2003,Turku
16406,2003,Tuusniemi
48903,2003,Tuusula
30331,2003,Tyrnävä
33289,2003,Ulvila
22051,2003,Urjala
20236,2003,Utajärvi
27508,2003,Utsjoki
25672,2003,Uurainen
26701,2003,Nykarleby
27857,2003,Uusikaupunki
18669,2003,Vaala
30781,2003,Vaasa
33389,2003,Valkeakoski
43126,2003,Vantaa
28165,2003,Varkaus
22269,2003,Vehmaa
15321,2003,Vesanto
30388,2003,Vesilahti
24127,2003,Veteli
20578,2003,Vieremä
43126,2003,Vihti
20088,2003,Viitasaari
26478,2003,Vimpeli
22732,2003,Virolahti
20787,2003,Virrat
31491,2003,Vårdö
25320,2003,Vörå
20335,2003,Ylitornio
29081,2003,Ylivieska
37675,2003,Ylöjärvi
24724,2003,Ypäjä
25372,2003,Ähtäri
28819,2003,Äänekoski
41802,2003,MK01 Uusimaa
30118,2003,MK02 Southwest Finland
27885,2003,MK04 Satakunta
29823,2003,MK05 Kanta-Häme
30703,2003,MK06 Pirkanmaa
27463,2003,MK07 Päijät-Häme
29433,2003,MK08 Kymenlaakso
27329,2003,MK09 South Karelia
23281,2003,MK10 South Savo
25590,2003,MK11 North Savo
22904,2003,MK12 North Karelia
27700,2003,MK13 Central Finland
26179,2003,MK14 South Ostrobothnia
30916,2003,MK15 Ostrobothnia
28633,2003,MK16 Central Ostrobothnia
30755,2003,MK17 North Ostrobothnia
23734,2003,MK18 Kainuu
26225,2003,MK19 Lapland
39086,2003,MK21 Åland
37348,2003,HVA01 East Uusimaa wellbeing services county
42970,2003,HVA02 Central Uusimaa wellbeing services county
48612,2003,HVA03 West Uusimaa wellbeing services county
43178,2003,HVA04 Vantaa and Kerava wellbeing services county
30118,2003,HVA05 Southwest Finland wellbeing services county
27885,2003,HVA06 Satakunta wellbeing services county
29823,2003,HVA06 Kanta-Häme wellbeing services county
30703,2003,HVA08 Pirkanmaa wellbeing services county
27463,2003,HVA09 Päijät-Häme wellbeing services county
29433,2003,HVA10 Kymenlaakso wellbeing services county
27329,2003,HVA11 South Karelia wellbeing services county
23281,2003,HVA12 South Savo wellbeing services county
25590,2003,HVA13 North Savo wellbeing services county
22904,2003,HVA14 North Karelia wellbeing services county
27700,2003,HVA15 Central Finland wellbeing services county
26179,2003,HVA16 South Ostrobothnia wellbeing services county
30916,2003,HVA17 Ostrobothnia wellbeing services county
28633,2003,HVA18 Central Ostrobothnia wellbeing services county
30755,2003,HVA19 North Ostrobothnia wellbeing services county
23734,2003,HVA20 Kainuu wellbeing services county
26225,2003,HVA21 Lapland wellbeing services county
37692,2003,HVA90 City of Helsinki
39086,2003,HVA91 Åland
42428,2003,SK011 Helsinki
32618,2003,SK014 Raasepori
38628,2003,SK015 Porvoo
27097,2003,SK016 Loviisa
30439,2003,SK021 Åboland-Turunmaa
29633,2003,SK022 Salo
31144,2003,SK023 Turku
26579,2003,SK024 Vakka-Suomi
24738,2003,SK025 Loimaa
30881,2003,SK041 Rauma
27114,2003,SK043 Pori
22984,2003,SK044 Pohjois-Satakunta
29743,2003,SK051 Hämeenlinna
32050,2003,SK052 Riihimäki
27369,2003,SK053 Forssa
24310,2003,SK061 Luoteis-Pirkanmaa
30233,2003,SK063 Etelä-Pirkanmaa
32136,2003,SK064 Tampere
23657,2003,SK068 Lounais-Pirkanmaa
24345,2003,SK069 Ylä-Pirkanmaa
27463,2003,SK071 Lahti
29877,2003,SK081 Kouvola
28984,2003,SK082 Kotka-Hamina
27595,2003,SK091 Lappeenranta
26832,2003,SK093 Imatra
24013,2003,SK101 Mikkeli
22788,2003,SK103 Savonlinna
22160,2003,SK105 Pieksämäki
21676,2003,SK111 Ylä-Savo
28489,2003,SK112 Kuopio
16192,2003,SK113 Koillis-Savo
26831,2003,SK114 Varkaus
18376,2003,SK115 Sisä-Savo
24420,2003,SK122 Joensuu
19436,2003,SK124 Keski-Karjala
18636,2003,SK125 Pielisen Karjala
29641,2003,SK131 Jyväskylä
17485,2003,SK132 Joutsa
23047,2003,SK133 Keuruu
30000,2003,SK134 Jämsä
27951,2003,SK135 Äänekoski
20178,2003,SK138 Saarijärvi-Viitasaari
22454,2003,SK141 Suupohja
27985,2003,SK142 Seinäjoki
23571,2003,SK144 Kuusiokunnat
22868,2003,SK146 Järviseutu
31055,2003,SK152 Vaasa
25900,2003,SK153 Sydösterbotten
32750,2003,SK154 Jakobstadsregionen
24014,2003,SK161 Kaustinen
30046,2003,SK162 Kokkola
34583,2003,SK171 Oulu
22039,2003,SK173 Oulunkaari
31633,2003,SK174 Raahe
23410,2003,SK175 Haapavesi-Siikalatva
22861,2003,SK176 Nivala-Haapajärvi
27210,2003,SK177 Ylivieska
24306,2003,SK178 Koillismaa
19149,2003,SK181 Kehys-Kainuu
25990,2003,SK182 Kajaani
27313,2003,SK191 Rovaniemi
29063,2003,SK192 Kemi-Tornio
20921,2003,SK193 Torniolaakso
20637,2003,SK194 Itä-Lappi
22683,2003,SK196 Tunturi-Lappi
24674,2003,SK197 Pohjois-Lappi
40253,2003,SK211 Mariehamns stad
39596,2003,SK212 Ålands landsbygd
30746,2003,SK213 Ålands skärgård
30327,2004,Akaa
24541,2004,Alajärvi
23999,2004,Alavieska
23825,2004,Alavus
26723,2004,Asikkala
38090,2004,Askola
35208,2004,Aura
35208,2004,Brändö
31422,2004,Eckerö
18689,2004,Enonkoski
22071,2004,Enontekiö
55631,2004,Espoo
29680,2004,Eura
33126,2004,Eurajoki
23040,2004,Evijärvi
40306,2004,Finström
27111,2004,Forssa
31783,2004,Föglö
27286,2004,Geta
25129,2004,Haapajärvi
26402,2004,Haapavesi
23011,2004,Hailuoto
21285,2004,Halsua
31728,2004,Hamina
36012,2004,Hammarland
19900,2004,Hankasalmi
35666,2004,Hanko
29477,2004,Harjavalta
17920,2004,Hartola
35887,2004,Hattula
34673,2004,Hausjärvi
27935,2004,Heinola
20313,2004,Heinävesi
38563,2004,Helsinki
17331,2004,Hirvensalmi
35521,2004,Hollola
23265,2004,Huittinen
24458,2004,Humppila
17542,2004,Hyrynsalmi
37817,2004,Hyvinkää
29340,2004,Hämeenkyrö
29739,2004,Hämeenlinna
27871,2004,Ii
26343,2004,Iisalmi
25080,2004,Iitti
25262,2004,Ikaalinen
29522,2004,Ilmajoki
17329,2004,Ilomantsi
28401,2004,Imatra
26604,2004,Inari
42258,2004,Ingå
18192,2004,Isojoki
24895,2004,Isokyrö
32953,2004,Janakkala
26554,2004,Joensuu
33248,2004,Jokioinen
45041,2004,Jomala
26105,2004,Joroinen
18500,2004,Joutsa
19191,2004,Juuka
25404,2004,Juupajoki
20603,2004,Juva
30625,2004,Jyväskylä
21804,2004,Jämijärvi
30664,2004,Jämsä
45200,2004,Järvenpää
42734,2004,Kaarina
18260,2004,Kaavi
28484,2004,Kajaani
27425,2004,Kalajoki
38740,2004,Kangasala
18634,2004,Kangasniemi
25902,2004,Kankaanpää
16823,2004,Kannonkoski
30664,2004,Kannus
19624,2004,Karijoki
32545,2004,Karkkila
21788,2004,Karstula
18146,2004,Karvia
41034,2004,Kaskinen
24377,2004,Kauhajoki
26409,2004,Kauhava
78898,2004,Kauniainen
28540,2004,Kaustinen
22340,2004,Keitele
27233,2004,Kemi
22686,2004,Kemijärvi
35896,2004,Keminmaa
25301,2004,Kimitoön
45245,2004,Kempele
44422,2004,Kerava
24787,2004,Keuruu
22300,2004,Kihniö
18551,2004,Kinnula
53890,2004,Kirkkonummi
22165,2004,Kitee
23654,2004,Kittilä
18111,2004,Kiuruvesi
15029,2004,Kivijärvi
26380,2004,Kokemäki
31541,2004,Kokkola
22901,2004,Kolari
22310,2004,Konnevesi
35729,2004,Kontiolahti
23477,2004,Korsnäs
22108,2004,Koski Tl
29580,2004,Kotka
30737,2004,Kouvola
26362,2004,Kristinestad
30414,2004,Kronoby
20406,2004,Kuhmo
17435,2004,Kuhmoinen
29576,2004,Kumlinge
28471,2004,Kuopio
23882,2004,Kuortane
25438,2004,Kurikka
21875,2004,Kustavi
26022,2004,Kuusamo
21043,2004,Kyyjärvi
29506,2004,Kärkölä
23167,2004,Kärsämäki
31667,2004,Kökar
28596,2004,Lahti
33244,2004,Laihia
26521,2004,Laitila
21791,2004,Lapinjärvi
22358,2004,Lapinlahti
22429,2004,Lappajärvi
29107,2004,Lappeenranta
28273,2004,Lapua
32700,2004,Laukaa
28067,2004,Lemi
48076,2004,Lemland
40744,2004,Lempäälä
25352,2004,Leppävirta
18953,2004,Lestijärvi
19782,2004,Lieksa
41903,2004,Lieto
38425,2004,Liminka
26793,2004,Liperi
38510,2004,Lohja
24613,2004,Loimaa
30547,2004,Loppi
29397,2004,Loviisa
16896,2004,Luhanka
26249,2004,Lumijoki
40412,2004,Lumparland
43115,2004,Larsmo
22042,2004,Luumäki
27476,2004,Malax
40813,2004,Mariehamn
25999,2004,Marttila
44138,2004,Masku
23133,2004,Merijärvi
21510,2004,Merikarvia
18915,2004,Miehikkälä
27005,2004,Mikkeli
31029,2004,Muhos
18046,2004,Multia
26702,2004,Muonio
38711,2004,Korsholm
40147,2004,Muurame
30550,2004,Mynämäki
25048,2004,Myrskylä
38327,2004,Mäntsälä
27559,2004,Mänttä-Vilppula
21251,2004,Mäntyharju
37980,2004,Naantali
28882,2004,Nakkila
25587,2004,Nivala
37685,2004,Nokia
37363,2004,Nousiainen
18213,2004,Nurmes
50280,2004,Nurmijärvi
25177,2004,Närpes
27620,2004,Orimattila
22614,2004,Oripää
24428,2004,Orivesi
28712,2004,Oulainen
35549,2004,Oulu
21564,2004,Outokumpu
20530,2004,Padasjoki
37713,2004,Paimio
20789,2004,Paltamo
34817,2004,Pargas
18839,2004,Parikkala
26034,2004,Parkano
36802,2004,Pedersöre
21268,2004,Pelkosenniemi
22049,2004,Pello
24074,2004,Perho
16487,2004,Pertunmaa
23358,2004,Petäjävesi
23547,2004,Pieksämäki
17347,2004,Pielavesi
34537,2004,Jakobstad
18909,2004,Pihtipudas
45499,2004,Pirkkala
17482,2004,Polvijärvi
21999,2004,Pomarkku
27599,2004,Pori
44648,2004,Pornainen
41545,2004,Porvoo
19195,2004,Posio
21092,2004,Pudasjärvi
28257,2004,Pukkila
18954,2004,Punkalaidun
18389,2004,Puolanka
18079,2004,Puumala
33836,2004,Pyhtää
29052,2004,Pyhäjoki
21583,2004,Pyhäjärvi
28925,2004,Pyhäntä
33006,2004,Pyhäranta
25865,2004,Pälkäne
