income,year,municipality
36112,2018,Janakkala
27245,2018,Joensuu
33597,2018,Jokioinen
53806,2018,Jomala
27869,2018,Joroinen
20608,2018,Joutsa
18338,2018,Juuka
26880,2018,Juupajoki
22591,2018,Juva
32157,2018,Jyväskylä
24818,2018,Jämijärvi
28403,2018,Jämsä
44162,2018,Järvenpää
45244,2018,Kaarina
20094,2018,Kaavi
30563,2018,Kajaani
30658,2018,Kalajoki
42539,2018,Kangasala
21194,2018,Kangasniemi
26633,2018,Kankaanpää
19869,2018,Kannonkoski
30805,2018,Kannus
22627,2018,Karijoki
32233,2018,Karkkila
21762,2018,Karstula
20680,2018,Karvia
25898,2018,Kaskinen
26791,2018,Kauhajoki
28037,2018,Kauhava
81604,2018,Kauniainen
32671,2018,Kaustinen
22985,2018,Keitele
26909,2018,Kemi
22064,2018,Kemijärvi
37134,2018,Keminmaa
24457,2018,Kimitoön
46287,2018,Kempele
40984,2018,Kerava
24114,2018,Keuruu
23524,2018,Kihniö
21534,2018,Kinnula
56018,2018,Kirkkonummi
21039,2018,Kitee
35140,2018,Kittilä
21793,2018,Kiuruvesi
19439,2018,Kivijärvi
26134,2018,Kokemäki
35463,2018,Kokkola
27163,2018,Kolari
24668,2018,Konnevesi
41255,2018,Kontiolahti
30830,2018,Korsnäs
24094,2018,Koski Tl
29411,2018,Kotka
29447,2018,Kouvola
26811,2018,Kristinestad
36273,2018,Kronoby
21950,2018,Kuhmo
17233,2018,Kuhmoinen
36175,2018,Kumlinge
32308,2018,Kuopio
26818,2018,Kuortane
27195,2018,Kurikka
23677,2018,Kustavi
27170,2018,Kuusamo
23995,2018,Kyyjärvi
30035,2018,Kärkölä
24452,2018,Kärsämäki
28739,2018,Kökar
30019,2018,Lahti
39766,2018,Laihia
32252,2018,Laitila
27281,2018,Lapinjärvi
26258,2018,Lapinlahti
24720,2018,Lappajärvi
30863,2018,Lappeenranta
32852,2018,Lapua
37888,2018,Laukaa
34559,2018,Lemi
48773,2018,Lemland
47381,2018,Lempäälä
28718,2018,Leppävirta
21001,2018,Lestijärvi
19033,2018,Lieksa
47756,2018,Lieto
51937,2018,Liminka
33109,2018,Liperi
38030,2018,Lohja
25910,2018,Loimaa
36028,2018,Loppi
31147,2018,Loviisa
21379,2018,Luhanka
34194,2018,Lumijoki
43708,2018,Lumparland
50311,2018,Larsmo
25399,2018,Luumäki
33357,2018,Malax
39236,2018,Mariehamn
29564,2018,Marttila
50324,2018,Masku
24853,2018,Merijärvi
22879,2018,Merikarvia
22011,2018,Miehikkälä
29398,2018,Mikkeli
36375,2018,Muhos
22305,2018,Multia
30721,2018,Muonio
44653,2018,Korsholm
47085,2018,Muurame
33107,2018,Mynämäki
30151,2018,Myrskylä
43844,2018,Mäntsälä
24787,2018,Mänttä-Vilppula
22663,2018,Mäntyharju
40577,2018,Naantali
31115,2018,Nakkila
30924,2018,Nivala
39926,2018,Nokia
42546,2018,Nousiainen
20763,2018,Nurmes
53178,2018,Nurmijärvi
30763,2018,Närpes
31985,2018,Orimattila
28286,2018,Oripää
28134,2018,Orivesi
28372,2018,Oulainen
36350,2018,Oulu
21307,2018,Outokumpu
20915,2018,Padasjoki
39819,2018,Paimio
23050,2018,Paltamo
37108,2018,Pargas
20004,2018,Parikkala
24743,2018,Parkano
43033,2018,Pedersöre
21918,2018,Pelkosenniemi
22835,2018,Pello
26621,2018,Perho
19661,2018,Pertunmaa
31092,2018,Petäjävesi
23979,2018,Pieksämäki
19503,2018,Pielavesi
34526,2018,Jakobstad
21134,2018,Pihtipudas
49940,2018,Pirkkala
20812,2018,Polvijärvi
25925,2018,Pomarkku
29693,2018,Pori
51944,2018,Pornainen
43468,2018,Porvoo
19395,2018,Posio
22368,2018,Pudasjärvi
34493,2018,Pukkila
21325,2018,Punkalaidun
17528,2018,Puolanka
20320,2018,Puumala
37847,2018,Pyhtää
31684,2018,Pyhäjoki
22573,2018,Pyhäjärvi
30360,2018,Pyhäntä
35783,2018,Pyhäranta
29305,2018,Pälkäne
30256,2018,Pöytyä
31994,2018,Raahe
31250,2018,Raseborg
37616,2018,Raisio
21686,2018,Rantasalmi
22865,2018,Ranua
35570,2018,Rauma
21074,2018,Rautalampi
17990,2018,Rautavaara
22012,2018,Rautjärvi
25438,2018,Reisjärvi
36024,2018,Riihimäki
24228,2018,Ristijärvi
32602,2018,Rovaniemi
29093,2018,Ruokolahti
23426,2018,Ruovesi
49121,2018,Rusko
16160,2018,Rääkkylä
22818,2018,Saarijärvi
20859,2018,Salla
29137,2018,Salo
40631,2018,Saltvik
27725,2018,Sastamala
33825,2018,Sauvo
23273,2018,Savitaipale
24937,2018,Savonlinna
23276,2018,Savukoski
34828,2018,Seinäjoki
32404,2018,Sievi
19673,2018,Siikainen
28448,2018,Siikajoki
22389,2018,Siikalatva
39801,2018,Siilinjärvi
29216,2018,Simo
55854,2018,Sipoo
50755,2018,Siuntio
32581,2018,Sodankylä
24611,2018,Soini
24411,2018,Somero
22344,2018,Sonkajärvi
31608,2018,Sotkamo
28626,2018,Sottunga
19512,2018,Sulkava
38272,2018,Sund
22679,2018,Suomussalmi
24608,2018,Suonenjoki
16956,2018,Sysmä
30161,2018,Säkylä
38209,2018,Taipalsaari
24955,2018,Taivalkoski
26926,2018,Taivassalo
32889,2018,Tammela
32836,2018,Tampere
21255,2018,Tervo
26700,2018,Tervola
24850,2018,Teuva
20876,2018,Tohmajärvi
24982,2018,Toholampi
31582,2018,Toivakka
34151,2018,Tornio
30446,2018,Turku
19036,2018,Tuusniemi
54190,2018,Tuusula
41032,2018,Tyrnävä
35178,2018,Ulvila
23000,2018,Urjala
24672,2018,Utajärvi
27256,2018,Utsjoki
36546,2018,Uurainen
34200,2018,Nykarleby
32583,2018,Uusikaupunki
18949,2018,Vaala
35068,2018,Vaasa
32573,2018,Valkeakoski
44438,2018,Vantaa
26668,2018,Varkaus
27816,2018,Vehmaa
18586,2018,Vesanto
45125,2018,Vesilahti
27447,2018,Veteli
27634,2018,Vieremä
46217,2018,Vihti
21806,2018,Viitasaari
29754,2018,Vimpeli
25558,2018,Virolahti
22620,2018,Virrat
31098,2018,Vårdö
32227,2018,Vörå
23689,2018,Ylitornio
32434,2018,Ylivieska
44471,2018,Ylöjärvi
27194,2018,Ypäjä
25681,2018,Ähtäri
28716,2018,Äänekoski
46343,2018,MK01 Uusimaa
33365,2018,MK02 Southwest Finland
30779,2018,MK04 Satakunta
33339,2018,MK05 Kanta-Häme
34434,2018,MK06 Pirkanmaa
29613,2018,MK07 Päijät-Häme
29598,2018,MK08 Kymenlaakso
29367,2018,MK09 South Karelia
25758,2018,MK10 South Savo
29810,2018,MK11 North Savo
25857,2018,MK12 North Karelia
30554,2018,MK13 Central Finland
30518,2018,MK14 South Ostrobothnia
36053,2018,MK15 Ostrobothnia
33438,2018,MK16 Central Ostrobothnia
34138,2018,MK17 North Ostrobothnia
27551,2018,MK18 Kainuu
30254,2018,MK19 Lapland
41253,2018,MK21 Åland
42882,2018,HVA01 East Uusimaa wellbeing services county
46750,2018,HVA02 Central Uusimaa wellbeing services county
52323,2018,HVA03 West Uusimaa wellbeing services county
43946,2018,HVA04 Vantaa and Kerava wellbeing services county
33365,2018,HVA05 Southwest Finland wellbeing services county
30779,2018,HVA06 Satakunta wellbeing services county
33339,2018,HVA06 Kanta-Häme wellbeing services county
34434,2018,HVA08 Pirkanmaa wellbeing services county
29613,2018,HVA09 Päijät-Häme wellbeing services county
29598,2018,HVA10 Kymenlaakso wellbeing services county
29367,2018,HVA11 South Karelia wellbeing services county
25758,2018,HVA12 South Savo wellbeing services county
29810,2018,HVA13 North Savo wellbeing services county
25857,2018,HVA14 North Karelia wellbeing services county
30554,2018,HVA15 Central Finland wellbeing services county
30518,2018,HVA16 South Ostrobothnia wellbeing services county
36053,2018,HVA17 Ostrobothnia wellbeing services county
33438,2018,HVA18 Central Ostrobothnia wellbeing services county
34138,2018,HVA19 North Ostrobothnia wellbeing services county
27551,2018,HVA20 Kainuu wellbeing services county
30254,2018,HVA21 Lapland wellbeing services county
43872,2018,HVA90 City of Helsinki
41253,2018,HVA91 Åland
47038,2018,SK011 Helsinki
32489,2018,SK014 Raasepori
42705,2018,SK015 Porvoo
30591,2018,SK016 Loviisa
33025,2018,SK021 Åboland-Turunmaa
28456,2018,SK022 Salo
34907,2018,SK023 Turku
31772,2018,SK024 Vakka-Suomi
28493,2018,SK025 Loimaa
34979,2018,SK041 Rauma
29492,2018,SK043 Pori
25186,2018,SK044 Pohjois-Satakunta
33691,2018,SK051 Hämeenlinna
36681,2018,SK052 Riihimäki
28027,2018,SK053 Forssa
24595,2018,SK061 Luoteis-Pirkanmaa
32419,2018,SK063 Etelä-Pirkanmaa
36090,2018,SK064 Tampere
27037,2018,SK068 Lounais-Pirkanmaa
24057,2018,SK069 Ylä-Pirkanmaa
29613,2018,SK071 Lahti
29447,2018,SK081 Kouvola
29750,2018,SK082 Kotka-Hamina
30726,2018,SK091 Lappeenranta
26487,2018,SK093 Imatra
27388,2018,SK101 Mikkeli
24233,2018,SK103 Savonlinna
23630,2018,SK105 Pieksämäki
25668,2018,SK111 Ylä-Savo
33312,2018,SK112 Kuopio
19229,2018,SK113 Koillis-Savo
27352,2018,SK114 Varkaus
22524,2018,SK115 Sisä-Savo
27650,2018,SK122 Joensuu
20343,2018,SK124 Keski-Karjala
19819,2018,SK125 Pielisen Karjala
33145,2018,SK131 Jyväskylä
20710,2018,SK132 Joutsa
23872,2018,SK133 Keuruu
28403,2018,SK134 Jämsä
28215,2018,SK135 Äänekoski
21942,2018,SK138 Saarijärvi-Viitasaari
25722,2018,SK141 Suupohja
32459,2018,SK142 Seinäjoki
26311,2018,SK144 Kuusiokunnat
27229,2018,SK146 Järviseutu
36550,2018,SK152 Vaasa
28798,2018,SK153 Sydösterbotten
37629,2018,SK154 Jakobstadsregionen
27726,2018,SK161 Kaustinen
34985,2018,SK162 Kokkola
37425,2018,SK171 Oulu
26704,2018,SK173 Oulunkaari
31446,2018,SK174 Raahe
26045,2018,SK175 Haapavesi-Siikalatva
27336,2018,SK176 Nivala-Haapajärvi
30863,2018,SK177 Ylivieska
26719,2018,SK178 Koillismaa
21471,2018,SK181 Kehys-Kainuu
30117,2018,SK182 Kajaani
32109,2018,SK191 Rovaniemi
31000,2018,SK192 Kemi-Tornio
23293,2018,SK193 Torniolaakso
21366,2018,SK194 Itä-Lappi
31092,2018,SK196 Tunturi-Lappi
31785,2018,SK197 Pohjois-Lappi
39236,2018,SK211 Mariehamns stad
44444,2018,SK212 Ålands landsbygd
31930,2018,SK213 Ålands skärgård
35718,2019,Akaa
28167,2019,Alajärvi
29466,2019,Alavieska
26748,2019,Alavus
27096,2019,Asikkala
44015,2019,Askola
39800,2019,Aura
33885,2019,Brändö
35665,2019,Eckerö
21624,2019,Enonkoski
26517,2019,Enontekiö
58199,2019,Espoo
33304,2019,Eura
39188,2019,Eurajoki
28366,2019,Evijärvi
40344,2019,Finström
25117,2019,Forssa
33481,2019,Föglö
33944,2019,Geta
28284,2019,Haapajärvi
28890,2019,Haapavesi
23567,2019,Hailuoto
24780,2019,Halsua
30924,2019,Hamina
38861,2019,Hammarland
23574,2019,Hankasalmi
31097,2019,Hanko
27429,2019,Harjavalta
18120,2019,Hartola
40417,2019,Hattula
39866,2019,Hausjärvi
24770,2019,Heinola
19430,2019,Heinävesi
44822,2019,Helsinki
21092,2019,Hirvensalmi
37707,2019,Hollola
27200,2019,Huittinen
27271,2019,Humppila
20772,2019,Hyrynsalmi
40219,2019,Hyvinkää
33686,2019,Hämeenkyrö
32800,2019,Hämeenlinna
34763,2019,Ii
28835,2019,Iisalmi
26914,2019,Iitti
24804,2019,Ikaalinen
35985,2019,Ilmajoki
18855,2019,Ilomantsi
27707,2019,Imatra
32167,2019,Inari
43118,2019,Ingå
23217,2019,Isojoki
29494,2019,Isokyrö
36440,2019,Janakkala
27443,2019,Joensuu
34123,2019,Jokioinen
54583,2019,Jomala
28476,2019,Joroinen
20555,2019,Joutsa
18259,2019,Juuka
27563,2019,Juupajoki
22788,2019,Juva
32485,2019,Jyväskylä
25237,2019,Jämijärvi
28428,2019,Jämsä
44532,2019,Järvenpää
45894,2019,Kaarina
20616,2019,Kaavi
31118,2019,Kajaani
31118,2019,Kalajoki
43385,2019,Kangasala
21186,2019,Kangasniemi
26439,2019,Kankaanpää
20671,2019,Kannonkoski
31232,2019,Kannus
22148,2019,Karijoki
32214,2019,Karkkila
22325,2019,Karstula
21200,2019,Karvia
25166,2019,Kaskinen
27136,2019,Kauhajoki
28127,2019,Kauhava
81334,2019,Kauniainen
33250,2019,Kaustinen
22846,2019,Keitele
27039,2019,Kemi
22218,2019,Kemijärvi
37968,2019,Keminmaa
24530,2019,Kimitoön
47337,2019,Kempele
41272,2019,Kerava
24464,2019,Keuruu
23920,2019,Kihniö
21813,2019,Kinnula
56660,2019,Kirkkonummi
20966,2019,Kitee
35682,2019,Kittilä
22048,2019,Kiuruvesi
19503,2019,Kivijärvi
26596,2019,Kokemäki
36005,2019,Kokkola
28059,2019,Kolari
24734,2019,Konnevesi
41666,2019,Kontiolahti
30705,2019,Korsnäs
23881,2019,Koski Tl
29829,2019,Kotka
29904,2019,Kouvola
27509,2019,Kristinestad
37244,2019,Kronoby
21765,2019,Kuhmo
17694,2019,Kuhmoinen
36566,2019,Kumlinge
32948,2019,Kuopio
27262,2019,Kuortane
27654,2019,Kurikka
24099,2019,Kustavi
27486,2019,Kuusamo
23144,2019,Kyyjärvi
30111,2019,Kärkölä
23971,2019,Kärsämäki
28612,2019,Kökar
30350,2019,Lahti
39886,2019,Laihia
33025,2019,Laitila
27150,2019,Lapinjärvi
26709,2019,Lapinlahti
25066,2019,Lappajärvi
31228,2019,Lappeenranta
33199,2019,Lapua
38337,2019,Laukaa
35444,2019,Lemi
50067,2019,Lemland
48413,2019,Lempäälä
28981,2019,Leppävirta
21089,2019,Lestijärvi
19324,2019,Lieksa
48257,2019,Lieto
52497,2019,Liminka
33796,2019,Liperi
38373,2019,Lohja
25994,2019,Loimaa
36570,2019,Loppi
31541,2019,Loviisa
22267,2019,Luhanka
35758,2019,Lumijoki
43262,2019,Lumparland
51699,2019,Larsmo
25658,2019,Luumäki
33622,2019,Malax
39592,2019,Mariehamn
30464,2019,Marttila
51248,2019,Masku
25935,2019,Merijärvi
23242,2019,Merikarvia
22075,2019,Miehikkälä
29448,2019,Mikkeli
36502,2019,Muhos
22400,2019,Multia
31771,2019,Muonio
45010,2019,Korsholm
47695,2019,Muurame
33462,2019,Mynämäki
30164,2019,Myrskylä
44883,2019,Mäntsälä
24841,2019,Mänttä-Vilppula
22470,2019,Mäntyharju
40943,2019,Naantali
31332,2019,Nakkila
31458,2019,Nivala
41026,2019,Nokia
43556,2019,Nousiainen
20932,2019,Nurmes
53058,2019,Nurmijärvi
31123,2019,Närpes
32140,2019,Orimattila
28111,2019,Oripää
28724,2019,Orivesi
28338,2019,Oulainen
36857,2019,Oulu
21788,2019,Outokumpu
21480,2019,Padasjoki
40111,2019,Paimio
23530,2019,Paltamo
37724,2019,Pargas
20248,2019,Parikkala
24857,2019,Parkano
43808,2019,Pedersöre
22270,2019,Pelkosenniemi
23093,2019,Pello
26931,2019,Perho
19806,2019,Pertunmaa
31951,2019,Petäjävesi
24283,2019,Pieksämäki
19452,2019,Pielavesi
34620,2019,Jakobstad
21519,2019,Pihtipudas
50980,2019,Pirkkala
20895,2019,Polvijärvi
26675,2019,Pomarkku
29936,2019,Pori
52919,2019,Pornainen
43967,2019,Porvoo
19531,2019,Posio
22426,2019,Pudasjärvi
35647,2019,Pukkila
21464,2019,Punkalaidun
17643,2019,Puolanka
20772,2019,Puumala
38871,2019,Pyhtää
31709,2019,Pyhäjoki
23190,2019,Pyhäjärvi
31404,2019,Pyhäntä
35066,2019,Pyhäranta
30192,2019,Pälkäne
30892,2019,Pöytyä
32233,2019,Raahe
31616,2019,Raseborg
38595,2019,Raisio
22227,2019,Rantasalmi
23372,2019,Ranua
35883,2019,Rauma
21261,2019,Rautalampi
17601,2019,Rautavaara
21877,2019,Rautjärvi
26037,2019,Reisjärvi
36208,2019,Riihimäki
23894,2019,Ristijärvi
33241,2019,Rovaniemi
28988,2019,Ruokolahti
23323,2019,Ruovesi
50556,2019,Rusko
15969,2019,Rääkkylä
22556,2019,Saarijärvi
21264,2019,Salla
29914,2019,Salo
40810,2019,Saltvik
27967,2019,Sastamala
33640,2019,Sauvo
23485,2019,Savitaipale
25165,2019,Savonlinna
23556,2019,Savukoski
35323,2019,Seinäjoki
32877,2019,Sievi
19450,2019,Siikainen
28616,2019,Siikajoki
22821,2019,Siikalatva
40243,2019,Siilinjärvi
29747,2019,Simo
55595,2019,Sipoo
50899,2019,Siuntio
33512,2019,Sodankylä
24056,2019,Soini
25180,2019,Somero
22807,2019,Sonkajärvi
32567,2019,Sotkamo
24043,2019,Sottunga
19744,2019,Sulkava
38414,2019,Sund
22374,2019,Suomussalmi
25084,2019,Suonenjoki
16933,2019,Sysmä
29947,2019,Säkylä
38759,2019,Taipalsaari
25220,2019,Taivalkoski
27258,2019,Taivassalo
33541,2019,Tammela
33350,2019,Tampere
21427,2019,Tervo
27053,2019,Tervola
25119,2019,Teuva
21100,2019,Tohmajärvi
25106,2019,Toholampi
31316,2019,Toivakka
35122,2019,Tornio
31023,2019,Turku
19611,2019,Tuusniemi
54763,2019,Tuusula
41285,2019,Tyrnävä
35531,2019,Ulvila
23676,2019,Urjala
24908,2019,Utajärvi
29077,2019,Utsjoki
36761,2019,Uurainen
33966,2019,Nykarleby
32834,2019,Uusikaupunki
19198,2019,Vaala
35345,2019,Vaasa
33038,2019,Valkeakoski
44876,2019,Vantaa
26878,2019,Varkaus
28171,2019,Vehmaa
18583,2019,Vesanto
46004,2019,Vesilahti
26924,2019,Veteli
28283,2019,Vieremä
46440,2019,Vihti
22172,2019,Viitasaari
29915,2019,Vimpeli
25655,2019,Virolahti
22548,2019,Virrat
29778,2019,Vårdö
32607,2019,Vörå
23506,2019,Ylitornio
33309,2019,Ylivieska
45192,2019,Ylöjärvi
27739,2019,Ypäjä
25819,2019,Ähtäri
28862,2019,Äänekoski
47001,2019,MK01 Uusimaa
33961,2019,MK02 Southwest Finland
31034,2019,MK04 Satakunta
33648,2019,MK05 Kanta-Häme
35032,2019,MK06 Pirkanmaa
29886,2019,MK07 Päijät-Häme
30082,2019,MK08 Kymenlaakso
29639,2019,MK09 South Karelia
25922,2019,MK10 South Savo
30306,2019,MK11 North Savo
26111,2019,MK12 North Karelia
30871,2019,MK13 Central Finland
30930,2019,MK14 South Ostrobothnia
36380,2019,MK15 Ostrobothnia
33913,2019,MK16 Central Ostrobothnia
34662,2019,MK17 North Ostrobothnia
27965,2019,MK18 Kainuu
30848,2019,MK19 Lapland
41810,2019,MK21 Åland
43362,2019,HVA01 East Uusimaa wellbeing services county
47257,2019,HVA02 Central Uusimaa wellbeing services county
52735,2019,HVA03 West Uusimaa wellbeing services county
44367,2019,HVA04 Vantaa and Kerava wellbeing services county
33961,2019,HVA05 Southwest Finland wellbeing services county
31034,2019,HVA06 Satakunta wellbeing services county
33648,2019,HVA06 Kanta-Häme wellbeing services county
35032,2019,HVA08 Pirkanmaa wellbeing services county
29886,2019,HVA09 Päijät-Häme wellbeing services county
30082,2019,HVA10 Kymenlaakso wellbeing services county
29639,2019,HVA11 South Karelia wellbeing services county
25922,2019,HVA12 South Savo wellbeing services county
30306,2019,HVA13 North Savo wellbeing services county
26111,2019,HVA14 North Karelia wellbeing services county
30871,2019,HVA15 Central Finland wellbeing services county
30930,2019,HVA16 South Ostrobothnia wellbeing services county
36380,2019,HVA17 Ostrobothnia wellbeing services county
33913,2019,HVA18 Central Ostrobothnia wellbeing services county
34662,2019,HVA19 North Ostrobothnia wellbeing services county
27965,2019,HVA20 Kainuu wellbeing services county
30848,2019,HVA21 Lapland wellbeing services county
44822,2019,HVA90 City of Helsinki
41810,2019,HVA91 Åland
47697,2019,SK011 Helsinki
32867,2019,SK014 Raasepori
43270,2019,SK015 Porvoo
30913,2019,SK016 Loviisa
33502,2019,SK021 Åboland-Turunmaa
29236,2019,SK022 Salo
35499,2019,SK023 Turku
32111,2019,SK024 Vakka-Suomi
28815,2019,SK025 Loimaa
35256,2019,SK041 Rauma
29768,2019,SK043 Pori
25137,2019,SK044 Pohjois-Satakunta
34091,2019,SK051 Hämeenlinna
36888,2019,SK052 Riihimäki
28143,2019,SK053 Forssa
24724,2019,SK061 Luoteis-Pirkanmaa
32965,2019,SK063 Etelä-Pirkanmaa
36726,2019,SK064 Tampere
27276,2019,SK068 Lounais-Pirkanmaa
24097,2019,SK069 Ylä-Pirkanmaa
29886,2019,SK071 Lahti
29904,2019,SK081 Kouvola
30261,2019,SK082 Kotka-Hamina
31103,2019,SK091 Lappeenranta
26481,2019,SK093 Imatra
27460,2019,SK101 Mikkeli
24483,2019,SK103 Savonlinna
23909,2019,SK105 Pieksämäki
25929,2019,SK111 Ylä-Savo
33912,2019,SK112 Kuopio
19563,2019,SK113 Koillis-Savo
27623,2019,SK114 Varkaus
22838,2019,SK115 Sisä-Savo
27904,2019,SK122 Joensuu
20333,2019,SK124 Keski-Karjala
20055,2019,SK125 Pielisen Karjala
33486,2019,SK131 Jyväskylä
20788,2019,SK132 Joutsa
24186,2019,SK133 Keuruu
28428,2019,SK134 Jämsä
28357,2019,SK135 Äänekoski
22083,2019,SK138 Saarijärvi-Viitasaari
25987,2019,SK141 Suupohja
32911,2019,SK142 Seinäjoki
26568,2019,SK144 Kuusiokunnat
27526,2019,SK146 Järviseutu
36826,2019,SK152 Vaasa
29217,2019,SK153 Sydösterbotten
38035,2019,SK154 Jakobstadsregionen
27903,2019,SK161 Kaustinen
35518,2019,SK162 Kokkola
37952,2019,SK171 Oulu
27064,2019,SK173 Oulunkaari
31666,2019,SK174 Raahe
26633,2019,SK175 Haapavesi-Siikalatva
27754,2019,SK176 Nivala-Haapajärvi
31379,2019,SK177 Ylivieska
27028,2019,SK178 Koillismaa
21369,2019,SK181 Kehys-Kainuu
30732,2019,SK182 Kajaani
32747,2019,SK191 Rovaniemi
31567,2019,SK192 Kemi-Tornio
23313,2019,SK193 Torniolaakso
21588,2019,SK194 Itä-Lappi
31797,2019,SK196 Tunturi-Lappi
32632,2019,SK197 Pohjois-Lappi
39592,2019,SK211 Mariehamns stad
45150,2019,SK212 Ålands landsbygd
32259,2019,SK213 Ålands skärgård
34931,2020,Akaa
27673,2020,Alajärvi
30104,2020,Alavieska
26280,2020,Alavus
26463,2020,Asikkala
42784,2020,Askola
39697,2020,Aura
36731,2020,Brändö
33641,2020,Eckerö
20815,2020,Enonkoski
26087,2020,Enontekiö
57045,2020,Espoo
32991,2020,Eura
38647,2020,Eurajoki
27403,2020,Evijärvi
39457,2020,Finström
24777,2020,Forssa
30798,2020,Föglö
31123,2020,Geta
28232,2020,Haapajärvi
28725,2020,Haapavesi
26095,2020,Hailuoto
23720,2020,Halsua
30816,2020,Hamina
37911,2020,Hammarland
23473,2020,Hankasalmi
30494,2020,Hanko
27505,2020,Harjavalta
16991,2020,Hartola
40000,2020,Hattula
39512,2020,Hausjärvi
23896,2020,Heinola
19395,2020,Heinävesi
43742,2020,Helsinki
20768,2020,Hirvensalmi
36972,2020,Hollola
26906,2020,Huittinen
26425,2020,Humppila
20379,2020,Hyrynsalmi
39317,2020,Hyvinkää
33279,2020,Hämeenkyrö
32396,2020,Hämeenlinna
34978,2020,Ii
28277,2020,Iisalmi
26388,2020,Iitti
23882,2020,Ikaalinen
36185,2020,Ilmajoki
18516,2020,Ilomantsi
26946,2020,Imatra
30403,2020,Inari
42427,2020,Ingå
22961,2020,Isojoki
29941,2020,Isokyrö
35815,2020,Janakkala
26918,2020,Joensuu
34274,2020,Jokioinen
53553,2020,Jomala
28248,2020,Joroinen
20235,2020,Joutsa
18361,2020,Juuka
27047,2020,Juupajoki
22773,2020,Juva
31642,2020,Jyväskylä
24499,2020,Jämijärvi
27533,2020,Jämsä
43065,2020,Järvenpää
45525,2020,Kaarina
20665,2020,Kaavi
30794,2020,Kajaani
30739,2020,Kalajoki
42520,2020,Kangasala
21197,2020,Kangasniemi
26084,2020,Kankaanpää
19913,2020,Kannonkoski
31363,2020,Kannus
21694,2020,Karijoki
31645,2020,Karkkila
21869,2020,Karstula
21211,2020,Karvia
24606,2020,Kaskinen
26980,2020,Kauhajoki
27661,2020,Kauhava
78496,2020,Kauniainen
32085,2020,Kaustinen
22858,2020,Keitele
26636,2020,Kemi
21725,2020,Kemijärvi
37773,2020,Keminmaa
24424,2020,Kimitoön
47420,2020,Kempele
39803,2020,Kerava
24353,2020,Keuruu
23574,2020,Kihniö
21421,2020,Kinnula
55497,2020,Kirkkonummi
20282,2020,Kitee
34805,2020,Kittilä
21697,2020,Kiuruvesi
19851,2020,Kivijärvi
26165,2020,Kokemäki
35677,2020,Kokkola
27450,2020,Kolari
24043,2020,Konnevesi
41177,2020,Kontiolahti
30984,2020,Korsnäs
23997,2020,Koski Tl
29529,2020,Kotka
29395,2020,Kouvola
27427,2020,Kristinestad
36650,2020,Kronoby
21744,2020,Kuhmo
17839,2020,Kuhmoinen
34110,2020,Kumlinge
32582,2020,Kuopio
27099,2020,Kuortane
27351,2020,Kurikka
25975,2020,Kustavi
26880,2020,Kuusamo
23138,2020,Kyyjärvi
28755,2020,Kärkölä
23622,2020,Kärsämäki
30082,2020,Kökar
29730,2020,Lahti
39325,2020,Laihia
31945,2020,Laitila
27362,2020,Lapinjärvi
26262,2020,Lapinlahti
24114,2020,Lappajärvi
31045,2020,Lappeenranta
32835,2020,Lapua
37930,2020,Laukaa
35280,2020,Lemi
49510,2020,Lemland
48298,2020,Lempäälä
28792,2020,Leppävirta
20953,2020,Lestijärvi
19210,2020,Lieksa
47459,2020,Lieto
51941,2020,Liminka
33074,2020,Liperi
37817,2020,Lohja
25724,2020,Loimaa
36581,2020,Loppi
30750,2020,Loviisa
22986,2020,Luhanka
35648,2020,Lumijoki
44350,2020,Lumparland
51315,2020,Larsmo
26140,2020,Luumäki
33160,2020,Malax
37712,2020,Mariehamn
29263,2020,Marttila
50148,2020,Masku
24449,2020,Merijärvi
23157,2020,Merikarvia
22396,2020,Miehikkälä
29004,2020,Mikkeli
36369,2020,Muhos
21786,2020,Multia
30705,2020,Muonio
44250,2020,Korsholm
46913,2020,Muurame
33058,2020,Mynämäki
29051,2020,Myrskylä
44050,2020,Mäntsälä
24355,2020,Mänttä-Vilppula
22419,2020,Mäntyharju
39969,2020,Naantali
31025,2020,Nakkila
31289,2020,Nivala
39934,2020,Nokia
43248,2020,Nousiainen
20743,2020,Nurmes
51654,2020,Nurmijärvi
31301,2020,Närpes
31663,2020,Orimattila
28808,2020,Oripää
28225,2020,Orivesi
27594,2020,Oulainen
36446,2020,Oulu
21069,2020,Outokumpu
20973,2020,Padasjoki
39709,2020,Paimio
23287,2020,Paltamo
36850,2020,Pargas
20065,2020,Parikkala
24828,2020,Parkano
43306,2020,Pedersöre
21698,2020,Pelkosenniemi
22914,2020,Pello
26875,2020,Perho
18584,2020,Pertunmaa
31376,2020,Petäjävesi
23973,2020,Pieksämäki
19138,2020,Pielavesi
34212,2020,Jakobstad
21696,2020,Pihtipudas
50200,2020,Pirkkala
20992,2020,Polvijärvi
26025,2020,Pomarkku
29219,2020,Pori
51890,2020,Pornainen
42970,2020,Porvoo
19438,2020,Posio
22504,2020,Pudasjärvi
35377,2020,Pukkila
20759,2020,Punkalaidun
17700,2020,Puolanka
21549,2020,Puumala
37783,2020,Pyhtää
31518,2020,Pyhäjoki
21859,2020,Pyhäjärvi
31659,2020,Pyhäntä
33885,2020,Pyhäranta
29888,2020,Pälkäne
