Municipality,Year,Mental health score
Askola,2015,-1.0121366679181139
Askola,2016,-1.358932366645965
Askola,2017,-1.0560365090383448
Askola,2018,-0.5785122943689699
Askola,2019,-0.6947905031428736
Askola,2020,-0.697857495670193
Askola,2021,-0.43962131938176696
Askola,2022,-0.7551782191289637
Askola,2023,-0.5810228937680206
Aura,1997,-0.7739779317979433
Aura,1998,-0.5209571671308134
Aura,1999,-0.45138397632031535
Aura,2000,-0.4139042514674583
Aura,2001,-0.48226830591701275
Aura,2002,-1.0190171164064075
Aura,2003,-0.7491466167898609
Aura,2004,-0.7044906108978671
