Municipality,Year,"Rehabilitative psychotherapy, recipients aged 16-64, combined","Reimbursements for depression medicines, recipients all ages, combined","Sickness allowance for mental health reasons, recipients aged 18-64, combined"
Alavus,2009,-0.6504964895546979,-0.029067119723554906,-0.48714642360001376
Alavus,2010,-0.4265230075209431,0.26219488180630074,-0.34373280951715124
Alavus,2011,-0.48257682056987566,0.5024676956918366,-0.3836517360808925
Alavus,2012,-0.38320017273765844,0.4022432542462227,-0.19348155413580848
Alavus,2013,-0.3915800381761011,0.20052546861665382,0.45144614743622624
Alavus,2014,-0.08926016196022757,0.057797294863522516,-0.1632268760711372
Alavus,2015,0.11858475293818538,0.21580277062857892,0.11401360926567723
Alavus,2016,0.11858475293818538,-0.14403464451081965,-0.2397658073621037
Alavus,2017,0.17526972972866162,-0.04704371290244507,0.34716912260054056
Alavus,2018,0.005214799357232893,-0.1757226520544026,0.010836225042163111
Alavus,2019,0.2124285505141022,0.2304595423172094,0.6433505765846975
Alavus,2020,0.44415073424475615,0.16475325780291208,0.8621259756761945
Alavus,2021,0.6030593740495918,0.4979996218259277,1.420772991788033
Alavus,2022,0.8848995703029181,0.6380953262113584,1.2922118065844626
Alavus,2023,0.5069997250330766,0.5158963999697158,0.7918748653776225
Asikkala,1997,-0.9053841883220571,-1.1371025402674373,-0.6167297437455963
Asikkala,1998,-0.9053841883220571,-1.072064118021943,-0.6167297437455963
Asikkala,1999,-0.9053841883220571,-0.737596183206095,-0.6167297437455963
Asikkala,2000,-0.8675942037950729,-0.6253687849133858,-0.6167297437455963
Asikkala,2001,-0.8675942037950729,-0.9306930142802525,-0.6167297437455963
Asikkala,2002,-0.8675942037950729,-1.0195888577654924,-0.6167297437455963
Asikkala,2003,-0.8675942037950729,-0.5429594509563797,-0.6167297437455963
Asikkala,2004,-0.8675942037950729,-0.4480277903379202,-0.6167297437455963
Asikkala,2005,-0.7353292579506282,-0.5562656492514882,-0.9944760174456537
Asikkala,2006,-0.13732350315028555,-0.3570596826269276,-0.5243162486333247
Asikkala,2007,-0.06174353409631728,0.07441217703313237,-0.5632130402550539
Asikkala,2008,0.10831139627511151,0.17531097736546764,-0.4415670020201236
Asikkala,2009,-0.13732350315028555,0.3571608811344318,-0.7714570672457872
Asikkala,2010,-0.08063852635980934,0.22964968421187917,-1.092782524584553
Asikkala,2011,-0.08063852635980934,0.5814801785012425,-0.6317371839652083
Asikkala,2012,-0.023953549569333113,0.516489088201257,-0.7470178955375841
Asikkala,2013,0.07328783687627773,0.48874978470922487,-0.9355386165644102
Asikkala,2014,-0.3900759405310382,0.4469009214346737,-0.7008111479814483
Asikkala,2015,-0.18847562968446127,0.4522410342073367,-0.3630613065152918
Asikkala,2016,0.0788206871325783,-0.13720196250810746,-0.2153266356539006
Asikkala,2017,0.2488756175040072,0.12896619813325427,-0.04802367016892072
Asikkala,2018,0.9936096075310897,0.3300291147298569,-0.13045561348651477
Asikkala,2019,1.0691895765850579,0.6160994959414953,0.4808409825141732
Asikkala,2020,1.2581394992199788,0.7096675899305952,1.0666762718646448
Asikkala,2021,1.8438842593882339,1.0056900092374106,0.9917092958217771
Asikkala,2022,2.0650107262398465,1.1218336284920778,1.0400378189320971
Asikkala,2023,1.5548459351255601,0.9133778247508149,0.7037824270438798
Askola,1997,-0.7542242502141202,-1.8204650184781386,-0.3856185002947579
Askola,1998,-0.7542242502141202,-1.7475143392736263,-0.3856185002947579
Askola,1999,-0.7542242502141202,-1.2622918200008555,-0.3856185002947579
Askola,2000,-0.7542242502141202,-1.0009360500798021,-0.3856185002947579
Askola,2001,-0.7542242502141202,-1.1680623603608709,-0.3856185002947579
Askola,2002,-0.7542242502141202,-1.202600007145943,-0.3856185002947579
Askola,2003,-0.7542242502141202,-1.208493828442636,-0.3856185002947579
Askola,2004,-0.7542242502141202,-0.8639402119330806,-0.3856185002947579
Askola,2005,-0.7542242502141202,-1.0360209087709848,-0.9301179191737091
Askola,2006,-0.7542242502141202,-0.6862218433797843,-0.7320104553179722
Askola,2007,-0.7542242502141202,-0.1606216845886764,-0.6656080871620026
Askola,2008,-0.7542242502141202,0.40289812327918856,-0.23049636782880012
Askola,2009,-0.7542242502141202,0.43354739119405555,-0.8418704694996474
Askola,2010,-0.7542242502141202,0.7055425513328455,-0.2465259429904246
Askola,2011,-0.7542242502141202,0.7527380239979793,-0.25493553953700326
Askola,2012,-0.697539273423644,0.835106522627395,-0.8418704694996474
Askola,2013,-0.47079936626173896,0.8353561755907771,-1.3157239691142595
Askola,2014,-0.47079936626173896,0.5179603119574715,-1.1171441906225963
Askola,2015,-0.3196394281538022,0.574276619138618,-0.41225695322730554
Askola,2016,-0.5274843430522153,-0.1027738284699689,-1.2420116450238832
Askola,2017,-0.37632440494427855,0.1773294130277928,-0.4436112719041488
Askola,2018,-0.22516446683634175,0.38986292342129647,0.38025040786580155
Askola,2019,0.22831534748746837,0.5576570959711685,0.32705100767086615
Askola,2020,0.984115038027152,0.18607937018389326,0.13051549906322757
Askola,2021,0.7006901540747708,0.5412807291491819,0.45184095640199323
Askola,2022,0.795165115392231,0.6554578856848727,0.8527717498577626
Askola,2023,0.4550552546493737,1.2123556848058958,0.9494287960784031
Aura,1997,-0.5841693198426915,-0.9245495400201781,-0.6581431198872767
Aura,1998,-0.5841693198426915,-0.7773922721086499,-0.6581431198872767
