Municipality,Year,Admissions to involuntary care / 1 000 residents,Compulsory treatment in psychiatric inpatient care per population,"Hospital care for mental disorders, recipients aged 0-24, combined",Outpatient visits in specialities of psychiatry per 1000 inhabitants,"Psychiatric inpatient care, patients per 1000 inhabitants"
Eckerö,1998,-1.0699178162073388,-1.663964260707495,-1.3325835922809939,-0.5694524372393311,-2.412026439175626
Eckerö,1999,-1.3728388085079355,-1.663964260707495,-1.3325835922809939,-1.2456569728473013,-2.412026439175626
Eckerö,2000,-2.1301412892594267,-1.663964260707495,-1.3325835922809939,-1.2390166664419855,-2.412026439175626
Eckerö,2001,-2.1301412892594267,-1.663964260707495,-1.3325835922809939,-1.2522972792526168,0.23982645539236314
Eckerö,2002,-2.1301412892594267,-1.1106091315498896,-1.3325835922809939,-1.2522972792526168,0.23982645539236314
Eckerö,2003,-1.675759800808532,-1.0022063849892533,-1.3325835922809939,-1.2522972792526168,0.23982645539236314
Eckerö,2004,-1.5242993046582336,-1.0067710925375952,-1.3325835922809939,-1.2522972792526168,0.23982645539236314
Eckerö,2005,-0.9184573200570406,-0.7954328028105155,-1.3325835922809939,-1.1986214691429826,0.23982645539236314
Eckerö,2006,-1.3728388085079355,-1.0163642625070513,-1.3325835922809939,-1.1986214691429826,0.23982645539236314
Eckerö,2007,-0.7669968239067423,-0.4867543620648457,-1.3325835922809939,-1.0901631311894946,0.23982645539236314
Eckerö,2008,-0.46407583160614585,-0.49974586116463887,-1.3325835922809939,0.7005061627772735,0.23982645539236314
Eckerö,2009,-1.0699178162073388,-0.30186147609770436,-1.3325835922809939,2.2150493820563355,1.8604032242950226
Eckerö,2010,-0.46407583160614585,-0.21138284343249616,-1.3325835922809939,2.4917288156111512,1.7621864504221345
Eckerö,2011,-1.2213783123576372,-0.33164576496203674,-1.3325835922809939,3.732359395670945,0.09250129458303007
Eckerö,2012,-1.3728388085079355,-1.1541770382841114,-1.3325835922809939,3.480027752268954,1.1728858071848034
Eckerö,2013,-1.5242993046582336,-0.852999598666537,-1.3325835922809939,2.4170253685513514,0.23982645539236314
Eckerö,2014,-1.8272202969588303,-0.8600109821741783,-1.3325835922809939,3.5508576872589863,0.23982645539236314
Eckerö,2015,-1.3728388085079355,-1.663964260707495,-1.3325835922809939,-1.2462103317144109,0.7800187116932495
Eckerö,2016,-1.3728388085079355,-1.663964260707495,-1.3325835922809939,1.7292002967340785,0.7800187116932495
Eckerö,2017,-1.675759800808532,-1.663964260707495,-1.3325835922809939,2.3611361229732784,-2.412026439175626
Eckerö,2018,-1.2213783123576372,-1.663964260707495,-1.3325835922809939,0.9240631450895649,-2.412026439175626
Eckerö,2019,-2.1301412892594267,-1.663964260707495,-1.3325835922809939,2.130385475388562,-2.412026439175626
Eckerö,2020,-1.5242993046582336,-1.663964260707495,-1.3325835922809939,1.0640629384683018,-2.412026439175626
Eckerö,2021,-1.5242993046582336,-1.663964260707495,-1.3325835922809939,1.4995563668835816,2.842570963023907
Eckerö,2022,-1.3728388085079355,-1.663964260707495,-1.3325835922809939,-1.1637598605150756,1.7621864504221345
Eckerö,2023,-1.3728388085079355,-1.663964260707495,-1.3325835922809939,-1.1637598605150756,1.7621864504221345
Enonkoski,1997,0.8990686337465388,0.4780981016589768,-1.3325835922809939,-0.4427332566712254,-0.6441245094636333
Enonkoski,1998,0.7476081375962405,0.7343439793865387,-1.3325835922809939,-0.6524562673057759,-0.6441245094636333
