Municipality,Year,Alcohol mortality per 100 000 inhabitants,"Entitled to special refunds on medicines for psychosis, as % of total population",Mental health visits in primary health care per 1000 inhabitants,"Psychiatric rehabilitation homes, clients on 31 Dec per population","Recipients of a disability pension due to mental and behavioural disorders aged 16-64, combined",Suicides per 100 000 inhabitants
Alavieska,1999,-0.8304730295361278,-0.21833218487808473,1.604357307241638,0.15268633839502105,-0.0704047790323901,1.5271702627472175
Alavieska,2000,-0.5049903251515994,-0.07007030807213796,1.5167518862300235,0.17344093916704786,0.08981001228304791,1.0064068884687796
Alavieska,2001,-1.012360423162776,0.07819156873380849,1.4166314050738928,0.18969274991630838,0.19661987316000673,1.0568033440441125
Alavieska,2002,-0.8496190709705118,0.07819156873380849,1.4082880316442152,0.19142825983613784,0.35683466447544476,0.20006359926345638
Alavieska,2003,-0.5241363665859833,0.07819156873380849,1.662760921249381,0.19447695825462774,0.5170494557908827,0.5696376068158965
Alavieska,2004,-0.3135299108077591,0.22645344553975527,1.8004265828390607,0.19316856729548318,0.5170494557908827,0.5864364253410072
Alavieska,2005,-0.08377741359515047,0.6712390759575949,1.7295079086868015,0.2108399443704045,0.5170494557908827,0.21686241778856752
Alavieska,2006,-0.3039568900905669,0.9677628295694884,1.9130621241397079,0.22305082217267028,0.7306691775448004,0.5360399697656743
Alavieska,2007,-0.6198665737579035,0.9677628295694884,1.4458332120777642,0.22763277108702185,0.7840741079832796,0.30085651041412204
Alavieska,2008,-0.6390126151922875,0.9677628295694884,1.066209721027435,0.25486306596525893,1.2739766668324208,-0.7070726010925318
Alavieska,2009,-0.26566480722179897,0.9677628295694884,1.1204416483203392,0.246763893306609,1.2205717363939415,0.5024423327154527
Alavieska,2010,-0.35182199367652706,0.8195009527635416,1.0244928538790474,0.2496110732639523,1.060356945078503,0.09927068811279136
Alavieska,2011,-0.08377741359515047,0.8195009527635416,1.1538151420390497,0.5245665203154429,1.3796008600553218,-0.05191867861320707
Alavieska,2012,-1.0793715681831204,0.5229771991516488,1.1204416483203392,0.5182228919994443,1.2193860687398836,0.015276595487236873
Alavieska,2013,-0.4762712630000233,0.5229771991516488,0.34867960607516457,0.5303776542837481,1.2193860687398836,0.1160695066379019
Alavieska,2014,-0.6581586566266715,0.5229771991516488,0.857625385285496,0.5618987847593887,1.1125762078629249,-1.0430489715947497
Alavieska,2015,-0.993214381728392,0.374715322345702,0.932715746152594,0.5618987847593887,1.1659811383014045,-0.8078655122431971
Alavieska,2016,-0.6485856359094796,0.8195009527635416,1.1955320091874373,0.5915387933400855,1.2727909991783635,-0.3542974120652027
Alavieska,2017,-1.0315064645971606,0.5229771991516488,0.9952910468751758,0.6099746042327547,0.9425103978176316,-0.08551631566342877
Alavieska,2018,-0.8496190709705118,0.6712390759575949,0.8075651447074306,0.6340995071770291,0.46364452535240364,-0.28710213796475936
Alavieska,2019,-1.2229668789410006,0.6712390759575949,2.1800500738893898,0.6705807773181833,0.2500248035984859,-0.28710213796475936
Alavieska,2020,-0.5049903251515994,0.374715322345702,2.918438622415854,0.67196199699583,0.30342973403696555,-0.7406702381427536
Alavieska,2021,-0.6294395944750953,0.374715322345702,2.634763925806817,0.6901196849861537,0.30342973403696555,-0.23670568238942657
Alavieska,2022,-0.6390126151922875,0.374715322345702,2.063242845873904,0.7217271105551759,0.2500248035984859,-0.5222855973163121
Alavieska,2023,-0.6390126151922875,0.07819156873380849,1.3457127309216335,0.729069791300171,0.14321494272152702,-0.5222855973163121
Alavus,1997,-1.5293035418911451,0.22645344553975527,-0.865281227942921,-0.24647461364721293,-0.306097873554134,1.1407974366696667
