Municipality,Year,Alcohol mortality per 100 000 inhabitants,"Entitled to special refunds on medicines for psychosis, as % of total population",Mental health visits in primary health care per 1000 inhabitants,"Psychiatric rehabilitation homes, clients on 31 Dec per population","Recipients of a disability pension due to mental and behavioural disorders aged 16-64, combined",Suicides per 100 000 inhabitants
Kempele,2009,-0.26566480722179897,-0.6631178152959247,0.22770069134483992,-0.4149278594632015,-0.434981107198919,0.5024423327154527
Kempele,2010,-0.35182199367652706,-0.6631178152959247,0.16929707733709695,-0.5156557647714761,-0.45646164613971635,0.09927068811279136
Kempele,2011,-0.08377741359515047,-0.6631178152959247,0.36536635293451974,-0.6167006409698047,-0.37113232420355535,-0.05191867861320707
Kempele,2012,-1.0793715681831204,-0.6631178152959247,-0.16443785985000559,-0.8004138796621912,-0.3392079327058735,0.015276595487236873
Kempele,2013,-0.4762712630000233,-0.6631178152959247,0.5739506886764588,-0.36449206492963243,-0.3392079327058735,0.1160695066379019
Kempele,2014,-0.6581586566266715,-0.6631178152959247,0.5030320145241995,-0.37623483619888615,-0.2649152971536252,-1.0430489715947497
Kempele,2015,-0.993214381728392,-0.6631178152959247,0.7366464705551713,-0.3834872347570385,-0.2863958360944227,-0.8078655122431971
Kempele,2016,-0.6485856359094796,-0.6631178152959247,0.974432613300982,-0.3926246282916492,-0.27595198353753836,-0.3542974120652027
Kempele,2017,-1.0315064645971606,-0.6631178152959247,1.3874295980700213,-0.40178711332002814,-0.15869827010369536,-0.08551631566342877
Kempele,2018,-0.8496190709705118,-0.8113796921018712,1.4082880316442152,0.03169105726869001,-0.009520165172170261,-0.28710213796475936
Kempele,2019,-1.2229668789410006,-0.6631178152959247,1.087068154601629,-0.07370220091146674,-0.25447144459674087,-0.28710213796475936
Kempele,2020,-0.5049903251515994,-0.9596415689078179,1.0161494804493698,-0.29115559135606645,-0.1157371922221004,-0.7406702381427536
Kempele,2021,-0.6294395944750953,-1.1079034457137642,0.8659687587151736,-0.38050756347255227,-0.2863958360944227,-0.23670568238942657
Kempele,2022,-0.6390126151922875,-1.1079034457137642,0.7449898439848489,-0.3492463678530062,-0.3502446190897865,-0.5222855973163121
Kempele,2023,-0.6390126151922875,-1.1079034457137642,0.56977900196162,-0.28232941309871995,-0.371725158030584,-0.5222855973163121
Kerava,1997,-0.7826079259501678,-1.2561653225197111,-0.865281227942921,-0.8964313871575754,-0.8505910304958119,0.5360399697656743
Kerava,1998,-0.907057195273664,-1.2561653225197111,-0.865281227942921,-0.6773483848011513,-0.9039959609342914,0.5696376068158965
Kerava,1999,-0.6964507394954397,-1.1079034457137642,-0.865281227942921,-0.607590285499012,-0.7867422475004483,0.1160695066379019
Kerava,2000,-0.907057195273664,-1.1079034457137642,-0.865281227942921,-0.7542662661404905,-0.7548178560027663,-0.08551631566342877
Kerava,2001,-0.42840615941406324,-0.9596415689078179,-0.865281227942921,-0.540973517355811,-0.7548178560027663,-0.5054867787912012
Kerava,2002,-0.9453492781424319,-0.8113796921018712,-0.8152209873648555,-0.4735736866693776,-0.6799323866234894,1.443176170121663
Kerava,2003,-0.5241363665859833,-0.8113796921018712,-0.7818474936461453,-0.43553460397062416,-0.658451847682692,-0.5558832343665336
Kerava,2004,-0.15078855861549448,-0.6631178152959247,-0.8152209873648555,-0.46265498101679486,-0.5731225257465308,0.5024423327154527
Kerava,2005,-0.1699346000498788,-0.5148559384899779,-0.7443023132125962,0.6674672859891198,-0.466312664869572,-0.13591277123876158
Kerava,2006,0.9692548652959712,-0.3665940616840312,-0.865281227942921,-0.3222023127346118,-0.49823705636725385,-0.5558832343665336
Kerava,2007,1.4191868390039961,-0.3665940616840312,0.4529717739461341,-0.2759016406420789,-0.466312664869572,-0.9086584233938626
Kerava,2008,0.13640206290026602,-0.3665940616840312,-0.652525205486143,-0.37153530564434345,-0.5197175953080514,-0.2703033194396482
Kerava,2009,0.08853695931430593,-0.21833218487808473,-0.7359589397829187,-0.42058084926512057,-0.4877932038103695,-0.4382915046907575
Kerava,2010,-0.18908064148426276,-0.21833218487808473,-0.690070385919692,-0.4503437269510592,-0.4877932038103695,-0.8414631492934191
Kerava,2011,0.02152581429396153,-0.21833218487808473,-0.5440613509003347,-0.32837610003610385,-0.4558688123126876,-0.5054867787912012
Kerava,2012,0.308716435809722,-0.21833218487808473,-0.4522842431738816,-0.3059742722192755,-0.5092737427511671,-0.6734749640423102
Kerava,2013,0.14597508361745817,-0.21833218487808473,-0.5899499047635612,-0.2106668999827432,-0.5411981342488489,-1.7485993496494074
Kerava,2014,-0.3231029315249509,-0.21833218487808473,-0.6316667719119492,-0.11712488207970856,-0.5946030646873284,-0.7406702381427536
Kerava,2015,-0.3613950143937192,-0.21833218487808473,-0.6233233984822716,-0.05447201645275363,-0.5522348206327619,-0.7742678751929755
Kerava,2016,-0.7060237602126316,-0.3665940616840312,-0.443940869744204,-0.28675152334438786,-0.6909690730074026,-1.1438418827454153
Kerava,2017,-0.3326759522421431,-0.3665940616840312,-0.16860954656484436,-0.267170000318874,-0.8082227864412458,-1.0430489715947497
Kerava,2018,0.5671879951739068,-0.3665940616840312,-0.039287258404842124,-0.14171870974052891,-0.7762983949435639,-1.0934454271700826
Kerava,2019,-0.04548533072638253,-0.21833218487808473,0.031631415747417166,-0.09480092616846952,-0.8082227864412458,-0.9422560604440845
Kerava,2020,0.25127831150656976,-0.3665940616840312,0.01911635560290082,0.1320645267948924,-0.8082227864412458,-0.9086584233938626
Kerava,2021,-0.4858442837172151,-0.3665940616840312,-0.24787159414678123,0.14757305407073953,-0.8297033253820433,-1.4126229791471894
Kerava,2022,-0.0646313721607665,-0.3665940616840312,-0.18112460670936073,0.09451175872600787,-0.9150326473182043,-0.7910666937180864
Kerava,2023,-0.0646313721607665,-0.3665940616840312,-0.36050713544742835,0.07823961638575251,-0.9150326473182043,-0.7910666937180864
Keuruu,1997,-0.5624284494547512,-0.21833218487808473,0.6031524956803304,-0.6519557511843845,-0.3809833429334107,1.6951584479983266
Keuruu,1998,-0.35182199367652706,-0.21833218487808473,0.8117368314222695,-0.5255882669211832,-0.2741734820564521,2.13192772965121
Keuruu,1999,0.19384018720341825,-0.21833218487808473,0.8242518915667857,-0.7629482699355521,-0.1464759160657246,1.7455549035736593
Keuruu,2000,0.15554810433464963,-0.07007030807213796,0.6156675558248467,-0.760278300653773,-0.21032469906108836,0.8384187032176706
Keuruu,2001,-0.3326759522421431,-0.07007030807213796,0.8159085181371082,-0.5689013938783689,-0.07159044668644794,0.9560104328934468
Keuruu,2002,-0.15078855861549448,0.07819156873380849,0.8117368314222695,-0.3702387207925567,-0.11395869074101389,1.2079927107701103
Keuruu,2003,-0.26566480722179897,0.22645344553975527,0.9786043000158207,-0.2991559825038168,0.046256100574424114,0.5528387882907854
Keuruu,2004,0.624626119477059,0.374715322345702,1.0578663475977577,-0.35475369712009674,0.08921717845601922,0.922412795843225
Keuruu,2005,0.3565815393956821,0.374715322345702,0.7908783978480755,-0.2843765939558104,0.05729278695833739,-0.42149268616564667
Keuruu,2006,0.5671879951739068,0.374715322345702,1.1287850217500168,-0.0729796333613795,0.11069771739681655,0.7712234291172272
Keuruu,2007,0.9118167409928195,0.22645344553975527,1.1997036959022762,0.40270638284130866,0.30224406638290774,0.45204587714011985
Keuruu,2008,1.15114225892262,0.374715322345702,0.9952910468751758,0.807672281173197,0.38757338831906923,0.5696376068158965
Keuruu,2009,0.6724912230630192,0.374715322345702,1.0995832147461455,0.7640628152337882,0.4090539272598666,0.922412795843225
Keuruu,2010,0.8735246581240509,0.22645344553975527,0.8325952649964633,0.5060056879562728,0.3347612917076182,0.6032352438661183
Keuruu,2011,0.749075388800555,0.22645344553975527,2.004839231866161,0.7267475255820476,0.3666856832053001,0.7040281550167833
Keuruu,2012,0.6054800780426747,0.22645344553975527,1.6544175478197034,0.8806266517886365,0.313280752766821,-0.4718891417409792
Keuruu,2013,0.34700851867849,0.07819156873380849,1.8087699562687385,0.8434799743025151,0.20647089188986212,-0.1023151341885393
Keuruu,2014,1.189434341791388,0.22645344553975527,1.2122187560467923,0.4380549619399733,0.20647089188986212,-0.3542974120652027
Keuruu,2015,0.34700851867849,0.22645344553975527,1.0745530944571127,0.3749995615148504,0.3237246053237055,-0.9758536974943062
Keuruu,2016,0.12682904218307386,0.07819156873380849,1.508408512800346,0.685193893511412,0.024775561633626833,-0.05191867861320707
Keuruu,2017,-0.7155967809298236,0.07819156873380849,1.8045982695538996,0.4773720745093347,0.17395366656515163,0.20006359926345638
Keuruu,2018,0.2321322700721862,0.07819156873380849,2.0340410388700323,0.5022208588831302,0.141436441240441,-0.23670568238942657
Keuruu,2019,0.662918202345827,0.374715322345702,2.1216464598816467,0.4519026410817098,0.3120950851127635,-0.7742678751929755
Keuruu,2020,-0.5241363665859833,0.07819156873380849,1.7461946555461565,1.1633579436558816,0.24824630211739984,-0.3542974120652027
Keuruu,2021,-0.35182199367652706,0.07819156873380849,1.6919627282532523,0.4006892017047054,0.3649071817242141,-1.2110371568458589
Keuruu,2022,-0.39011407654529495,-0.07007030807213796,1.8546585101319648,1.1413843618881527,0.07699482441804836,-0.9590548789691953
Keuruu,2023,-0.39011407654529495,-0.21833218487808473,2.3677759760571346,1.316184195577097,0.08743867697493268,-0.9590548789691953
Kihniö,1997,-0.6390126151922875,0.5229771991516488,-0.865281227942921,-1.0676841870001574,0.14321494272152702,0.9056139773181144
Kihniö,1998,-0.11249647574672658,0.6712390759575949,-0.7151005062087247,-1.0676841870001574,0.2500248035984859,0.653631699441451
Kihniö,1999,-0.5720014701719434,0.5229771991516488,-0.14357942627581166,-1.0676841870001574,0.2500248035984859,0.45204587714011985
Kihniö,2000,-0.8496190709705118,0.8195009527635416,-0.28541677458033027,-1.0676841870001574,0.6238593166678417,0.38485060303967655
Kihniö,2001,-0.5049903251515994,0.9677628295694884,-0.11020593255710141,-1.0676841870001574,0.5704543862293625,0.8048210661674489
Kihniö,2002,-0.5815744908891353,0.6712390759575949,0.19015551091129088,-1.0676841870001574,0.5170494557908827,0.7376257920670055
Kihniö,2003,0.1651211250518418,0.6712390759575949,-0.21032641371323219,-1.0676841870001574,0.5170494557908827,0.13286832516301303
Kihniö,2004,0.1172560214658817,0.8195009527635416,-0.31461858158420175,-1.0676841870001574,0.8374790384217592,0.468844695665231
Kihniö,2005,0.13640206290026602,0.8195009527635416,-0.30210352143968544,-1.0676841870001574,0.7306691775448004,0.18326478073834584
Kihniö,2006,0.39487362226445,1.1160247063754354,0.16512539062225817,-1.0676841870001574,1.677364236091343,0.26725887336390036
Kihniö,2007,1.2755915282461157,1.1160247063754354,-0.03094388497516456,-1.0676841870001574,1.8909839578452605,0.14966714368812417
Kihniö,2008,1.1224231967710434,1.4125484599873281,-0.09351918569774628,-1.0676841870001574,1.997793818722219,-0.08551631566342877
Kihniö,2009,0.9501088238615875,1.264286583181382,-0.18112460670936073,-1.0676841870001574,1.677364236091343,0.03207541401234741
Kihniö,2010,0.1651211250518418,1.1160247063754354,-0.3938806291661386,-1.0676841870001574,1.6239593056528638,-0.45509032321586834
Kihniö,2011,-0.3613950143937192,1.1160247063754354,0.46131514737581164,-1.0676841870001574,1.7841740969683018,-0.035119860088095936
Kihniö,2012,0.25127831150656976,1.264286583181382,0.6698994831177508,-1.0676841870001574,1.8909839578452605,-0.3374985935400922
Kihniö,2013,0.5671879951739068,1.4125484599873281,-0.40639568931065495,-1.0676841870001574,1.8909839578452605,0.28405769188901087
Kihniö,2014,0.22255924935499405,1.1160247063754354,-0.5065161704667857,-1.0676841870001574,1.9443888882837401,-0.3374985935400922
Kihniö,2015,0.06939091787992162,1.1160247063754354,0.24438743820419503,-1.0676841870001574,1.7307691665298222,-0.5222855973163121
Kihniö,2016,0.1172560214658817,0.9677628295694884,0.4571434606609729,-1.0676841870001574,1.1967198621450283,-0.7238714196176427
Kihniö,2017,-0.2943838693733748,0.9677628295694884,0.6865862299771059,-1.0676841870001574,0.9296952099526316,-1.1942383383207478
Kihniö,2018,-0.11249647574672658,0.9677628295694884,0.2610741850635501,-1.0676841870001574,1.3569346534604667,-0.6230785084669773
Kihniö,2019,-0.4762712630000233,1.4125484599873281,0.34867960607516457,-1.0676841870001574,1.3569346534604667,-0.9590548789691953
Kihniö,2020,-0.14121553789830268,0.9677628295694884,0.11089346332935403,-1.0676841870001574,0.9831001403911112,-0.9422560604440845
Kihniö,2021,-0.3996870972624871,0.8195009527635416,0.49468864109452193,-1.0676841870001574,0.9296952099526316,-0.8918596048687516
Kihniö,2022,-0.23694574507022284,0.6712390759575949,0.2235290046300011,-1.0676841870001574,1.1433149317065494,-0.6566761455171991
Kihniö,2023,-0.23694574507022284,0.8195009527635416,-0.035115571690003344,-1.0676841870001574,1.1433149317065494,-0.6566761455171991
Kimitoön,1997,-0.4762712630000233,-1.1079034457137642,-0.865281227942921,-1.0676841870001574,-0.893552108377407,0.7208269735418944
Kimitoön,1998,-0.4666982422828312,-1.1079034457137642,-0.45645592988872036,-1.0676841870001574,-0.7867422475004483,0.8048210661674489
Kimitoön,1999,-0.3805410558281031,-1.1079034457137642,-0.865281227942921,-1.0676841870001574,-0.7333373170619689,0.6032352438661183
Kimitoön,2000,0.14597508361745817,-1.1079034457137642,-0.865281227942921,-1.0676841870001574,-0.7867422475004483,0.31765532893923315
Kimitoön,2001,-0.3135299108077591,-1.1079034457137642,-0.865281227942921,-1.0676841870001574,-0.7333373170619689,0.9728092514185579
Kimitoön,2002,-0.19865366220145458,-0.9596415689078179,-0.865281227942921,-1.0676841870001574,-0.6799323866234894,-0.1863092268140938
Kimitoön,2003,-0.0167662685748064,-0.9596415689078179,-0.865281227942921,-1.0676841870001574,-0.5731225257465308,0.1664659622132347
Kimitoön,2004,0.46188476728479444,-0.8113796921018712,-0.865281227942921,-1.0676841870001574,-0.5197175953080514,-0.3206997750149811
Kimitoön,2005,1.0554120517506997,-0.8113796921018712,-0.865281227942921,-1.0676841870001574,-0.5731225257465308,-0.035119860088095936
Kimitoön,2006,0.5384689330223303,-0.6631178152959247,-0.865281227942921,-1.0676841870001574,-0.4558688123126876,-0.23670568238942657
Kimitoön,2007,0.2129862286378019,-0.5148559384899779,-0.865281227942921,-1.0676841870001574,-0.360095637819642,-0.13591277123876158
Kimitoön,2008,-0.055058351443574335,-0.5148559384899779,-0.865281227942921,-1.0676841870001574,-0.2532857769426832,-0.035119860088095936
Kimitoön,2009,0.1842671664862261,-0.3665940616840312,-0.865281227942921,-1.0676841870001574,-0.16736362117949352,0.38485060303967655
Kimitoön,2010,0.06939091787992162,-0.5148559384899779,-0.865281227942921,-1.0676841870001574,-0.1888441601202908,0.3680517845145654
Kimitoön,2011,0.07896393859711377,-0.5148559384899779,-0.844422794368727,-1.0676841870001574,0.24824630211739984,-0.21990686386431604
Kimitoön,2012,0.4331657051332186,-0.6631178152959247,-0.8527661677984045,-1.0676841870001574,0.28017069361508173,-0.1863092268140938
Kimitoön,2013,0.3757275808300664,-0.5148559384899779,-0.8569378545132433,-1.0676841870001574,0.33357562405356095,-0.45509032321586834
Kimitoön,2014,-0.0646313721607665,-0.5148559384899779,-0.8611095412280821,-1.0676841870001574,0.3655000155512428,-1.0262501530696388
Kimitoön,2015,-0.19865366220145458,-0.3665940616840312,-0.823564360794533,-1.0676841870001574,0.26972684105819716,-0.690273782567421
Kimitoön,2016,-0.24651876578741466,-0.3665940616840312,-0.7985342405055004,-1.0676841870001574,0.21632191061971798,-0.6566761455171991
Kimitoön,2017,-0.5337093873031752,-0.5148559384899779,-0.710928819493886,-1.0676841870001574,0.04566326674739541,-0.6734749640423102
Kimitoön,2018,-0.7251698016470155,-0.5148559384899779,-0.7025854460642085,-1.0676841870001574,0.24824630211739984,-0.7070726010925318
Kimitoön,2019,0.031098835011153684,-0.5148559384899779,-0.7151005062087247,-1.0676841870001574,0.0775876582450773,-0.8918596048687516
Kimitoön,2020,-0.43797918013125503,-0.5148559384899779,-0.6984137593493696,-1.0676841870001574,0.013738875249713593,-1.1102442456951933
Kimitoön,2021,-0.3231029315249509,-0.6631178152959247,-0.7735041202164677,-1.0676841870001574,-0.07159044668644794,-0.690273782567421
Kimitoön,2022,-0.3613950143937192,-0.8113796921018712,-0.7860191803609841,-1.0676841870001574,-0.12499537712492713,-0.8078655122431971
Kimitoön,2023,-0.3613950143937192,-0.8113796921018712,-0.5816065313338837,-1.0676841870001574,-0.12499537712492713,-0.8078655122431971
Kinnula,1997,-0.5624284494547512,-0.07007030807213796,-0.10603424584226263,0.5490228891768845,0.5170494557908827,1.6951584479983266
Kinnula,1998,-0.35182199367652706,0.07819156873380849,-0.30210352143968544,1.225166360263854,0.8374790384217592,2.13192772965121
Kinnula,1999,0.19384018720341825,0.22645344553975527,-0.865281227942921,1.291886722609181,1.0510987601756763,1.7455549035736593
Kinnula,2000,0.15554810433464963,0.07819156873380849,-0.865281227942921,1.3453866771019765,1.0510987601756763,0.8384187032176706
Kinnula,2001,-0.3326759522421431,0.5229771991516488,-0.539889664185496,2.1022164730755426,1.4249332732450322,0.9560104328934468
Kinnula,2002,-0.15078855861549448,0.5229771991516488,0.5739506886764588,2.1918861195392227,1.6385529949989501,1.2079927107701103
Kinnula,2003,-0.26566480722179897,0.374715322345702,-0.8152209873648555,1.8854026078863042,1.2647184819295942,0.5528387882907854
Kinnula,2004,0.624626119477059,0.5229771991516488,-0.5440613509003347,1.9417243663454788,1.371528342806553,0.922412795843225
Kinnula,2005,0.3565815393956821,0.374715322345702,0.20684225777064602,1.9526223797305897,1.371528342806553,-0.42149268616564667
Kinnula,2006,0.5671879951739068,0.374715322345702,0.12758021018870916,2.0034639421374196,1.1045036906141563,0.7712234291172272
Kinnula,2007,0.9118167409928195,0.5229771991516488,0.06500490946612741,2.064425573456138,1.1579086210526355,0.45204587714011985
Kinnula,2008,1.15114225892262,0.374715322345702,0.26941755849322774,2.084720021148079,0.7840741079832796,0.5696376068158965
Kinnula,2009,0.6724912230630192,0.5229771991516488,0.16095370390741942,3.3430835690709877,0.7306691775448004,0.922412795843225
Kinnula,2010,0.8735246581240509,0.5229771991516488,-0.865281227942921,2.1383853316657047,0.6238593166678417,0.6032352438661183
Kinnula,2011,0.749075388800555,0.5229771991516488,0.21935731791516236,1.3434884149370128,0.5170494557908827,0.7040281550167833
Kinnula,2012,0.6054800780426747,0.5229771991516488,0.06500490946612741,2.2419828161123907,0.46364452535240364,-0.4718891417409792
Kinnula,2013,0.34700851867849,0.5229771991516488,-0.4898294236074306,1.407550095146762,0.5170494557908827,-0.1023151341885393
Kinnula,2014,1.189434341791388,0.6712390759575949,-0.15609448642032803,1.411754909895596,0.30342973403696555,-0.3542974120652027
Kinnula,2015,0.34700851867849,0.5229771991516488,0.0483181626067723,1.4415934319785824,0.036405081844568685,-0.9758536974943062
Kinnula,2016,0.12682904218307386,0.374715322345702,0.29861936549709917,1.079995548686472,0.30342973403696555,-0.05191867861320707
Kinnula,2017,-0.7155967809298236,0.22645344553975527,0.5030320145241995,1.1357625949633594,0.46364452535240364,0.20006359926345638
Kinnula,2018,0.2321322700721862,0.22645344553975527,0.2610741850635501,2.5473328987524955,0.2500248035984859,-0.23670568238942657
Kinnula,2019,0.662918202345827,0.5229771991516488,0.2569024983487113,2.5361754386112834,0.6772642471063208,-0.7742678751929755
Kinnula,2020,-0.5241363665859833,0.374715322345702,-0.21032641371323219,2.5880782384792003,0.7306691775448004,-0.3542974120652027
Kinnula,2021,-0.35182199367652706,0.22645344553975527,0.46965852080548925,1.7018853545038912,0.6238593166678417,-1.2110371568458589
Kinnula,2022,-0.39011407654529495,0.22645344553975527,1.487550079226152,2.219620201226495,0.5170494557908827,-0.9590548789691953
Kinnula,2023,-0.39011407654529495,0.374715322345702,1.8838603171358363,2.2865318466861315,0.35683466447544476,-0.9590548789691953
Kirkkonummi,1997,-1.5963146869114893,-1.7009509529375508,-0.865281227942921,-0.7323658939799009,-1.4380452653190852,0.43524705861500934
Kirkkonummi,1998,-0.7921809466673598,-1.7009509529375508,-0.865281227942921,-0.7388398034846595,-1.3741964823237214,0.1160695066379019
Kirkkonummi,1999,-1.0889445889003124,-1.5526890761316041,-0.865281227942921,-0.8931847499615847,-1.352715943382924,-0.20310804533920493
Kirkkonummi,2000,-1.1655287546378486,-1.5526890761316041,-0.865281227942921,-0.8710703056271347,-1.320791551885242,-0.0183210415629848
Kirkkonummi,2001,-0.9357762574252402,-1.4044271993256576,-0.865281227942921,-0.8025194477503231,-1.2673866214467626,-0.8918596048687516
Kirkkonummi,2002,-0.9166302159908558,-1.4044271993256576,-0.865281227942921,-0.7374342584806359,-1.2993110129444445,-0.8918596048687516
Kirkkonummi,2003,-1.0697985474659284,-1.4044271993256576,-0.865281227942921,-0.745332332177364,-1.352715943382924,-0.3542974120652027
Kirkkonummi,2004,-0.7251698016470155,-1.4044271993256576,-0.865281227942921,-0.7781943644558478,-1.2993110129444445,-0.7238714196176427
Kirkkonummi,2005,0.22255924935499405,-1.2561653225197111,-0.865281227942921,-0.7417045076340053,-1.2993110129444445,-0.9758536974943062
Kirkkonummi,2006,-0.5720014701719434,-1.2561653225197111,-0.865281227942921,-0.7918064218885775,-1.2673866214467626,-0.5558832343665336
Kirkkonummi,2007,0.02152581429396153,-1.1079034457137642,-0.865281227942921,-0.6731066305976641,-1.213981691008283,-0.3710962305903139
Kirkkonummi,2008,0.06939091787992162,-1.1079034457137642,-0.865281227942921,-0.6417534719585339,-1.1925011520674857,-0.5390844158414229
Kirkkonummi,2009,-0.3996870972624871,-1.1079034457137642,-0.865281227942921,-0.7678478832724531,-1.2244255435651676,-0.6398773269920882
Kirkkonummi,2010,-0.6007205323235195,-0.9596415689078179,-0.8485944810835658,-0.7516074941578352,-1.2244255435651676,-0.9086584233938626
Kirkkonummi,2011,-0.2273727243530307,-0.9596415689078179,-0.7943625537906617,-0.7537321223899974,-1.1605767605698039,-0.9590548789691953
Kirkkonummi,2012,-0.1699346000498788,-0.9596415689078179,-0.4314258095996876,-0.5431785702878686,-1.1605767605698039,-0.8750607863436408
Kirkkonummi,2013,0.09810998003149808,-0.9596415689078179,-0.4397691830293652,-0.5477733053665905,-1.1820572995106013,-1.160640701270526
Kirkkonummi,2014,-0.3805410558281031,-0.9596415689078179,-0.43559749631452643,-0.5139514384024811,-1.1820572995106013,-1.328628886521635
Kirkkonummi,2015,-0.45712522156563934,-0.9596415689078179,-0.37719388230678347,-0.5389801046897,-1.171613446953717,-1.3118300679965242
Kirkkonummi,2016,-0.5145633458687913,-0.9596415689078179,-0.3271336417287181,-0.4320022378203668,-1.1077646639583532,-1.2614336124211916
Kirkkonummi,2017,-1.0410794853143521,-0.9596415689078179,-0.33130532844355687,-0.4528567183213611,-1.1930939858945144,-1.3118300679965242
Kirkkonummi,2018,-0.8974841745564719,-0.9596415689078179,-0.2603866542912976,-0.3613600104661032,-1.1292452028991509,-0.85826196781853
Kirkkonummi,2019,-0.5241363665859833,-0.8113796921018712,-0.2770734011506527,-0.1827876184925233,-1.1292452028991509,-1.3118300679965242
Kirkkonummi,2020,-0.3231029315249509,-0.9596415689078179,-0.3563354487325896,0.042955901452647376,-1.1826501333376302,-1.0430489715947497
Kirkkonummi,2021,-0.8496190709705118,-0.9596415689078179,-0.5148595438964632,-0.4720619984871,-1.2145745248353121,-1.3790253420969678
Kirkkonummi,2022,-0.7634618845157838,-0.9596415689078179,-0.3730221955919447,-0.5838154550363406,-1.1292452028991509,-1.0934454271700826
Kirkkonummi,2023,-0.7634618845157838,-0.9596415689078179,-0.42308243617001007,-0.6243605889378082,-1.1930939858945144,-1.0934454271700826
Kitee,1997,0.3565815393956821,0.22645344553975527,-0.865281227942921,-0.6979070592908402,-0.2741734820564521,1.5103714442221066
Kitee,1998,1.4000407975696119,0.374715322345702,-0.865281227942921,-0.6928330702328975,-0.2207685516179727,1.275187984870554
Kitee,1999,0.19384018720341825,0.374715322345702,-0.865281227942921,0.06972215543064647,-0.1888441601202908,2.4343064631032063
Kitee,2000,-0.2752378279389908,0.5229771991516488,-0.865281227942921,-0.6281560236718029,-0.2207685516179727,1.0400045255190011
Kitee,2001,0.5576149744567147,0.5229771991516488,-0.865281227942921,-0.6229327134349457,-0.2207685516179727,1.443176170121663
Kitee,2002,0.19384018720341825,0.5229771991516488,-0.865281227942921,-0.617097431308984,-0.14588308223869575,1.275187984870554
Kitee,2003,0.2608513322237619,0.5229771991516488,-0.865281227942921,-0.5535121056100799,-0.14588308223869575,0.7208269735418944
Kitee,2004,0.662918202345827,0.374715322345702,-0.865281227942921,-0.14016768950384575,-0.060553760302534704,1.1239986181445558
Kitee,2005,1.2277264246601558,0.5229771991516488,-0.865281227942921,-0.2475732511670836,-0.03907322136173693,0.45204587714011985
Kitee,2006,0.9596818445787796,0.5229771991516488,-0.865281227942921,-0.41588187163400897,0.024775561633626833,0.9560104328934468
Kitee,2007,0.5384689330223303,0.6712390759575949,-0.865281227942921,0.00842528587226843,0.2273585970036308,-0.1023151341885393
Kitee,2008,1.0554120517506997,0.8195009527635416,-0.865281227942921,0.2691346832828541,0.3869805544920401,0.5024423327154527
Kitee,2009,0.9596818445787796,0.9677628295694884,-0.865281227942921,0.3474558691743039,0.5042342679258834,-0.08551631566342877
Kitee,2010,2.0318601649042853,1.1160247063754354,-0.8152209873648555,0.2459977140724169,0.7817027726751643,0.8048210661674489
Kitee,2011,0.5097498708707546,1.264286583181382,-0.5357179774706571,0.8336138786176891,0.8885126335521233,-0.48868796026609
Kitee,2012,0.8543786166896673,1.264286583181382,-0.3521637620177508,1.1201805094406125,1.1230200604198095,1.2079927107701103
Kitee,2013,0.46188476728479444,1.4125484599873281,-0.1602661731351668,1.0179646809075087,0.9953224944290819,0.82161988469256
Kitee,2014,1.2085803832257713,1.264286583181382,-0.03094388497516456,1.1908788498043912,1.0376907384836482,-0.4718891417409792
Kitee,2015,0.25127831150656976,1.264286583181382,0.11923683675903159,1.627225614278708,1.0696151299813301,-0.3710962305903139
Kitee,2016,1.0075469481647397,1.264286583181382,0.2944476787822604,1.7237184197391828,0.9633981029314002,-1.2614336124211916
Kitee,2017,0.5671879951739068,1.264286583181382,1.6377308009603482,1.4377646658233598,0.8246638505567594,-0.5390844158414229
Kitee,2018,1.285164548963308,1.4125484599873281,2.038212725584871,1.2573584803244666,0.8246638505567594,0.8048210661674489
Kitee,2019,0.8448055959724752,1.7090722135992218,2.2551404347564876,1.2362828980395166,0.85718107588147,-1.0094513345445282
Kitee,2020,1.1032771553366598,1.4125484599873281,2.2593121214713263,1.1364280877999537,1.0493202586945904,-0.7910666937180864
Kitee,2021,0.4140196636988343,1.4125484599873281,1.4625199589371194,1.0011508921956378,0.9001421537630651,-0.7910666937180864
Kitee,2022,0.662918202345827,1.264286583181382,1.5042368260855072,1.108080761226756,0.7399273624476271,-1.4126229791471894
Kitee,2023,0.662918202345827,1.264286583181382,1.2205621294764701,1.191934682397046,0.8786616148222679,-1.4126229791471894
Kittilä,1997,-0.7826079259501678,-0.6631178152959247,0.04414647589193351,-0.4599380392767091,-0.11395869074101389,2.266318277852097
Kittilä,1998,-0.8113269881017439,-0.5148559384899779,-0.08517581226806872,-0.4589241151063331,-0.16736362117949352,1.4767738071718848
Kittilä,1999,-0.6294395944750953,-0.5148559384899779,0.12340852347387037,-0.4493300316143612,-0.2741734820564521,2.5518981927789817
Kittilä,2000,-0.25609178650460684,-0.5148559384899779,0.20684225777064602,-0.44061632810144913,-0.2741734820564521,0.9728092514185579
Kittilä,2001,-0.5241363665859833,-0.5148559384899779,0.3194777990712931,-0.44072407171981665,-0.4558688123126876,1.9135430888247684
Kittilä,2002,0.011952793576769717,-0.3665940616840312,0.10672177661451525,-0.4382365639310556,-0.49882989019428275,0.9728092514185579
