municipality,year,depression,involuntary_care,psychotic,Bankruptcies instigated, number of enterprises,bankruptcy_ratio,type_of_debt_x,mean_debt_euro_buisiness,income,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance,type_of_debt_y,mean_debt_euro_housing,type_of_debt_x,mean_debt_euro_other,pop_rate,poverty_rate,type_of_debt_y,mean_debt_euro_study,type_of_debt,mean_debt_euro_total
Hattula,2021,1.41080760814158,-1.95139101817404,-0.744526343541309,5,5,1,Loans charged on business activities or a source of income,3903,41452,84.23076923,873.0769231,4,206.4615385,7,56.25,98.84615385,27.30769231,1028.769231,134.3076923,0,13.66666667,5,4,191.8461538,11.28571429,103,3047.384615,157.6923077,5.166666667,140.4615385,235.9230769,397.6923077,82.69230769,12.375,5,196.0769231,12.45454545,Housing loans,47984,Other debts,14480,26.3,7.6,Study loans,.,Debts total,66367
Hattula,2022,2.20777343521863,-1.5448852339199,-0.611630788510241,7,8,0.875,Loans charged on business activities or a source of income,3467,40312,84,863.2307692,4,200.6153846,6,93.08333333,121.0769231,28.92307692,1017.076923,133.8461538,0,9,5,4,173.0769231,10.14285714,89.15384615,3179.846154,245.2307692,5,141.6923077,168.7692308,399.6153846,84.84615385,10.72727273,5,178.6923077,12.9,Housing loans,45234,Other debts,13663,26.2,8.2,Study loans,.,Debts total,62365
Heinola,2008,-0.161642091641923,1.09296922424834,0.757029112023659,9,44,0.204545454545455,Loans charged on business activities or a source of income,1461,28912,78.875,0,0,0,30,261,300,206,2086,388,0,10.5,13,4,705,9.75,89.25,16345,1495,29,146.5,1062,0,398,65,5,0,134,Housing loans,23929,Other debts,7368,30.4,16.7,Study loans,335,Debts total,33092
Heinola,2009,-0.376937642363381,0.371280096817127,0.303266637547444,6,47,0.127659574468085,Loans charged on business activities or a source of income,1325,26911,0,0,0,0,15,254,252,158,2035,363,0,10.5,7,8,759,9.75,89.25,16401,1351,41,146.5,1095,0,387,53,5,0,159,Housing loans,25349,Other debts,8019,30.1,16.9,Study loans,338,Debts total,35030
Heinola,2010,-0.452948228824426,0.284859485398679,0.405402660234627,16,378,0.0423280423280423,Loans charged on business activities or a source of income,1592,27126,0,0,0,0,11,252,209,128,1975,346,0,10.5,6,13,743,9.75,89.25,16272,1238,38,146.5,1223,0,365,70,5,0,133,Housing loans,25698,Other debts,7502,30,16.1,Study loans,341,Debts total,35133
Heinola,2011,-0.250256482424637,0.306883304325374,0.43698853775568,7,40,0.175,Loans charged on business activities or a source of income,1177,26989,0,0,0,0,14,280,208,141,1959,344,0,10.5,6,5,768,9.75,89.25,16224,1312,49,0,1258,0,362,37,5,0,144,Housing loans,25546,Other debts,7863,29.8,17.3,Study loans,328,Debts total,34913
Heinola,2012,-0.166191429390373,0.448735908768642,0.352717939917258,8,15,0.533333333333333,Loans charged on business activities or a source of income,1332,26367,0,0,0,0,20,274,205,127,1904,354,0,10.5,6,9,720,9.75,89.25,16050,1318,49,0,1239,0,394,57,5,0,141,Housing loans,24878,Other debts,7057,29.7,16.1,Study loans,327,Debts total,33594
Heinola,2013,-0.429606500583193,-0.131291794347039,0.30684296769764,7,37,0.189189189189189,Loans charged on business activities or a source of income,1308,25797,0,0,0,0,21,297,208,122,1863,333,0,10.5,6,13,725,9.75,89.25,15926,1175,40,0,1350,0,349,54,5,0,135,Housing loans,24438,Other debts,6651,29.6,15.5,Study loans,334,Debts total,32731
Heinola,2014,-0.435961566720371,0.450856301985205,0.549403829072037,9,31,0.290322580645161,Loans charged on business activities or a source of income,1355,25154,0,0,0,0,18,326,243,137,1789,332,0,10.5,6,6,701,9.75,89.25,15941,1127,44,0,1403,0,370,51,5,0,119,Housing loans,23459,Other debts,6515,29.1,15.2,Study loans,337,Debts total,31666
Heinola,2015,-0.37183285629586,0.635140698341506,0.135298278160571,15,82,0.182926829268293,Loans charged on business activities or a source of income,1253,25128,0,0,0,0,21,307,283,152,1732,325,0,10.5,4,8,690,9.75,89.25,15658,1112,33,0,1411,0,341,58,5,0,128,Housing loans,23002,Other debts,7103,29,14.8,Study loans,.,Debts total,31359
Heinola,2016,-0.410742217684925,0.779564275857536,0.461137102752331,7,32,0.21875,Loans charged on business activities or a source of income,1283,24960,0,0,0,0,12,333,280,155,1667,314,0,10.5,4,10,675,9.75,89.25,14557,1137,36,0,1394,0,336,58,5,0,115,Housing loans,21929,Other debts,7359,28.6,14.4,Study loans,.,Debts total,30571
Heinola,2017,-0.30957832383938,0.813341660175785,0.407182705009486,4,13,0.307692307692308,Loans charged on business activities or a source of income,1295,24742,0,0,0,0,13,317,241,107,1623,294,0,10.5,4,8,656,5,0,14076,1025,24,0,1305,0,300,55,5,0,98,Housing loans,20888,Other debts,7567,28.3,15.2,Study loans,.,Debts total,29750
Heinola,2018,0.380036208593021,2.07995819678675,0.524929539045948,9,75,0.12,Loans charged on business activities or a source of income,1545,24933,276,2697.461538,9.416666667,977,8.6,139.5,109.8461538,29,1494.615385,169.1538462,0,6.666666667,4,5,370.6153846,11.5,480.7692308,7218.538462,286.2307692,9.538461538,397.1538462,791.3076923,983.6153846,109.6153846,14.5,5,969.3846154,17,Housing loans,19921,Other debts,7658,27.9,15.7,Study loans,.,Debts total,29124
Heinola,2019,0.765497757510829,2.00757641694565,0.547046663829819,4,19,0.210526315789474,Loans charged on business activities or a source of income,1468,24770,269.2307692,2655.384615,8.230769231,973.3846154,9,108,120.8461538,30.38461538,1448.923077,153.1538462,0,8,4,5,332.9230769,10.5,479,7284.461538,304.3846154,10.53846154,407.9230769,744.1538462,981.0769231,102.2307692,11.71428571,5,928.6923077,14,Housing loans,18798,Other debts,7768,27.6,15.3,Study loans,.,Debts total,28034
Heinola,2020,1.09601519446251,-0.203692057539398,0.563891113223899,6,158,0.0379746835443038,Loans charged on business activities or a source of income,1289,23896,283.3076923,2865.538462,14.07692308,982.6923077,9,76,141.2307692,35,1410.461538,142.3076923,0,11.5,4,5,338.2307692,18,573,7109.692308,290.2307692,11.23076923,494.1538462,836.6923077,1069.692308,100.3846154,11,5,946.6923077,14.58333333,Housing loans,18285,Other debts,8182,27.4,14.7,Study loans,.,Debts total,27756
Heinola,2021,1.56000471831521,-0.322946630761549,0.655591670231638,7,29,0.241379310344828,Loans charged on business activities or a source of income,1455,24459,280.4615385,2883.846154,9.230769231,963.6923077,8.5,70.58333333,172.0769231,46.07692308,1350.846154,138.8461538,0,10.66666667,4,5,356.9230769,10,522.5384615,7209.538462,322.7692308,16.61538462,515.0769231,758.6153846,1066,88.92307692,9.166666667,5,939.8461538,12.83333333,Housing loans,17384,Other debts,8198,27.1,15.4,Study loans,.,Debts total,27037
Heinola,2022,1.78756211939166,-0.0691695802801581,0.57370191814949,7,45,0.155555555555556,Loans charged on business activities or a source of income,1373,24161,250.6153846,2812.538462,5.2,931.0769231,9.5,106.8333333,193,53.84615385,1289.846154,123.3076923,0,14,4,5,345.8461538,17.33333333,478.8461538,7257.230769,434.1538462,23.30769231,526.9230769,650.8461538,1004.153846,87.30769231,11.28571429,5,874.3076923,12.15384615,Housing loans,15927,Other debts,7736,26.8,15.8,Study loans,.,Debts total,25036
Helsinki,2008,0.710310225580413,1.05169452948749,-0.0053421175018087,468,2281,0.205173169662429,Loans charged on business activities or a source of income,2069,42195,36.625,0,0,0,174,1021,8033,5273,55542,14034,0,5.5,612,5,50059,4,46.5,438149,31799,1423,117.25,25718,0,15139,2283,4,0,6574,Housing loans,32941,Other debts,9466,2707.2,14.1,Study loans,1203,Debts total,45680
Helsinki,2009,0.660176075980741,0.919646155036496,-0.0966310186753566,578,3142,0.183959261616805,Loans charged on business activities or a source of income,2498,41926,0,0,0,0,197,983,8129,5385,56439,14368,0,5.5,639,732,52059,4,46.5,445533,31219,1335,117.25,27436,0,15706,2568,4,0,6201,Housing loans,35004,Other debts,9794,2730.3,14,Study loans,1228,Debts total,48524
Helsinki,2010,0.753998504969957,0.592503174271941,-0.132843259037462,434,2196,0.197632058287796,Loans charged on business activities or a source of income,2724,41898,0,0,0,0,188,988,8388,5103,56955,15196,0,5.5,414,1153,53650,4,46.5,447948,29782,1407,117.25,28877,0,16487,2931,4,0,6726,Housing loans,36895,Other debts,9418,2753.4,13.2,Study loans,1257,Debts total,50294
Helsinki,2011,0.842818152748282,0.579149479860691,-0.222889083333055,403,2346,0.171781756180733,Loans charged on business activities or a source of income,2657,41902,0,0,0,0,168,993,9034,5002,57346,15774,0,5.5,381,1513,53540,4,46.5,456941,30540,1369,0,29402,0,16707,2853,4,0,6468,Housing loans,37865,Other debts,9315,2785.4,13.6,Study loans,1283,Debts total,51119
Helsinki,2012,0.835028190127853,0.296518211845259,-0.210518516763625,448,2054,0.218111002921129,Loans charged on business activities or a source of income,2851,41768,0,0,0,0,182,1131,9670,4847,57994,16533,0,5.5,488,2052,53390,4,46.5,461285,29692,1324,0,30590,0,17238,3086,4,0,6479,Housing loans,38723,Other debts,8409,2825.6,13.1,Study loans,1328,Debts total,51311
Helsinki,2013,0.795259298512187,0.480185765875226,-0.137536143109065,471,2432,0.193667763157895,Loans charged on business activities or a source of income,3158,41475,0,0,0,0,189,1091,10420,5144,58799,17211,0,5.5,353,2186,53608,4,46.5,466189,28881,1275,0,35316,0,17685,3026,4,0,6812,Housing loans,39041,Other debts,7879,2866.3,12.3,Study loans,1393,Debts total,51470
Helsinki,2014,0.967204832176057,0.196420653166831,-0.320420040108191,481,2435,0.197535934291581,Loans charged on business activities or a source of income,3466,41090,0,0,0,0,251,1065,11444,5151,59787,17778,0,5.5,281,2207,54061,4,46.5,472051,29079,1034,0,39867,0,18063,3404,4,0,6914,Housing loans,39405,Other debts,8102,2901.6,12.1,Study loans,1513,Debts total,52487
Helsinki,2015,0.941438769786695,0.31148349499682,-0.615987456735484,434,1886,0.230116648992577,Loans charged on business activities or a source of income,3743,41718,0,0,0,0,267,1014,12243,5471,60834,18143,0,5.5,200,2541,55088,4,46.5,472150,27786,982,0,43778,0,19141,3774,4,0,6990,Housing loans,41045,Other debts,10251,2932.7,11.6,Study loans,.,Debts total,55040
Helsinki,2016,0.888149279808622,0.356609618848199,-0.765855986377684,447,3946,0.113279270146984,Loans charged on business activities or a source of income,3917,42100,0,0,0,0,273,921,12772,4608,61674,18449,0,5.5,160,2773,54350,4,46.5,425970,26386,1000,0,45833,0,18754,3710,4,0,6664,Housing loans,42653,Other debts,11086,2965.2,11.6,Study loans,.,Debts total,57657
Helsinki,2017,1.20517928868462,0.345982306475882,-0.743767462692105,360,2339,0.153911928174434,Loans charged on business activities or a source of income,4216,42682,0,0,0,0,287,1008,13234,3570,62581,18501,0,243,137,2722,53871,964,0,419119,26444,969,0,47203,0,18243,3913,4,0,6476,Housing loans,44068,Other debts,11790,3002.4,11.6,Study loans,.,Debts total,60073
Helsinki,2018,1.75031196151136,-0.202361496687849,-0.698915071199084,461,2054,0.22444011684518,Loans charged on business activities or a source of income,4728,43872,8168.230769,35788.15385,282,20591.07692,52.84615385,359.6923077,8188.769231,1082.923077,60099.38462,11518.61538,0,346.7777778,29.33333333,339.7272727,31777.92308,376.8461538,23159.84615,191016.6923,6856.692308,427,9119.769231,30627.84615,18351.53846,7040.692308,541.3846154,4,58815.69231,940.3076923,Housing loans,45208,Other debts,12205,3024.7,11.7,Study loans,.,Debts total,62141
Helsinki,2019,2.25657503559005,-0.365356229905593,-0.819388239107603,534,2729,0.19567607182118,Loans charged on business activities or a source of income,5142,44822,8080,35136.23077,284.6923077,20510,50.69230769,329.6153846,9159.307692,1261.153846,60645.30769,11348.61538,0,360.6666667,25.44444444,297.4,31973.38462,388.6153846,21398.84615,192801.3846,6983.230769,413,9324.769231,29889.46154,18290,6740.846154,523.4615385,4,58572.76923,963.7692308,Housing loans,47348,Other debts,12911,3051.7,12,Study loans,.,Debts total,65402
Helsinki,2020,2.64621110588789,-0.240188430405892,-0.762651129316989,469,3641,0.128810766273002,Loans charged on business activities or a source of income,5108,43742,8636.384615,37966.07692,440.4615385,20866,55.07692308,207.9230769,10313.76923,1247.846154,61366.15385,10848.38462,0,547.5384615,33.77777778,177.4,33849.61538,446.5384615,26522.38462,187514.4615,7563.461538,459.6923077,10833.76923,38687,19982.30769,7148.538462,560,4,63114.38462,1086.076923,Housing loans,50306,Other debts,14276,3065.6,11.5,Study loans,.,Debts total,69690
Helsinki,2021,3.13743927501444,-0.741288196892233,-0.804587079040272,488,3136,0.155612244897959,Loans charged on business activities or a source of income,5665,44781,8571.076923,37521.07692,290.7692308,20762,56.92307692,825.5384615,11388.53846,1511.076923,61667.07692,10000.07692,0,628.0769231,28.25,69.25,35495.53846,468.3076923,25012.30769,193230.7692,9295.153846,513.7692308,11074.15385,37036,19743.38462,7307,594.1538462,4,64873.69231,1030.769231,Housing loans,53037,Other debts,15096,3074.2,12.4,Study loans,.,Debts total,73798
Helsinki,2022,3.24405517980398,-1.69563601738572,-0.879737113256079,550,3819,0.144016758313695,Loans charged on business activities or a source of income,5654,44163,8217.153846,36750.53846,139.2307692,20127.46154,56.92307692,2206.384615,11967.69231,1598.846154,62067.46154,9578.153846,0,647.3846154,55.85714286,24.28571429,35667.69231,393.3846154,23287.07692,200189.6154,11184.92308,492.0769231,11203.69231,30287.15385,19576.46154,7019.230769,613.2307692,4,62310.23077,947.8461538,Housing loans,50453,Other debts,14194,3096.9,12.7,Study loans,.,Debts total,70301
Hirvensalmi,2008,-0.383525854934275,1.35883085992516,1.02238735403062,3,10,0.3,Loans charged on business activities or a source of income,7715,18344,7777.875,0,0,0,40.625,49,44,20,214,34,0,198.125,437.8571429,5,99,253.25,22341.375,2002,138,525.875,11419.75,99,0,16,402.25,16,0,11,Housing loans,20535,Other debts,11278,5.3,24.6,Study loans,306,Debts total,39834
Hirvensalmi,2009,-0.326003385094454,1.13170332319455,1.16894467842154,2,11,0.181818181818182,Loans charged on business activities or a source of income,5697,18811,0,0,0,0,40.625,39,47,32,203,25,0,198.125,437.8571429,5,98,253.25,22341.375,2005,131,525.875,11419.75,125,0,31,402.25,16,0,10,Housing loans,21459,Other debts,13889,5.2,23.4,Study loans,303,Debts total,41347
Hirvensalmi,2010,-0.240921627918556,-0.1667848466756,0.721591283533868,2,4,0.5,Loans charged on business activities or a source of income,5376,18994,0,0,0,0,4,58,47,32,211,30,0,198.125,437.8571429,5,95,253.25,22341.375,2016,122,525.875,11419.75,141,0,38,402.25,16,0,17,Housing loans,22009,Other debts,15800,5.2,22.4,Study loans,358,Debts total,43543
Hirvensalmi,2011,-0.495514202722627,-0.476360144959336,0.445287752967295,3,6,0.5,Loans charged on business activities or a source of income,5277,18992,0,0,0,0,4,68,30,16,203,32,0,198.125,437.8571429,5,80,253.25,22341.375,1982,110,525.875,0,121,0,39,5,16,0,21,Housing loans,21174,Other debts,15105,5.1,21.4,Study loans,390,Debts total,41946
Hirvensalmi,2012,-0.538103388453288,-0.747979453122151,0.562731257616383,1,6,0.166666666666667,Loans charged on business activities or a source of income,5707,19470,0,0,0,0,4,68,34,21,200,32,0,198.125,437.8571429,5,68,253.25,22341.375,1969,108,525.875,0,140,0,37,5,16,0,11,Housing loans,23691,Other debts,14098,5.1,21.2,Study loans,328,Debts total,43824
Hirvensalmi,2013,-0.393889401851971,-0.936978020024172,0.483917201765673,1,1,1,Loans charged on business activities or a source of income,6022,19431,0,0,0,0,4,63,39,26,193,35,0,198.125,437.8571429,5,75,253.25,22341.375,1915,99,525.875,0,137,0,38,6,16,0,13,Housing loans,24573,Other debts,14501,5,18.7,Study loans,298,Debts total,45394
Hirvensalmi,2014,0.127992259123858,-0.118344748292693,0.722361975424175,2,2,1,Loans charged on business activities or a source of income,6136,19566,0,0,0,0,4,71,44,32,197,29,0,198.125,437.8571429,5,71,253.25,22341.375,1912,120,5,0,152,0,29,5,16,0,13,Housing loans,25144,Other debts,15273,5,19.8,Study loans,323,Debts total,46876
Hirvensalmi,2015,-0.0265285482844929,-0.0500431150238732,0.574662483590567,0,0,0,Loans charged on business activities or a source of income,6465,19761,0,0,0,0,4,64,45,28,183,32,0,198.125,437.8571429,5,65,253.25,22341.375,1881,108,5,0,160,0,36,7,16,0,13,Housing loans,24873,Other debts,15760,4.9,18,Study loans,.,Debts total,47097
Hirvensalmi,2016,0.0714010474168136,0.216004061609095,0.651507419740148,3,7,0.428571428571429,Loans charged on business activities or a source of income,5805,19802,0,0,0,0,4,68,40,28,176,33,0,198.125,437.8571429,5,65,253.25,22341.375,1731,114,5,0,162,0,40,6,16,0,14,Housing loans,24433,Other debts,15331,4.9,18.8,Study loans,.,Debts total,45570
Hirvensalmi,2017,0.473965729353081,0.984023070006713,0.0160660339883029,3,7,0.428571428571429,Loans charged on business activities or a source of income,4913,19482,0,0,0,0,4,62,37,20,177,35,0,198.125,437.8571429,5,62,253.25,0,1721,132,5,0,140,0,40,4,16,0,18,Housing loans,24376,Other debts,14342,4.8,19.4,Study loans,.,Debts total,43632
Hirvensalmi,2018,0.836074567761112,-0.0014794421442932,0.457564902741518,0,0,0,Loans charged on business activities or a source of income,5925,20146,23.76923077,474.4615385,0,93.61538462,4,35,14.84615385,10.30769231,148.2307692,20.76923077,0,198.125,437.8571429,5,44.27272727,253.25,34.23076923,916.6153846,30,5,65.38461538,74.69230769,124.9230769,16.30769231,6,16,50,8,Housing loans,23250,Other debts,12371,4.6,16.9,Study loans,.,Debts total,41546
Hirvensalmi,2019,1.01593835503824,-1.53581595586123,0.688375284950918,1,4,0.25,Loans charged on business activities or a source of income,4340,21092,23.15384615,459.0769231,0,85.38461538,4,31.45454545,17.84615385,9.692307692,142.0769231,21.53846154,0,198.125,437.8571429,5,34.63636364,253.25,30.23076923,902.1538462,35.38461538,5,60.53846154,71.92307692,115.3076923,8.416666667,6,16,46.61538462,10,Housing loans,23327,Other debts,14498,4.6,17.2,Study loans,.,Debts total,42165
Hirvensalmi,2020,1.45382683067408,-1.65587221503568,0.231839557973181,0,0,0,Loans charged on business activities or a source of income,4086,20768,20.53846154,486.1538462,0,79.23076923,4,17.23076923,19.07692308,6.076923077,139.3076923,19.38461538,0,198.125,437.8571429,5,29.46153846,253.25,36.53846154,873.3076923,38.30769231,5,70.76923077,79.76923077,118.4615385,12.61538462,5,16,45.69230769,11,Housing loans,22264,Other debts,13897,4.6,17,Study loans,.,Debts total,40247
Hirvensalmi,2021,1.42419904440876,-1.12627398176744,0.664983047446915,2,4,0.5,Loans charged on business activities or a source of income,3436,22670,19.30769231,474.6923077,0,78.76923077,4,15.16666667,21.92307692,6.916666667,129.9230769,10.84615385,0,198.125,437.8571429,5,36.54545455,253.25,41.92307692,887.8461538,31.23076923,5,65.15384615,75.61538462,121.2307692,10,5,16,44.15384615,13,Housing loans,21337,Other debts,13301,4.6,16.8,Study loans,.,Debts total,38074
Hirvensalmi,2022,1.76404703463041,-1.24639588342964,-0.0625553226182354,1,7,0.142857142857143,Loans charged on business activities or a source of income,3137,22565,19.61538462,461.6153846,0,81.30769231,4,15.09090909,22.76923077,6.5,121.6153846,11.61538462,0,198.125,437.8571429,5,27.81818182,253.25,35.30769231,877.1538462,45.30769231,5,65.76923077,57.92307692,125.4615385,14.07692308,4,16,41.38461538,12,Housing loans,19021,Other debts,12521,4.5,18.3,Study loans,.,Debts total,34679
