Municipality,Year,Admissions to involuntary care / 1 000 residents,Alcohol mortality per 100 000 inhabitants,Compulsory treatment in psychiatric inpatient care per population,"Entitled to special refunds on medicines for psychosis, as % of total population","Hospital care for mental disorders, recipients aged 0-24, combined",Mental health visits in primary health care per 1000 inhabitants,Outpatient visits in specialities of psychiatry per 1000 inhabitants,"Psychiatric inpatient care, patients per 1000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec per population","Recipients of a disability pension due to mental and behavioural disorders aged 16-64, combined","Rehabilitative psychotherapy, recipients aged 16-64, combined","Reimbursements for depression medicines, recipients all ages, combined","Sickness allowance for mental health reasons, recipients aged 18-64, combined",Suicides per 100 000 inhabitants
Akaa,2008,0.2932266491453456,1.1224231967710434,-0.12898843118891096,-0.5148559384899779,0.33666294918391676,-0.865281227942921,-0.8029698791595958,1.3693193549305804,-0.4608693126990091,-0.5620858393626176,-0.47625162646404773,-0.03238230021597431,0.26229810043315477,-0.08551631566342877
Akaa,2009,0.2932266491453456,0.9501088238615875,0.29394545004145645,-0.5148559384899779,0.32841581438927364,-0.865281227942921,-0.8123769799004594,1.2219941941212478,-0.4616252216063721,-0.3809833429334107,-0.352285956004054,0.3214406432640388,0.2314936020623972,0.03207541401234741
Akaa,2010,-0.009694343155250917,0.1651211250518418,-0.07435463562752428,-0.5148559384899779,0.29524154608437464,-0.844422794368727,-0.6851044404652442,0.9273438725025822,-0.3813154362958859,-0.3275784124949315,-0.4587801417916268,0.45413696388689095,0.09397300000616228,-0.45509032321586834
Akaa,2011,-0.16115483930554933,-0.3613950143937192,-0.04450266703919035,-0.5148559384899779,0.007799067592985856,-0.05180231854935847,-0.6353021424253773,0.4853683900745843,-0.29908853224890236,-0.44483212592877436,-0.3216135094324251,0.5596133508320688,-0.06759196479250887,-0.035119860088095936
Akaa,2012,-0.009694343155250917,0.25127831150656976,-0.06254161359273376,-0.3665940616840312,0.3379630530682015,0.06083322275128864,-0.5600453364984674,1.3693193549305804,-0.4287952169526057,-0.47675651742645625,-0.30271851716893305,0.6917021343674634,0.12682176826094455,-0.3374985935400922
Akaa,2013,-0.16115483930554933,0.5671879951739068,0.047508019204359285,-0.5148559384899779,0.28866597342666905,0.26524587177838893,-0.4333261559303617,0.5344767770110284,-0.3851669326758023,-0.4343882733718901,0.27686222900147733,0.5762950548009427,0.07849324515062409,0.28405769188901087
Akaa,2014,-0.16115483930554933,0.22255924935499405,0.12293160380316798,-0.5148559384899779,0.2717073810215667,0.30279105221193797,-0.5522983123589325,0.9764522594390268,-0.12603054288878102,-0.3920200293173239,0.6855957009509318,0.5137879414142129,-0.02940000481718528,-0.3374985935400922
Akaa,2015,-0.31261533545584774,0.06939091787992162,0.022023867776455215,-0.5148559384899779,0.7400296376161256,0.33199285921580945,-0.5965670217277032,-0.10393225316274664,-0.21128381830178655,-0.5307542816919646,0.7184839989631591,0.5217883656463299,0.23833124336087796,-0.5222855973163121
Akaa,2016,-0.16115483930554933,0.1172560214658817,0.09669187938695227,-0.5148559384899779,0.008913442350944238,0.08169165632548256,-0.4941956313124212,-0.595016122527189,-0.29145843888494727,-0.5203104291350801,0.8486136834209972,0.31123431120764,0.07998769472856308,-0.7238714196176427
Akaa,2017,-0.009694343155250917,-0.2943838693733748,2.5677512909273577,-0.3665940616840312,0.5011413222609638,0.2485591249190338,-0.48146837736889964,-0.15304064009919113,-0.28432988230973455,-0.5522348206327619,1.2350545742372656,0.5661295580721342,0.48146830849041883,-1.1942383383207478
Akaa,2018,0.14176615299504713,-0.11249647574672658,3.0543639055174694,-0.5148559384899779,0.42552414066172756,0.42376996694226265,-0.4471601276081025,-0.10393225316274664,0.030656632616838417,-0.48838603763739824,1.3637607511040324,0.7221165981748647,1.1996360195169034,-0.6230785084669773
Akaa,2019,0.14176615299504713,-0.4762712630000233,3.0145512158750116,-0.3665940616840312,0.5503455373393331,0.6573844229732345,-0.49806914338218855,-0.15304064009919113,0.08401966300556248,-0.5203104291350801,1.462425645140714,1.1854527999247064,1.687714622034562,-0.9590548789691953
Akaa,2020,0.2932266491453456,-0.14121553789830268,2.9045194803185668,-0.3665940616840312,0.6005712626124977,0.8826555055745288,-0.6690570333190647,-0.3985825747814123,0.0008752529651651292,-0.45646164613971635,2.1518981659683916,1.21407713555933,1.4763266845476315,-0.9422560604440845
Akaa,2021,0.14176615299504713,-0.3996870972624871,3.211522254093756,-0.5148559384899779,0.9471366531138365,0.5864657488209751,-0.45933402268451434,-0.595016122527189,-0.09269210391890585,-0.47794218508051395,2.3927119689330234,1.6230764860828382,1.717814288758914,-0.8918596048687516
Akaa,2022,0.14176615299504713,-0.23694574507022284,2.9948763988576577,-0.5148559384899779,0.46759559570341214,0.35702297950484213,-0.40455149484066094,-0.545907735590745,-0.18165058755097782,-0.4355739410259477,2.5523323625333947,2.0319663238594132,2.247383773088413,-0.6566761455171991
Akaa,2023,0.14176615299504713,-0.23694574507022284,2.9375337913762114,-0.6631178152959247,-0.06661087468512895,-0.07683243883839116,-0.40455149484066094,-0.987883218018743,-0.26694853717670713,-0.520903262962109,2.333972320809932,2.1678961543195037,2.0530475457051187,-0.6566761455171991
Alajärvi,1997,-0.16115483930554933,-1.5293035418911451,-0.16760387017552145,0.8195009527635416,-0.46070891812789955,-0.8152209873648555,0.41054611641182664,0.7309103247568056,-0.7585333040948296,0.025368395460655512,-0.943174172849041,-1.047997879146406,-0.4243602805761677,1.1407974366696667
Alajärvi,1998,-0.16115483930554933,-1.4814384383051853,-0.10315949734370519,0.8195009527635416,-0.2625919539301375,-0.8485944810835658,0.40999275754471687,1.0255606463754707,-0.7563439249752782,0.17454650039218025,-0.943174172849041,-0.9365330070135177,-0.4243602805761677,-0.16951040828898323
Alajärvi,1999,-0.009694343155250917,-1.6154607283458733,-0.1822631889276647,0.8195009527635416,-0.45199746051744044,-0.8027059272203392,0.5101507124915603,0.7309103247568056,-0.4398610846375312,0.3347612917076182,-0.943174172849041,-0.7368336570462739,-0.4243602805761677,0.015276595487236873
Alajärvi,2000,-0.31261533545584774,-1.462292396870801,0.04396893904020769,0.9677628295694884,-0.29567335767187336,-0.7818474936461453,0.5129175068271085,1.0255606463754707,-0.43325701653478604,0.3562418306484161,-0.7569100852882786,-0.531031668146546,-0.4243602805761677,0.45204587714011985
Alajärvi,2001,-0.009694343155250917,-0.5911475116063274,0.024499108323643277,0.9677628295694884,-0.11358634024758152,-0.8277360475093719,0.5831940829500316,1.0746690333119149,-0.2954966470798858,0.24943196977145726,-0.7569100852882786,-0.4307598947554238,-0.4243602805761677,-0.11911395271365044
Alajärvi,2002,-0.16115483930554933,-1.5963146869114893,-0.23428840210324264,0.9677628295694884,-0.03157931511696592,-0.865281227942921,0.9168694798171396,0.5835851639474725,-0.3499732065755276,0.2813563612691391,-0.7569100852882786,-0.16390252637142397,-0.4243602805761677,-0.1863092268140938
Alajärvi,2003,0.2932266491453456,-0.43797918013125503,-0.2622621316402561,0.9677628295694884,-0.2872404937509037,-0.865281227942921,0.9329168869633189,0.8782354855661383,-0.2769502014258188,0.3992029085300111,-0.7520083987735218,-0.07103013674287996,-0.4243602805761677,0.31765532893923315
Alajärvi,2004,0.7476081375962405,-0.7730349052329756,-0.11726957189277838,0.9677628295694884,0.35585029110493577,-0.865281227942921,0.8438261093586683,0.681801937820361,-0.20732684008602686,0.5379371609046514,-0.7225982796849804,0.07832004575709306,-0.4243602805761677,0.23366123631367863
Alajärvi,2005,0.8990686337465388,-0.5337093873031752,-0.21727407584687014,1.1160247063754354,-0.4771103231540227,-0.8611095412280821,0.9384504756344151,0.5344767770110284,-0.13120920637610292,0.5594176998454492,-0.6938999143919746,0.2562945638916897,-0.0705808639483868,-0.1023151341885393
Alajärvi,2006,0.4446871452956436,-0.3326759522421431,0.13552000825442104,1.1160247063754354,-0.4771103231540227,-0.806877613935178,2.121531733514808,1.1237774202483595,-0.11885970347411416,0.6128226302839284,-0.6448830492444054,0.6172867280246558,-0.34844867526144685,0.6704305179665616
Alajärvi,2007,-0.31261533545584774,-0.09335043431234262,-0.18786243729383648,0.9677628295694884,-0.11572222520033512,-0.7943625537906617,1.434813379431755,1.0746690333119149,-0.11265128004479809,0.6662275607224081,-0.6448830492444054,0.8569714946764901,0.20988103755478427,0.14966714368812417
Alajärvi,2008,-0.31261533545584774,-0.42840615941406324,-0.15613774056335614,0.9677628295694884,0.566096890423314,-0.7860191803609841,1.6262755474516877,1.9095116112314676,0.0989781001135707,0.6128226302839284,-0.6350796762148916,0.9048088431387522,-0.2544632249010769,0.5864364253410072
Alajärvi,2009,-0.7669968239067423,-0.3326759522421431,-0.5658940339588051,0.9677628295694884,-0.1735450333260004,-0.652525205486143,1.439240250368632,0.8291270986296937,-0.2394066035105329,0.7196324911608873,-0.5336483570500595,1.2293999138966847,-0.03561032013942035,-0.2703033194396482
Alajärvi,2010,-0.6155363277564443,0.09810998003149808,-0.6097743518620261,0.9677628295694884,0.46092715848254334,-0.035115571690003344,1.3617700089732834,1.2711025810576921,0.11533161934745244,0.7515568826585692,-0.4391733957325991,1.282435379295084,0.028120452156278872,-0.4382915046907575
Alajärvi,2011,-0.9184573200570406,-0.4762712630000233,-0.303686773559983,0.9677628295694884,0.8320482242414853,-0.2603866542912976,1.5023231612191301,1.9095116112314676,-0.007674153806127057,0.8368862045947302,-0.39568938084133065,1.482836930240802,0.041323420117313096,-0.2703033194396482
Alajärvi,2012,-0.9184573200570406,-0.4762712630000233,-0.772963593983384,0.8195009527635416,0.46250585605631767,0.09837840318483768,1.6091214225712889,2.4005954805959098,-0.0015833287225228887,0.7620007352154536,-0.3578993963143463,1.544560171993877,0.29789597021836683,-0.4382915046907575
Alajärvi,2013,-1.0699178162073388,-0.6294395944750953,-0.5824639148402289,0.8195009527635416,0.35482878091014064,0.19849888434096843,1.5454851528536813,0.043392907646586,-0.5681759226700296,1.060356945078503,-0.263424434996886,1.0673037382435513,0.3452023583866748,-1.0262501530696388
Alajärvi,2014,-1.0699178162073388,-0.23694574507022284,-0.7844623034154973,0.8195009527635416,-0.21385206166758414,0.4654868340906505,1.4580544518503595,-0.15304064009919113,0.3673400469715596,0.9111788401469785,-0.1500544814159334,1.3487297110430823,0.44767491096378337,-0.9422560604440845
Alajärvi,2015,-0.7669968239067423,-0.41883313869687105,-0.6775246551305059,0.8195009527635416,-0.197450656641461,1.4750350190816357,1.6550502085413883,-0.6932328964000777,0.39100374861110926,0.8896983012061811,0.0011054566920033141,1.1350024719484992,0.49914734457030097,-1.0934454271700826
Alajärvi,2016,-0.7669968239067423,-0.11249647574672658,-0.7030807516531157,0.6712390759575949,-0.1063607156477336,1.070381407742274,1.5465918705879005,-0.20214902703563523,0.3330482010733872,0.9105860063199497,-0.1500544814159334,0.7414372681293587,0.47737976872236837,-0.8414631492934191
Alajärvi,2017,-0.46407583160614585,-0.7826079259501678,-0.7130794495708392,0.6712390759575949,-0.23006773756738097,-0.11020593255710141,1.4132323836144791,-0.4967993486543007,0.7139003700613422,0.8252566843837882,-0.09336950462545711,0.8934477620887855,1.0377537514226247,-0.5726820528916446
Alajärvi,2018,-0.31261533545584774,-0.6773046980610553,-0.7816516441948832,0.6712390759575949,-0.1307306617790102,0.18181213748161332,1.451414145445044,-0.10393225316274664,0.5122553035063018,0.8891054673791517,-0.039531543017123104,1.0613644406214287,0.9935912737505141,-1.0766466086449715
Alajärvi,2019,-2.281601785409725,-1.0602255267487362,-1.2879570346161724,0.9677628295694884,-0.0410336892327308,-0.005913764686131869,1.6766312043586638,-0.595016122527189,0.6113782091616254,0.8037761454429908,-0.11511151207109134,1.2989426043378383,1.7987517824985686,-0.8918596048687516
Alajärvi,2020,-2.281601785409725,-0.993214381728392,-1.3312577254191675,0.5229771991516488,0.04097333589788475,-0.05180231854935847,1.6832715107639795,-0.545907735590745,0.7918293261617071,0.9529542503745155,0.16831337188129,1.5526227770274188,1.3402230263991757,-0.6062796899418665
Alajärvi,2021,-2.281601785409725,-0.7443158430813999,-1.34573816987404,0.5229771991516488,0.6331883435384176,-0.16860954656484436,1.9599509443187952,-0.2512574139720793,1.0485334591206195,1.070207963808359,0.16412343916206856,1.7033578716305855,2.058235726085341,-0.6062796899418665
Alajärvi,2022,-2.281601785409725,-0.9357762574252402,-1.3440901078857843,0.374715322345702,0.4371143997302458,-0.15192279970548922,1.5499120237905581,-0.15304064009919113,1.0780309935541879,0.9744347893153135,0.39307919776457223,2.0153124619822913,2.155442592612068,-1.832593442274962
Alajärvi,2023,-2.1301412892594267,-0.9357762574252402,-1.3436955932410286,0.374715322345702,0.8421526502993923,1.203875382617115,1.5499120237905581,-0.6441245094636333,1.014431573873785,1.0278397197537925,0.5820291203994931,2.3127179377722222,2.6777021210071603,-1.832593442274962
Alavieska,1997,-0.16115483930554933,-1.6537528112146413,-0.39042638062035456,0.07819156873380849,-0.11887962034788371,0.22770069134483992,-0.5406777761496303,0.28893484232880723,0.12321263771641686,-0.2306195703478281,-0.37632440494427855,-2.132667406173147,-0.8217523545699729,1.5103714442221066
Alavieska,1998,-0.31261533545584774,-0.5911475116063274,-0.4804698219347995,0.07819156873380849,-0.11887962034788371,0.48634526766484437,-0.30218010442537907,1.8112948373585784,0.13697341317534073,-0.0704047790323901,-0.37632440494427855,-1.6560120128923603,-0.8217523545699729,1.0400045255190011
Alavieska,1999,-0.009694343155250917,-0.8304730295361278,-0.4382054503979481,-0.21833218487808473,-0.11887962034788371,1.604357307241638,-0.6358555012924869,0.8782354855661383,0.15268633839502105,-0.0704047790323901,-0.37632440494427855,-1.0315983112305065,-0.8217523545699729,1.5271702627472175
Alavieska,2000,0.14176615299504713,-0.5049903251515994,-0.5254365910654358,-0.07007030807213796,-0.11887962034788371,1.5167518862300235,-0.6480293963688988,-0.7423412833365218,0.17344093916704786,0.08981001228304791,-0.37632440494427855,-1.1575306272699897,-0.8217523545699729,1.0064068884687796
Alavieska,2001,0.4446871452956436,-1.012360423162776,-0.26981410812384043,0.07819156873380849,-0.11887962034788371,1.4166314050738928,-0.7642347584619216,-0.20214902703563523,0.18969274991630838,0.19661987316000673,-0.37632440494427855,-1.2206044424165865,-0.8217523545699729,1.0568033440441125
Alavieska,2002,0.4446871452956436,-0.8496190709705118,-0.500205935006139,0.07819156873380849,-0.299295075635238,1.4082880316442152,-0.8361714111861737,1.8112948373585784,0.19142825983613784,0.35683466447544476,-0.37632440494427855,-0.8653511105079489,-0.8217523545699729,0.20006359926345638
Alavieska,2003,0.4446871452956436,-0.5241363665859833,-0.6899737699806092,0.07819156873380849,-0.10247821532176066,1.662760921249381,-1.0741157240433155,1.516644515739913,0.19447695825462774,0.5170494557908827,-0.37632440494427855,-0.4134771503170109,-0.8217523545699729,0.5696376068158965
Alavieska,2004,0.5961476414459421,-0.3135299108077591,-0.6897327209341043,0.22645344553975527,-1.3325835922809939,1.8004265828390607,-1.0209932728007907,0.4853683900745843,0.19316856729548318,0.5170494557908827,-0.37632440494427855,-0.26681326574816616,-0.8217523545699729,0.5864364253410072
Alavieska,2005,0.7476081375962405,-0.08377741359515047,-0.6067500719789857,0.6712390759575949,-1.3325835922809939,1.7295079086868015,-0.9866850230399935,1.7130780634856904,0.2108399443704045,0.5170494557908827,-0.37632440494427855,-0.2448257877163001,0.13758565737218706,0.21686241778856752
