kunta_nimi,vuosi,Elatustuki,Eläke-etuudet (pl. takuueläke),Eläketuki,Eläkkeensaajan asumistuki,Erityishoitoraha,Koulumatkatuki,Kuntoutus,Kuntoutusraha,Lapsilisä,Lastenhoidon tuet,Maahanmuuttajan erityistuki,Opintolainahyvitys,Opintolainan korkoavustus,Opintolainavähennys,"Opintotuki (opintoraha, asumislisä, lainatakaus)",Perhevapaakorvaus,Perustoimeentulotuki,Sairaanhoitokorvaukset,Sairauspäivärahat,Sotilasavustus,Takuueläke,Työttömyysturva,Vammaisetuudet,Vanhempainpäiväraha,Vuosilomakustannuskorvaus,Väliaikainen sähkötuki,Yleinen asumistuki,Äitiysavustus
Joensuu,2024,914.25,8043.875,0.0,3535.75,9.125,445.375,1811.5,754.375,6446.75,518.75,0.0,76.5,70.0,4.0,4529.75,21.75,2295.375,23551.5,861.375,135.375,1975.75,3674.0,3741.25,562.125,34.5,12.25,9944.25,47.75
Jokioinen,2008,914.25,0.0,0.0,0.0,7.0,152.0,80.0,72.0,713.0,145.0,0.0,76.5,70.0,4.0,197.0,21.75,2295.375,4317.0,358.0,6.0,1975.75,157.0,0.0,162.0,17.0,12.25,0.0,61.0
Jokioinen,2009,0.0,0.0,0.0,0.0,7.0,138.0,101.0,81.0,699.0,139.0,0.0,76.5,70.0,4.0,205.0,21.75,2295.375,4349.0,345.0,5.0,1975.75,195.0,0.0,156.0,18.0,12.25,0.0,65.0
Jokioinen,2010,0.0,0.0,0.0,0.0,6.0,135.0,82.0,63.0,701.0,139.0,0.0,76.5,70.0,4.0,205.0,21.75,2295.375,4384.0,320.0,4.0,1975.75,228.0,0.0,174.0,26.0,12.25,0.0,63.0
Jokioinen,2011,0.0,0.0,0.0,0.0,6.0,127.0,85.0,65.0,679.0,135.0,0.0,76.5,70.0,4.0,163.0,21.75,2295.375,4402.0,318.0,4.0,0.0,217.0,0.0,173.0,27.0,12.25,0.0,64.0
Jokioinen,2012,0.0,0.0,0.0,0.0,4.0,152.0,84.0,71.0,677.0,135.0,0.0,76.5,70.0,5.0,163.0,21.75,2295.375,4427.0,381.0,4.0,0.0,206.0,0.0,155.0,33.0,12.25,0.0,54.0
Jokioinen,2013,0.0,0.0,0.0,0.0,4.0,156.0,118.0,80.0,665.0,142.0,0.0,76.5,70.0,4.0,170.0,21.75,2295.375,4334.0,344.0,4.0,0.0,229.0,0.0,155.0,25.0,12.25,0.0,52.0
Jokioinen,2014,0.0,0.0,0.0,0.0,6.0,150.0,136.0,86.0,635.0,124.0,0.0,76.5,70.0,4.0,176.0,21.75,2295.375,4354.0,362.0,5.0,0.0,263.0,0.0,138.0,31.0,12.25,0.0,57.0
Jokioinen,2015,0.0,0.0,0.0,0.0,4.0,175.0,120.0,80.0,632.0,112.0,0.0,76.5,70.0,4.0,161.0,21.75,2295.375,4195.0,368.0,5.0,0.0,287.0,0.0,137.0,17.0,12.25,0.0,42.0
Jokioinen,2016,0.0,0.0,0.0,0.0,7.0,160.0,72.0,45.0,607.0,111.0,0.0,76.5,70.0,4.0,162.0,21.75,2295.375,3791.0,342.0,4.0,0.0,283.0,0.0,109.0,20.0,12.25,0.0,36.0
Jokioinen,2017,0.0,0.0,0.0,0.0,7.0,157.0,65.0,39.0,587.0,106.0,0.0,76.5,70.0,10.0,133.0,6.0,0.0,3702.0,312.0,6.0,0.0,286.0,0.0,105.0,21.0,12.25,0.0,27.0
Jokioinen,2018,67.61538461538461,612.5384615384615,0.0,163.0,4.0,61.583333333333336,35.30769230769231,19.23076923076923,542.0769230769231,54.46153846153846,0.0,76.5,70.0,10.0,76.38461538461539,11.0,64.15384615384616,1820.3846153846155,83.92307692307692,6.0,62.07692307692308,164.76923076923077,213.07692307692307,37.53846153846154,15.0,12.25,125.84615384615384,10.2
Jokioinen,2019,73.3076923076923,596.8461538461538,0.0,167.76923076923077,6.0,59.07692307692308,33.30769230769231,14.23076923076923,516.6153846153846,49.84615384615385,0.0,5.0,70.0,10.0,71.46153846153847,13.0,65.0,1813.3846153846155,87.53846153846153,6.0,60.0,161.92307692307693,216.0,36.69230769230769,10.5,12.25,112.84615384615384,12.0
Jokioinen,2020,80.3076923076923,644.7692307692307,0.0,168.6153846153846,4.0,65.54545454545455,37.07692307692308,15.076923076923077,488.15384615384613,43.07692307692308,0.0,8.5,70.0,10.0,79.84615384615384,13.0,79.23076923076923,1761.2307692307693,87.38461538461539,6.0,72.76923076923077,167.76923076923077,249.92307692307693,31.76923076923077,11.5,12.25,110.07692307692308,15.5
Jokioinen,2021,72.6923076923077,643.4615384615385,0.0,164.53846153846155,4.0,56.07692307692308,38.30769230769231,19.23076923076923,486.15384615384613,44.38461538461539,0.0,5.0,70.0,10.0,88.92307692307692,13.0,69.38461538461539,1781.0,112.38461538461539,4.0,79.0,138.0,245.15384615384616,33.53846153846154,16.0,12.25,108.46153846153847,10.4
Jokioinen,2022,73.61538461538461,628.6153846153846,0.0,151.53846153846155,4.0,73.53846153846153,38.46153846153846,22.384615384615383,480.2307692307692,39.69230769230769,0.0,5.0,70.0,10.0,78.66666666666667,8.666666666666666,65.6923076923077,1826.6153846153845,131.3846153846154,4.0,83.53846153846153,107.76923076923077,237.76923076923077,40.30769230769231,11.0,12.25,115.61538461538461,15.0
Jokioinen,2023,66.15384615384616,619.6923076923077,0.0,148.3846153846154,4.0,97.25,47.61538461538461,20.615384615384617,461.46153846153845,41.07692307692308,0.0,6.0,70.0,10.0,73.92307692307692,10.5,64.07692307692308,1794.0,92.84615384615384,6.0,82.3076923076923,107.6923076923077,242.23076923076923,32.38461538461539,10.0,5.0,113.15384615384616,12.0
Jokioinen,2024,63.75,619.875,0.0,159.375,4.0,67.375,43.875,13.25,449.75,35.0,0.0,6.0,70.0,10.0,59.75,4.5,59.0,1548.25,61.625,4.0,82.375,118.75,241.5,36.125,10.0,5.0,116.625,4.0
Jomala,2008,63.75,0.0,0.0,0.0,4.0,67.375,22.0,14.0,564.0,35.0,0.0,6.0,70.0,10.0,4.0,4.5,59.0,2769.0,280.0,4.0,82.375,118.75,0.0,147.0,33.0,5.0,0.0,4.0
Jomala,2009,0.0,0.0,0.0,0.0,6.0,67.375,20.0,9.0,574.0,35.0,0.0,6.0,70.0,10.0,4.0,4.5,59.0,2887.0,277.0,4.0,82.375,118.75,0.0,163.0,23.0,5.0,0.0,4.0
Jomala,2010,0.0,0.0,0.0,0.0,8.0,67.375,21.0,11.0,570.0,35.0,0.0,6.0,70.0,10.0,5.0,4.5,59.0,2912.0,267.0,4.0,82.375,118.75,0.0,173.0,26.0,5.0,0.0,4.0
Jomala,2011,0.0,0.0,0.0,0.0,5.0,67.375,24.0,19.0,590.0,35.0,0.0,6.0,70.0,10.0,7.0,4.5,59.0,2975.0,263.0,4.0,0.0,118.75,0.0,164.0,26.0,5.0,0.0,4.0
Jomala,2012,0.0,0.0,0.0,0.0,6.0,67.375,24.0,22.0,597.0,35.0,0.0,6.0,70.0,10.0,9.0,4.5,59.0,3062.0,276.0,4.0,0.0,118.75,0.0,169.0,29.0,5.0,0.0,4.0
Jomala,2013,0.0,0.0,0.0,0.0,10.0,67.375,22.0,16.0,605.0,35.0,0.0,6.0,70.0,10.0,9.0,4.5,59.0,3106.0,327.0,4.0,0.0,4.0,0.0,168.0,37.0,5.0,0.0,4.0
Jomala,2014,0.0,0.0,0.0,0.0,8.0,67.375,25.0,15.0,625.0,35.0,0.0,6.0,70.0,10.0,9.0,4.5,59.0,3175.0,320.0,4.0,0.0,4.0,0.0,182.0,30.0,5.0,0.0,4.0
Jomala,2015,0.0,0.0,0.0,0.0,6.0,67.375,24.0,15.0,644.0,35.0,0.0,6.0,70.0,10.0,6.0,4.5,59.0,3252.0,313.0,4.0,0.0,4.0,0.0,213.0,42.0,5.0,0.0,4.0
Jomala,2016,0.0,0.0,0.0,0.0,6.0,67.375,21.0,12.0,653.0,35.0,0.0,6.0,70.0,10.0,6.0,4.5,59.0,3109.0,299.0,4.0,0.0,4.0,0.0,195.0,37.0,5.0,0.0,4.0
Jomala,2017,0.0,0.0,0.0,0.0,8.0,67.375,20.0,8.0,657.0,35.0,0.0,6.0,70.0,10.0,4.0,5.0,0.0,3144.0,344.0,4.0,0.0,4.0,0.0,188.0,44.0,5.0,0.0,4.0
Jomala,2018,25.076923076923077,226.6153846153846,0.0,24.307692307692307,7.333333333333333,67.375,15.538461538461538,6.75,653.5384615384615,35.0,0.0,6.0,70.0,10.0,5.8,12.666666666666666,0.0,1237.2307692307693,80.53846153846153,4.0,26.384615384615383,4.0,104.76923076923077,80.61538461538461,11.5,5.0,40.92307692307692,4.0
Jomala,2019,26.46153846153846,219.46153846153845,0.0,24.384615384615383,9.0,67.375,22.846153846153847,7.666666666666667,694.6923076923077,35.0,0.0,6.0,70.0,10.0,6.111111111111111,11.75,0.0,1283.0,79.15384615384616,4.0,26.923076923076923,4.0,106.76923076923077,89.61538461538461,12.0,5.0,35.84615384615385,4.0
Jomala,2020,33.61538461538461,244.92307692307693,0.0,26.076923076923077,6.0,67.375,27.23076923076923,6.5,712.7692307692307,35.0,0.0,6.0,70.0,10.0,5.3,10.0,0.0,1285.0,89.92307692307692,4.0,31.307692307692307,4.0,116.92307692307692,82.84615384615384,11.0,5.0,39.07692307692308,4.0
Jomala,2021,27.615384615384617,234.23076923076923,0.0,25.23076923076923,8.0,67.375,34.15384615384615,5.833333333333333,723.0769230769231,35.0,0.0,6.0,70.0,10.0,6.0,12.333333333333334,0.0,1318.0,95.53846153846153,4.0,33.07692307692308,4.0,112.07692307692308,83.6923076923077,10.666666666666666,5.0,44.07692307692308,4.0
Jomala,2022,22.846153846153847,236.53846153846155,0.0,26.23076923076923,8.0,67.375,42.76923076923077,6.363636363636363,730.3846153846154,35.0,0.0,6.0,70.0,10.0,5.7,8.666666666666666,0.0,1376.0,222.15384615384616,4.0,30.615384615384617,4.0,118.76923076923077,84.76923076923077,11.6,5.0,34.69230769230769,4.0
Jomala,2023,22.307692307692307,231.76923076923077,0.0,25.53846153846154,9.5,67.375,43.53846153846154,6.6923076923076925,726.1538461538462,35.0,0.0,4.0,70.0,10.0,7.2,9.2,0.0,1437.4615384615386,90.76923076923077,4.0,31.76923076923077,4.0,126.6923076923077,71.61538461538461,8.666666666666666,5.0,34.15384615384615,4.0
Jomala,2024,21.125,229.875,0.0,25.75,4.0,67.375,34.75,5.857142857142857,709.875,35.0,0.0,4.0,70.0,10.0,9.4,8.0,0.0,1233.75,75.625,4.0,31.75,4.0,140.875,69.625,6.25,5.0,44.5,4.0
Joroinen,2008,21.125,0.0,0.0,0.0,7.0,126.0,116.0,69.0,585.0,110.0,0.0,4.0,5.0,10.0,226.0,8.0,0.0,4309.0,401.0,4.0,31.75,230.0,0.0,128.0,6.0,5.0,0.0,55.0
Joroinen,2009,0.0,0.0,0.0,0.0,11.0,141.0,105.0,67.0,577.0,104.0,0.0,4.0,5.0,10.0,225.0,8.0,0.0,4287.0,413.0,4.0,31.75,254.0,0.0,138.0,12.0,5.0,0.0,59.0
Joroinen,2010,0.0,0.0,0.0,0.0,5.0,131.0,91.0,57.0,586.0,109.0,0.0,4.0,5.0,10.0,229.0,8.0,0.0,4277.0,393.0,4.0,31.75,257.0,0.0,152.0,16.0,5.0,0.0,43.0
Joroinen,2011,0.0,0.0,0.0,0.0,4.0,120.0,92.0,61.0,541.0,108.0,0.0,4.0,5.0,4.0,204.0,8.0,0.0,4258.0,356.0,4.0,0.0,245.0,0.0,120.0,18.0,5.0,0.0,47.0
Joroinen,2012,0.0,0.0,0.0,0.0,11.0,120.0,91.0,60.0,525.0,109.0,0.0,4.0,5.0,4.0,171.0,8.0,0.0,4163.0,321.0,6.0,0.0,275.0,0.0,113.0,15.0,5.0,0.0,44.0
Joroinen,2013,0.0,0.0,0.0,0.0,7.0,106.0,108.0,76.0,520.0,110.0,0.0,4.0,5.0,4.0,173.0,8.0,0.0,4125.0,331.0,4.0,0.0,271.0,0.0,95.0,11.0,5.0,0.0,29.0
Joroinen,2014,0.0,0.0,0.0,0.0,8.0,118.0,113.0,70.0,511.0,94.0,0.0,4.0,5.0,4.0,183.0,8.0,0.0,4045.0,326.0,4.0,0.0,285.0,0.0,107.0,14.0,5.0,0.0,42.0
Joroinen,2015,0.0,0.0,0.0,0.0,5.0,92.0,121.0,78.0,497.0,84.0,0.0,4.0,5.0,5.0,151.0,8.0,0.0,4008.0,327.0,6.0,0.0,265.0,0.0,94.0,16.0,5.0,0.0,40.0
Joroinen,2016,0.0,0.0,0.0,0.0,4.0,78.0,109.0,47.0,496.0,84.0,0.0,4.0,5.0,5.0,131.0,8.0,0.0,3641.0,264.0,6.0,0.0,275.0,0.0,102.0,14.0,5.0,0.0,34.0
Joroinen,2017,0.0,0.0,0.0,0.0,4.0,78.0,90.0,39.0,468.0,86.0,0.0,4.0,5.0,5.0,118.0,8.0,0.0,3556.0,275.0,6.0,0.0,238.0,0.0,96.0,14.0,5.0,0.0,37.0
Joroinen,2018,68.61538461538461,824.0,0.0,201.23076923076923,4.0,35.666666666666664,43.53846153846154,16.307692307692307,429.9230769230769,48.23076923076923,0.0,4.0,5.0,5.0,66.46153846153847,11.0,66.3076923076923,1863.3076923076924,78.84615384615384,6.0,100.07692307692308,129.3846153846154,270.0,40.0,13.0,5.0,120.61538461538461,9.0
Joroinen,2019,65.84615384615384,800.5384615384615,0.0,203.0,6.0,36.18181818181818,43.53846153846154,18.923076923076923,421.61538461538464,47.84615384615385,0.0,5.0,5.0,5.0,60.69230769230769,6.0,62.23076923076923,1875.8461538461538,79.92307692307692,4.0,102.23076923076923,123.76923076923077,268.15384615384613,32.92307692307692,11.0,5.0,116.53846153846153,14.333333333333334
Joroinen,2020,70.6923076923077,852.1538461538462,0.0,201.6153846153846,6.0,34.22222222222222,46.46153846153846,27.23076923076923,413.9230769230769,41.76923076923077,0.0,4.0,5.0,5.0,53.92307692307692,14.0,67.92307692307692,1844.076923076923,76.6923076923077,4.833333333333333,127.38461538461539,138.0,293.61538461538464,34.07692307692308,10.0,5.0,119.61538461538461,12.333333333333334
Joroinen,2021,69.23076923076923,841.0769230769231,0.0,206.3846153846154,4.0,28.166666666666668,50.23076923076923,27.692307692307693,401.15384615384613,31.923076923076923,0.0,4.0,5.0,5.0,59.416666666666664,13.0,62.84615384615385,1848.8461538461538,91.46153846153847,0.0,131.46153846153845,125.6923076923077,293.61538461538464,36.61538461538461,12.0,5.0,114.84615384615384,10.4
Joroinen,2022,66.3076923076923,810.8461538461538,0.0,192.92307692307693,6.0,35.583333333333336,47.92307692307692,24.384615384615383,379.2307692307692,28.0,0.0,6.0,5.0,5.0,58.90909090909091,9.0,52.84615384615385,1862.3846153846155,110.61538461538461,4.0,129.53846153846155,102.6923076923077,287.7692307692308,35.38461538461539,11.0,5.0,102.84615384615384,13.333333333333334
Joroinen,2023,57.84615384615385,789.2307692307693,0.0,183.15384615384616,7.0,41.5,44.53846153846154,22.23076923076923,368.38461538461536,28.923076923076923,0.0,6.0,5.0,5.0,54.0,7.0,58.15384615384615,1861.076923076923,92.76923076923077,4.0,119.92307692307692,94.15384615384616,281.9230769230769,31.153846153846153,9.5,5.0,102.23076923076923,10.75
Joroinen,2024,48.625,777.0,0.0,193.375,7.0,38.285714285714285,37.875,21.375,374.0,26.25,0.0,6.0,5.0,5.0,44.857142857142854,7.0,62.625,1692.5,58.375,4.0,117.5,98.0,284.625,28.125,8.0,5.0,125.0,10.75
Joutsa,2008,48.625,0.0,0.0,0.0,7.0,82.0,81.0,44.0,455.0,100.0,0.0,6.0,5.0,5.0,230.0,7.0,62.625,4011.0,316.0,6.0,117.5,225.0,0.0,107.0,16.0,5.0,0.0,36.0
Joutsa,2009,0.0,0.0,0.0,0.0,7.0,76.0,81.0,38.0,445.0,87.0,0.0,6.0,5.0,5.0,230.0,7.0,62.625,4121.0,274.0,9.0,117.5,264.0,0.0,78.0,12.0,5.0,0.0,31.0
Joutsa,2010,0.0,0.0,0.0,0.0,5.0,81.0,82.0,44.0,435.0,74.0,0.0,6.0,5.0,5.0,214.0,7.0,62.625,4011.0,256.0,8.0,117.5,269.0,0.0,91.0,9.0,5.0,0.0,40.0
Joutsa,2011,0.0,0.0,0.0,0.0,5.0,83.0,63.0,25.0,422.0,75.0,0.0,6.0,5.0,5.0,202.0,7.0,62.625,3971.0,261.0,10.0,0.0,264.0,0.0,83.0,13.0,5.0,0.0,19.0
Joutsa,2012,0.0,0.0,0.0,0.0,8.0,78.0,64.0,32.0,394.0,70.0,0.0,6.0,5.0,5.0,177.0,7.0,62.625,3900.0,273.0,11.0,0.0,259.0,0.0,62.0,13.0,5.0,0.0,34.0
Joutsa,2013,0.0,0.0,0.0,0.0,8.0,73.0,73.0,33.0,405.0,77.0,0.0,6.0,5.0,5.0,156.0,7.0,62.625,3920.0,264.0,10.0,0.0,275.0,0.0,95.0,13.0,5.0,0.0,27.0
Joutsa,2014,0.0,0.0,0.0,0.0,8.0,76.0,86.0,37.0,372.0,75.0,0.0,6.0,5.0,5.0,132.0,7.0,62.625,3837.0,248.0,8.0,0.0,264.0,0.0,83.0,16.0,5.0,0.0,37.0
Joutsa,2015,0.0,0.0,0.0,0.0,6.0,69.0,99.0,51.0,355.0,78.0,0.0,6.0,5.0,5.0,119.0,7.0,62.625,3720.0,194.0,5.0,0.0,275.0,0.0,87.0,12.0,5.0,0.0,34.0
Joutsa,2016,0.0,0.0,0.0,0.0,6.0,69.0,89.0,44.0,359.0,78.0,0.0,6.0,5.0,5.0,103.0,7.0,62.625,3485.0,212.0,7.0,0.0,303.0,0.0,72.0,10.0,5.0,0.0,23.0
Joutsa,2017,0.0,0.0,0.0,0.0,6.0,67.0,79.0,31.0,346.0,74.0,0.0,6.0,5.0,5.0,96.0,7.0,0.0,3364.0,198.0,7.0,0.0,281.0,0.0,60.0,9.0,5.0,0.0,15.0
Joutsa,2018,43.53846153846154,974.2307692307693,6.166666666666667,230.46153846153845,6.0,29.666666666666668,32.92307692307692,11.076923076923077,312.38461538461536,37.07692307692308,0.0,4.0,5.0,5.0,59.07692307692308,5.0,85.38461538461539,1834.4615384615386,57.92307692307692,7.0,122.84615384615384,187.84615384615384,301.9230769230769,12.846153846153847,6.0,5.0,138.30769230769232,12.0
Joutsa,2019,42.38461538461539,949.3076923076923,6.538461538461538,229.92307692307693,4.0,24.416666666666668,36.84615384615385,10.461538461538462,299.9230769230769,21.692307692307693,0.0,4.0,5.0,5.0,59.38461538461539,5.0,78.84615384615384,1811.8461538461538,58.61538461538461,5.0,120.92307692307692,166.07692307692307,298.7692307692308,17.23076923076923,4.0,5.0,131.46153846153845,17.0
Joutsa,2020,45.0,991.6153846153846,9.0,224.3846153846154,4.0,23.6,32.38461538461539,6.714285714285714,294.0769230769231,19.923076923076923,0.0,4.0,5.0,5.0,53.61538461538461,6.0,94.15384615384616,1743.5384615384614,57.38461538461539,4.8,131.3846153846154,176.53846153846155,334.7692307692308,18.846153846153847,9.0,5.0,143.53846153846155,11.5
Joutsa,2021,44.0,980.6153846153846,7.153846153846154,227.46153846153845,4.0,21.636363636363637,37.30769230769231,6.3076923076923075,287.38461538461536,20.615384615384617,0.0,6.0,5.0,5.0,59.833333333333336,8.0,72.6923076923077,1736.3846153846155,58.38461538461539,4.0,134.76923076923077,156.15384615384616,324.38461538461536,21.23076923076923,9.0,5.0,122.92307692307692,21.0
Joutsa,2022,44.53846153846154,963.2307692307693,5.2,221.6153846153846,4.0,26.666666666666668,39.07692307692308,7.4,282.0,20.692307692307693,0.0,6.0,5.0,5.0,51.833333333333336,8.0,64.23076923076923,1757.1538461538462,77.23076923076923,5.0,133.30769230769232,125.6923076923077,310.61538461538464,26.384615384615383,12.0,5.0,102.53846153846153,21.0
Joutsa,2023,36.30769230769231,924.0,0.0,217.76923076923077,5.0,35.416666666666664,45.92307692307692,8.76923076923077,269.38461538461536,22.384615384615383,0.0,6.0,5.0,5.0,51.38461538461539,4.0,63.53846153846154,1745.0,63.92307692307692,5.0,128.92307692307693,119.15384615384616,300.9230769230769,18.615384615384617,11.0,5.0,107.23076923076923,11.0
Joutsa,2024,32.875,911.125,0.0,227.375,0.0,32.857142857142854,44.125,7.125,264.25,17.5,0.0,6.0,5.0,5.0,40.0,4.0,59.625,1554.25,54.0,5.0,126.5,101.625,285.5,16.5,11.0,5.0,126.75,11.0
Juuka,2008,32.875,0.0,0.0,0.0,5.0,87.0,90.0,57.0,545.0,125.0,0.0,6.0,9.0,5.0,203.0,4.0,59.625,4225.0,311.0,7.0,126.5,368.0,0.0,106.0,10.0,5.0,0.0,37.0
Juuka,2009,0.0,0.0,0.0,0.0,5.0,80.0,86.0,52.0,529.0,107.0,0.0,6.0,9.0,5.0,202.0,4.0,59.625,4247.0,329.0,6.0,126.5,321.0,0.0,88.0,11.0,5.0,0.0,36.0
Juuka,2010,0.0,0.0,0.0,0.0,5.0,69.0,93.0,54.0,514.0,96.0,0.0,6.0,9.0,5.0,200.0,4.0,59.625,4246.0,335.0,9.0,126.5,327.0,0.0,100.0,6.0,5.0,0.0,41.0
Juuka,2011,0.0,0.0,0.0,0.0,6.0,62.0,73.0,43.0,482.0,100.0,0.0,6.0,9.0,5.0,184.0,4.0,59.625,4310.0,320.0,5.0,0.0,308.0,0.0,92.0,12.0,5.0,0.0,32.0
Juuka,2012,0.0,0.0,0.0,0.0,7.0,47.0,67.0,37.0,462.0,95.0,0.0,6.0,9.0,5.0,162.0,4.0,59.625,4222.0,295.0,10.0,0.0,318.0,0.0,68.0,12.0,5.0,0.0,20.0
Juuka,2013,0.0,0.0,0.0,0.0,5.0,52.0,82.0,43.0,432.0,73.0,0.0,6.0,9.0,5.0,158.0,4.0,59.625,4086.0,270.0,6.0,0.0,348.0,0.0,60.0,9.0,5.0,0.0,25.0
Juuka,2014,0.0,0.0,0.0,0.0,4.0,59.0,109.0,42.0,413.0,65.0,0.0,6.0,9.0,5.0,150.0,4.0,59.625,4084.0,286.0,6.0,0.0,377.0,0.0,66.0,11.0,5.0,0.0,21.0
Juuka,2015,0.0,0.0,0.0,0.0,6.0,56.0,155.0,73.0,382.0,58.0,0.0,6.0,9.0,5.0,150.0,4.0,59.625,3992.0,295.0,6.0,0.0,368.0,0.0,74.0,6.0,5.0,0.0,29.0
Juuka,2016,0.0,0.0,0.0,0.0,7.0,55.0,153.0,76.0,364.0,73.0,0.0,6.0,9.0,5.0,132.0,4.0,59.625,3601.0,278.0,6.0,0.0,383.0,0.0,65.0,13.0,5.0,0.0,20.0
Juuka,2017,0.0,0.0,0.0,0.0,5.0,44.0,132.0,62.0,354.0,68.0,0.0,6.0,9.0,5.0,129.0,4.0,0.0,3475.0,262.0,9.0,0.0,372.0,0.0,65.0,15.0,5.0,0.0,25.0
Juuka,2018,49.61538461538461,1175.923076923077,5.583333333333333,261.38461538461536,5.0,19.0,49.61538461538461,21.692307692307693,329.0769230769231,35.76923076923077,0.0,6.0,9.0,5.0,69.3076923076923,8.0,81.92307692307692,1917.5384615384614,65.84615384615384,4.0,219.76923076923077,247.46153846153845,394.6923076923077,26.846153846153847,10.0,5.0,150.69230769230768,22.0
Juuka,2019,50.61538461538461,1134.8461538461538,10.0,252.53846153846155,5.0,16.846153846153847,48.61538461538461,19.846153846153847,316.0769230769231,32.61538461538461,0.0,4.0,9.0,5.0,61.30769230769231,8.0,79.15384615384616,1881.4615384615386,72.6923076923077,4.0,216.92307692307693,233.92307692307693,380.6923076923077,25.384615384615383,6.0,5.0,147.76923076923077,14.5
Juuka,2020,50.84615384615385,1193.1538461538462,14.384615384615385,250.23076923076923,7.0,19.6,52.15384615384615,23.615384615384617,304.53846153846155,28.846153846153847,0.0,5.5,9.0,5.0,57.38461538461539,7.0,86.0,1813.076923076923,58.92307692307692,4.0,247.6153846153846,237.3846153846154,414.0769230769231,26.153846153846153,7.0,5.0,142.69230769230768,10.333333333333334
Juuka,2021,44.53846153846154,1156.6923076923076,11.307692307692308,239.0,4.0,14.25,62.53846153846154,31.46153846153846,294.46153846153845,29.615384615384617,0.0,5.5,9.0,5.0,67.6923076923077,8.0,80.76923076923077,1789.6153846153845,62.92307692307692,4.0,239.07692307692307,200.6153846153846,389.84615384615387,25.076923076923077,9.0,5.0,135.53846153846155,12.0
Juuka,2022,44.07692307692308,1103.8461538461538,7.3076923076923075,233.92307692307693,4.0,19.083333333333332,68.84615384615384,30.53846153846154,276.0769230769231,28.384615384615383,0.0,5.5,9.0,5.0,60.083333333333336,8.0,76.07692307692308,1800.6923076923076,88.53846153846153,4.0,230.23076923076923,169.30769230769232,362.7692307692308,15.846153846153847,5.0,5.0,127.07692307692308,11.0
Juuka,2023,42.53846153846154,1072.3076923076924,4.0,228.84615384615384,4.0,17.333333333333332,64.07692307692308,20.0,253.76923076923077,18.384615384615383,0.0,4.0,9.0,5.0,57.69230769230769,7.0,75.0,1811.7692307692307,83.0,4.363636363636363,227.6153846153846,157.15384615384616,349.0769230769231,20.076923076923077,10.0,5.0,124.61538461538461,11.0
Juuka,2024,39.0,1048.625,4.0,243.125,4.0,19.166666666666668,46.75,14.375,242.5,16.625,0.0,4.0,4.0,5.0,45.75,7.0,73.25,1645.625,55.25,4.363636363636363,224.25,147.625,341.625,17.25,5.0,5.0,132.75,11.0
Juupajoki,2008,39.0,0.0,0.0,0.0,4.0,84.0,30.0,18.0,233.0,50.0,0.0,4.0,4.0,5.0,88.0,7.0,73.25,1670.0,144.0,6.0,224.25,91.0,0.0,45.0,7.0,5.0,0.0,17.0
Juupajoki,2009,0.0,0.0,0.0,0.0,4.0,76.0,22.0,16.0,227.0,46.0,0.0,4.0,4.0,5.0,82.0,7.0,73.25,1646.0,131.0,7.0,224.25,106.0,0.0,51.0,6.0,5.0,0.0,20.0
Juupajoki,2010,0.0,0.0,0.0,0.0,4.0,74.0,13.0,12.0,223.0,43.0,0.0,4.0,4.0,5.0,84.0,7.0,73.25,1584.0,139.0,5.0,224.25,92.0,0.0,54.0,8.0,5.0,0.0,25.0
Juupajoki,2011,0.0,0.0,0.0,0.0,4.0,76.0,28.0,17.0,211.0,40.0,0.0,4.0,4.0,5.0,75.0,7.0,73.25,1630.0,139.0,5.0,0.0,94.0,0.0,53.0,13.0,5.0,0.0,17.0
Juupajoki,2012,0.0,0.0,0.0,0.0,4.0,74.0,34.0,23.0,210.0,39.0,0.0,4.0,4.0,5.0,53.0,7.0,73.25,1571.0,123.0,5.0,0.0,80.0,0.0,51.0,6.0,5.0,0.0,25.0
Juupajoki,2013,0.0,0.0,0.0,0.0,4.0,80.0,33.0,17.0,209.0,51.0,0.0,4.0,4.0,5.0,57.0,7.0,73.25,1562.0,131.0,4.0,0.0,90.0,0.0,52.0,9.0,5.0,0.0,14.0
Juupajoki,2014,0.0,0.0,0.0,0.0,4.0,84.0,32.0,22.0,205.0,50.0,0.0,4.0,4.0,5.0,54.0,7.0,73.25,1603.0,124.0,4.0,0.0,95.0,0.0,54.0,6.0,5.0,0.0,24.0
Juupajoki,2015,0.0,0.0,0.0,0.0,4.0,67.0,36.0,22.0,194.0,48.0,0.0,4.0,4.0,5.0,49.0,7.0,73.25,1596.0,122.0,4.0,0.0,97.0,0.0,45.0,9.0,5.0,0.0,12.0
Juupajoki,2016,0.0,0.0,0.0,0.0,4.0,65.0,41.0,21.0,187.0,51.0,0.0,4.0,4.0,5.0,49.0,7.0,73.25,1440.0,131.0,4.0,0.0,104.0,0.0,34.0,5.0,5.0,0.0,9.0
Juupajoki,2017,0.0,0.0,0.0,0.0,4.0,53.0,47.0,25.0,185.0,40.0,0.0,4.0,4.0,5.0,33.0,7.0,0.0,1351.0,130.0,4.0,0.0,93.0,0.0,33.0,5.0,5.0,0.0,16.0
