year,municipality,type_of_debt,mean_debt_euro
2007,Kitee,Housing loans,16459
2007,Rääkkylä,Housing loans,12446
2007,Tohmajärvi,Housing loans,14139
2007,Lieksa,Housing loans,9560
2007,Nurmes,Housing loans,9159
2007,Halsua,Housing loans,9269
2007,Kaustinen,Housing loans,26158
2007,Lestijärvi,Housing loans,13732
2007,Perho,Housing loans,17415
2007,Toholampi,Housing loans,20670
2007,Veteli,Housing loans,16383
2007,Kannus,Housing loans,27726
2007,Kokkola,Housing loans,37348
2007,Haapavesi,Housing loans,21439
2007,Pyhäntä,Housing loans,15740
2007,Siikalatva,Housing loans,16016
2007,Kuusamo,Housing loans,25222
2007,Taivalkoski,Housing loans,13399
2007,Haapajärvi,Housing loans,23433
2007,Kärsämäki,Housing loans,16173
2007,Nivala,Housing loans,31003
2007,Pyhäjärvi,Housing loans,17212
2007,Reisjärvi,Housing loans,19332
2007,Hailuoto,Housing loans,21628
2007,Kempele,Housing loans,58252
2007,Liminka,Housing loans,72427
2007,Lumijoki,Housing loans,38005
2007,Muhos,Housing loans,42218
2007,Oulu,Housing loans,37820
2007,Tyrnävä,Housing loans,55233
2007,Ii,Housing loans,34420
2007,Pudasjärvi,Housing loans,14635
2007,Utajärvi,Housing loans,20351
2007,Vaala,Housing loans,13030
2007,Pyhäjoki,Housing loans,20588
2007,Raahe,Housing loans,26223
2007,Siikajoki,Housing loans,21400
2007,Alavieska,Housing loans,21497
2007,Kalajoki,Housing loans,31321
2007,Merijärvi,Housing loans,18932
2007,Oulainen,Housing loans,29204
2007,Sievi,Housing loans,31362
2007,Ylivieska,Housing loans,35932
2007,Kajaani,Housing loans,26960
2007,Paltamo,Housing loans,15162
2007,Ristijärvi,Housing loans,11548
2007,Sotkamo,Housing loans,27662
2007,Hyrynsalmi,Housing loans,8967
2007,Kuhmo,Housing loans,13744
2007,Puolanka,Housing loans,10332
2007,Suomussalmi,Housing loans,12841
2007,Kemijärvi,Housing loans,9172
2007,Pelkosenniemi,Housing loans,9657
2007,Posio,Housing loans,9811
2007,Salla,Housing loans,7988
2007,Savukoski,Housing loans,7675
2007,Kemi,Housing loans,21605
2007,Keminmaa,Housing loans,33161
2007,Simo,Housing loans,19779
2007,Tervola,Housing loans,15093
2007,Tornio,Housing loans,33910
2007,Inari,Housing loans,17900
2007,Sodankylä,Housing loans,16062
2007,Utsjoki,Housing loans,14776
2007,Ranua,Housing loans,14360
2007,Rovaniemi,Housing loans,29923
2007,Pello,Housing loans,12262
2007,Ylitornio,Housing loans,15935
2007,Enontekiö,Housing loans,14447
2007,Kittilä,Housing loans,23690
2007,Kolari,Housing loans,14214
2007,Muonio,Housing loans,21364
2007,Maarianhamina - Mariehamn,Housing loans,34312
2007,Eckerö,Housing loans,35616
2007,Finström,Housing loans,51058
2007,Geta,Housing loans,33077
2007,Hammarland,Housing loans,41415
2007,Jomala,Housing loans,68528
2007,Lemland,Housing loans,61852
2007,Lumparland,Housing loans,52442
2007,Saltvik,Housing loans,43172
2007,Sund,Housing loans,43654
2007,Brändö,Housing loans,16799
2007,Föglö,Housing loans,20242
2007,Kumlinge,Housing loans,12285
2007,Kökar,Housing loans,15766
2007,Sottunga,Housing loans,5921
2007,Vårdö,Housing loans,24008
2008,Espoo,Housing loans,54381
2008,Helsinki,Housing loans,32941
2008,Hyvinkää,Housing loans,42916
2008,Järvenpää,Housing loans,51818
2008,Karkkila,Housing loans,39305
2008,Kauniainen,Housing loans,69945
2008,Kerava,Housing loans,44067
2008,Kirkkonummi,Housing loans,71305
2008,Lohja,Housing loans,46216
2008,Mäntsälä,Housing loans,60218
2008,Nurmijärvi,Housing loans,69562
2008,Pornainen,Housing loans,77573
2008,Sipoo,Housing loans,66804
2008,Siuntio,Housing loans,81092
2008,Tuusula,Housing loans,65140
2008,Vantaa,Housing loans,44227
2008,Vihti,Housing loans,66125
2008,Lapinjärvi,Housing loans,26483
2008,Loviisa,Housing loans,33175
2008,Askola,Housing loans,57882
2008,Myrskylä,Housing loans,27797
2008,Porvoo,Housing loans,49660
2008,Pukkila,Housing loans,37540
2008,Hanko,Housing loans,37004
2008,Inkoo,Housing loans,61234
2008,Raasepori,Housing loans,39033
2008,Aura,Housing loans,48333
2008,Koski Tl,Housing loans,21694
2008,Loimaa,Housing loans,21708
2008,Marttila,Housing loans,27226
2008,Oripää,Housing loans,22270
2008,Pöytyä,Housing loans,29928
2008,Salo,Housing loans,36361
2008,Somero,Housing loans,24582
2008,Kaarina,Housing loans,57632
2008,Lieto,Housing loans,54432
2008,Masku,Housing loans,69011
2008,Mynämäki,Housing loans,35956
2008,Naantali,Housing loans,47084
2008,Nousiainen,Housing loans,59657
2008,Paimio,Housing loans,43720
2008,Raisio,Housing loans,42289
2008,Rusko,Housing loans,61391
2008,Sauvo,Housing loans,41382
2008,Turku,Housing loans,25843
2008,Kustavi,Housing loans,21934
2008,Laitila,Housing loans,27809
2008,Pyhäranta,Housing loans,30877
2008,Taivassalo,Housing loans,27656
2008,Uusikaupunki,Housing loans,23984
2008,Vehmaa,Housing loans,25310
2008,Kemiönsaari,Housing loans,27142
2008,Parainen,Housing loans,41634
2008,Forssa,Housing loans,26130
2008,Humppila,Housing loans,23964
2008,Jokioinen,Housing loans,33895
2008,Tammela,Housing loans,32622
2008,Ypäjä,Housing loans,22121
2008,Hattula,Housing loans,50103
2008,Hämeenlinna,Housing loans,35652
2008,Janakkala,Housing loans,42959
2008,Hausjärvi,Housing loans,48431
2008,Loppi,Housing loans,45141
2008,Riihimäki,Housing loans,37776
2008,Asikkala,Housing loans,31958
2008,Hartola,Housing loans,16561
2008,Heinola,Housing loans,23929
2008,Hollola,Housing loans,42798
2008,Kärkölä,Housing loans,30849
2008,Lahti,Housing loans,30868
2008,Orimattila,Housing loans,33175
2008,Padasjoki,Housing loans,18107
2008,Sysmä,Housing loans,14640
2008,Hamina,Housing loans,28335
2008,Kotka,Housing loans,28826
2008,Miehikkälä,Housing loans,13215
2008,Pyhtää,Housing loans,36579
2008,Virolahti,Housing loans,19184
2008,Iitti,Housing loans,21694
2008,Kouvola,Housing loans,25496
2008,Imatra,Housing loans,25445
2008,Parikkala,Housing loans,13443
2008,Rautjärvi,Housing loans,14107
2008,Ruokolahti,Housing loans,27727
2008,Lappeenranta,Housing loans,30453
2008,Lemi,Housing loans,39079
2008,Luumäki,Housing loans,23696
2008,Savitaipale,Housing loans,18332
2008,Taipalsaari,Housing loans,46308
2008,Jämijärvi,Housing loans,18626
2008,Kankaanpää,Housing loans,22375
2008,Karvia,Housing loans,13743
2008,Siikainen,Housing loans,9744
2008,Harjavalta,Housing loans,21243
2008,Huittinen,Housing loans,23413
2008,Kokemäki,Housing loans,18426
2008,Merikarvia,Housing loans,17648
2008,Nakkila,Housing loans,27410
2008,Pomarkku,Housing loans,17737
2008,Pori,Housing loans,28036
2008,Ulvila,Housing loans,32246
2008,Eura,Housing loans,23853
2008,Eurajoki,Housing loans,34366
2008,Rauma,Housing loans,32707
2008,Säkylä,Housing loans,22632
2008,Akaa,Housing loans,39610
2008,Urjala,Housing loans,22531
2008,Valkeakoski,Housing loans,31729
2008,Punkalaidun,Housing loans,11224
2008,Sastamala,Housing loans,25074
2008,Ikaalinen,Housing loans,22996
2008,Kihniö,Housing loans,15155
2008,Parkano,Housing loans,18437
2008,Hämeenkyrö,Housing loans,35369
2008,Kangasala,Housing loans,50207
2008,Lempäälä,Housing loans,59405
2008,Nokia,Housing loans,48511
2008,Orivesi,Housing loans,30009
2008,Pirkkala,Housing loans,59593
2008,Pälkäne,Housing loans,33988
2008,Tampere,Housing loans,29357
2008,Vesilahti,Housing loans,57833
2008,Ylöjärvi,Housing loans,53847
2008,Juupajoki,Housing loans,23344
2008,Mänttä-Vilppula,Housing loans,18540
2008,Ruovesi,Housing loans,24344
2008,Virrat,Housing loans,16726
2008,Joutsa,Housing loans,17985
2008,Luhanka,Housing loans,12454
2008,Hankasalmi,Housing loans,20934
2008,Jyväskylä,Housing loans,32918
2008,Laukaa,Housing loans,46542
2008,Muurame,Housing loans,55758
2008,Petäjävesi,Housing loans,32525
2008,Toivakka,Housing loans,30367
2008,Uurainen,Housing loans,40208
2008,Jämsä,Housing loans,25827
2008,Kuhmoinen,Housing loans,14212
2008,Keuruu,Housing loans,22408
2008,Multia,Housing loans,16743
2008,Kannonkoski,Housing loans,13488
2008,Karstula,Housing loans,16826
2008,Kinnula,Housing loans,16039
2008,Kivijärvi,Housing loans,10195
2008,Kyyjärvi,Housing loans,13214
2008,Pihtipudas,Housing loans,16873
2008,Saarijärvi,Housing loans,20452
2008,Viitasaari,Housing loans,19257
2008,Konnevesi,Housing loans,21460
2008,Äänekoski,Housing loans,29610
2008,Alajärvi,Housing loans,18041
2008,Evijärvi,Housing loans,21565
2008,Lappajärvi,Housing loans,13483
2008,Soini,Housing loans,13350
2008,Vimpeli,Housing loans,18912
2008,Alavus,Housing loans,22361
2008,Kuortane,Housing loans,20487
2008,Ähtäri,Housing loans,22171
2008,Ilmajoki,Housing loans,33498
2008,Kauhava,Housing loans,21753
2008,Kurikka,Housing loans,22731
2008,Lapua,Housing loans,31309
2008,Seinäjoki,Housing loans,38476
2008,Isojoki,Housing loans,12087
2008,Karijoki,Housing loans,13475
2008,Kauhajoki,Housing loans,27480
2008,Teuva,Housing loans,16913
2008,Kruunupyy,Housing loans,29793
2008,Luoto,Housing loans,61794
2008,Pedersören kunta,Housing loans,44236
2008,Pietarsaari,Housing loans,39328
2008,Uusikaarlepyy,Housing loans,25921
2008,Isokyrö,Housing loans,24942
2008,Laihia,Housing loans,38949
2008,Kaskinen,Housing loans,20638
2008,Kristiinankaupunki,Housing loans,18913
2008,Närpiö,Housing loans,19935
2008,Korsnäs,Housing loans,18783
2008,Maalahti,Housing loans,30625
2008,Mustasaari,Housing loans,48067
2008,Vaasa,Housing loans,33124
2008,Vöyri,Housing loans,26968
2008,Hirvensalmi,Housing loans,20535
2008,Kangasniemi,Housing loans,19129
2008,Mikkeli,Housing loans,31590
2008,Mäntyharju,Housing loans,19294
2008,Pertunmaa,Housing loans,16334
2008,Puumala,Housing loans,16390
2008,Joroinen,Housing loans,22640
2008,Juva,Housing loans,19786
2008,Pieksämäki,Housing loans,17219
2008,Enonkoski,Housing loans,17645
2008,Heinävesi,Housing loans,15318
2008,Rantasalmi,Housing loans,17846
2008,Savonlinna,Housing loans,23386
2008,Sulkava,Housing loans,12957
2008,Kaavi,Housing loans,16804
2008,Rautavaara,Housing loans,7502
2008,Tuusniemi,Housing loans,16798
2008,Kuopio,Housing loans,30462
2008,Siilinjärvi,Housing loans,46347
2008,Rautalampi,Housing loans,17748
2008,Suonenjoki,Housing loans,19612
2008,Tervo,Housing loans,14424
2008,Vesanto,Housing loans,10870
2008,Leppävirta,Housing loans,29259
2008,Varkaus,Housing loans,24905
2008,Iisalmi,Housing loans,26554
2008,Keitele,Housing loans,16410
2008,Kiuruvesi,Housing loans,17375
2008,Lapinlahti,Housing loans,24048
2008,Pielavesi,Housing loans,15414
2008,Sonkajärvi,Housing loans,15808
2008,Vieremä,Housing loans,18867
2008,Ilomantsi,Housing loans,10179
2008,Joensuu,Housing loans,24984
2008,Juuka,Housing loans,10462
2008,Kontiolahti,Housing loans,49505
2008,Liperi,Housing loans,33042
2008,Outokumpu,Housing loans,15778
2008,Polvijärvi,Housing loans,14251
2008,Kitee,Housing loans,16669
2008,Rääkkylä,Housing loans,12021
2008,Tohmajärvi,Housing loans,14822
2008,Lieksa,Housing loans,9525
2008,Nurmes,Housing loans,9862
2008,Halsua,Housing loans,10315
2008,Kaustinen,Housing loans,26331
2008,Lestijärvi,Housing loans,14848
2008,Perho,Housing loans,18548
2008,Toholampi,Housing loans,22265
2008,Veteli,Housing loans,18733
2008,Kannus,Housing loans,28283
2008,Kokkola,Housing loans,38716
2008,Haapavesi,Housing loans,22415
2008,Pyhäntä,Housing loans,17176
2008,Siikalatva,Housing loans,16816
2008,Kuusamo,Housing loans,26279
2008,Taivalkoski,Housing loans,13235
2008,Haapajärvi,Housing loans,24252
2008,Kärsämäki,Housing loans,16216
2008,Nivala,Housing loans,32400
2008,Pyhäjärvi,Housing loans,17869
2008,Reisjärvi,Housing loans,20121
2008,Hailuoto,Housing loans,26396
2008,Kempele,Housing loans,58056
2008,Liminka,Housing loans,74058
2008,Lumijoki,Housing loans,40969
2008,Muhos,Housing loans,45182
2008,Oulu,Housing loans,38099
2008,Tyrnävä,Housing loans,56535
2008,Ii,Housing loans,36857
2008,Pudasjärvi,Housing loans,15138
2008,Utajärvi,Housing loans,20943
2008,Vaala,Housing loans,13195
2008,Pyhäjoki,Housing loans,25564
2008,Raahe,Housing loans,27255
2008,Siikajoki,Housing loans,23232
2008,Alavieska,Housing loans,23659
2008,Kalajoki,Housing loans,33187
2008,Merijärvi,Housing loans,25064
2008,Oulainen,Housing loans,29574
2008,Sievi,Housing loans,32749
2008,Ylivieska,Housing loans,37377
2008,Kajaani,Housing loans,27796
2008,Paltamo,Housing loans,15646
2008,Ristijärvi,Housing loans,12730
2008,Sotkamo,Housing loans,29849
2008,Hyrynsalmi,Housing loans,8807
2008,Kuhmo,Housing loans,14197
2008,Puolanka,Housing loans,9747
2008,Suomussalmi,Housing loans,13048
2008,Kemijärvi,Housing loans,9365
2008,Pelkosenniemi,Housing loans,10406
2008,Posio,Housing loans,10257
2008,Salla,Housing loans,8749
2008,Savukoski,Housing loans,8046
2008,Kemi,Housing loans,22398
2008,Keminmaa,Housing loans,34577
2008,Simo,Housing loans,20541
2008,Tervola,Housing loans,15681
2008,Tornio,Housing loans,35197
2008,Inari,Housing loans,19312
2008,Sodankylä,Housing loans,16614
2008,Utsjoki,Housing loans,15831
2008,Ranua,Housing loans,14569
2008,Rovaniemi,Housing loans,30870
2008,Pello,Housing loans,12254
2008,Ylitornio,Housing loans,15347
2008,Enontekiö,Housing loans,15756
2008,Kittilä,Housing loans,24451
2008,Kolari,Housing loans,16419
2008,Muonio,Housing loans,22069
2008,Maarianhamina - Mariehamn,Housing loans,35916
2008,Eckerö,Housing loans,38174
2008,Finström,Housing loans,51809
2008,Geta,Housing loans,37277
2008,Hammarland,Housing loans,43720
2008,Jomala,Housing loans,73910
2008,Lemland,Housing loans,61325
2008,Lumparland,Housing loans,51260
2008,Saltvik,Housing loans,46330
2008,Sund,Housing loans,45067
2008,Brändö,Housing loans,18468
2008,Föglö,Housing loans,19843
2008,Kumlinge,Housing loans,15865
2008,Kökar,Housing loans,17076
2008,Sottunga,Housing loans,5578
2008,Vårdö,Housing loans,25971
2009,Espoo,Housing loans,57331
2009,Helsinki,Housing loans,35004
2009,Hyvinkää,Housing loans,44121
2009,Järvenpää,Housing loans,53465
2009,Karkkila,Housing loans,40813
2009,Kauniainen,Housing loans,74348
2009,Kerava,Housing loans,45831
2009,Kirkkonummi,Housing loans,74727
2009,Lohja,Housing loans,47888
2009,Mäntsälä,Housing loans,62719
2009,Nurmijärvi,Housing loans,71913
2009,Pornainen,Housing loans,80769
2009,Sipoo,Housing loans,69606
2009,Siuntio,Housing loans,82260
2009,Tuusula,Housing loans,67328
2009,Vantaa,Housing loans,46172
2009,Vihti,Housing loans,69588
2009,Lapinjärvi,Housing loans,28769
2009,Loviisa,Housing loans,34994
2009,Askola,Housing loans,60418
2009,Myrskylä,Housing loans,28631
2009,Porvoo,Housing loans,51364
2009,Pukkila,Housing loans,38902
2009,Hanko,Housing loans,38463
2009,Inkoo,Housing loans,63090
2009,Raasepori,Housing loans,40605
2009,Aura,Housing loans,51727
2009,Koski Tl,Housing loans,23609
2009,Loimaa,Housing loans,22572
2009,Marttila,Housing loans,29946
2009,Oripää,Housing loans,24385
2009,Pöytyä,Housing loans,31680
2009,Salo,Housing loans,37908
2009,Somero,Housing loans,26672
2009,Kaarina,Housing loans,59861
2009,Lieto,Housing loans,57319
2009,Masku,Housing loans,72607
2009,Mynämäki,Housing loans,38852
2009,Naantali,Housing loans,49763
2009,Nousiainen,Housing loans,62200
2009,Paimio,Housing loans,47337
2009,Raisio,Housing loans,43253
2009,Rusko,Housing loans,62660
2009,Sauvo,Housing loans,43784
2009,Turku,Housing loans,27106
2009,Kustavi,Housing loans,19560
2009,Laitila,Housing loans,29286
2009,Pyhäranta,Housing loans,34326
2009,Taivassalo,Housing loans,30052
2009,Uusikaupunki,Housing loans,25295
2009,Vehmaa,Housing loans,27636
2009,Kemiönsaari,Housing loans,29143
2009,Parainen,Housing loans,43645
2009,Forssa,Housing loans,26570
2009,Humppila,Housing loans,23980
2009,Jokioinen,Housing loans,34726
2009,Tammela,Housing loans,33952
2009,Ypäjä,Housing loans,24296
2009,Hattula,Housing loans,53326
2009,Hämeenlinna,Housing loans,37347
2009,Janakkala,Housing loans,45025
2009,Hausjärvi,Housing loans,50030
2009,Loppi,Housing loans,47510
2009,Riihimäki,Housing loans,39205
2009,Asikkala,Housing loans,32508
2009,Hartola,Housing loans,17479
2009,Heinola,Housing loans,25349
2009,Hollola,Housing loans,44385
2009,Kärkölä,Housing loans,32431
2009,Lahti,Housing loans,31934
2009,Orimattila,Housing loans,34540
2009,Padasjoki,Housing loans,19047
2009,Sysmä,Housing loans,15722
2009,Hamina,Housing loans,29642
2009,Kotka,Housing loans,30134
2009,Miehikkälä,Housing loans,14955
2009,Pyhtää,Housing loans,39897
2009,Virolahti,Housing loans,19535
2009,Iitti,Housing loans,23848
2009,Kouvola,Housing loans,26573
2009,Imatra,Housing loans,26038
2009,Parikkala,Housing loans,14510
2009,Rautjärvi,Housing loans,14722
2009,Ruokolahti,Housing loans,28870
2009,Lappeenranta,Housing loans,31390
2009,Lemi,Housing loans,41548
2009,Luumäki,Housing loans,25507
2009,Savitaipale,Housing loans,18475
2009,Taipalsaari,Housing loans,49052
2009,Jämijärvi,Housing loans,18497
2009,Kankaanpää,Housing loans,23491
2009,Karvia,Housing loans,14222
2009,Siikainen,Housing loans,10624
2009,Harjavalta,Housing loans,22169
2009,Huittinen,Housing loans,24489
2009,Kokemäki,Housing loans,20110
2009,Merikarvia,Housing loans,18596
2009,Nakkila,Housing loans,29461
2009,Pomarkku,Housing loans,18026
2009,Pori,Housing loans,29074
2009,Ulvila,Housing loans,33610
2009,Eura,Housing loans,25371
2009,Eurajoki,Housing loans,36492
2009,Rauma,Housing loans,33819
2009,Säkylä,Housing loans,23607
2009,Akaa,Housing loans,41453
2009,Urjala,Housing loans,23173
2009,Valkeakoski,Housing loans,33848
2009,Punkalaidun,Housing loans,11943
2009,Sastamala,Housing loans,27220
2009,Ikaalinen,Housing loans,24983
2009,Kihniö,Housing loans,15841
2009,Parkano,Housing loans,19635
2009,Hämeenkyrö,Housing loans,37156
2009,Kangasala,Housing loans,52313
2009,Lempäälä,Housing loans,61448
2009,Nokia,Housing loans,50690
2009,Orivesi,Housing loans,31402
2009,Pirkkala,Housing loans,64059
2009,Pälkäne,Housing loans,36276
2009,Tampere,Housing loans,30459
2009,Vesilahti,Housing loans,60582
2009,Ylöjärvi,Housing loans,55861
2009,Juupajoki,Housing loans,24273
2009,Mänttä-Vilppula,Housing loans,18891
2009,Ruovesi,Housing loans,26126
2009,Virrat,Housing loans,17036
2009,Joutsa,Housing loans,19144
2009,Luhanka,Housing loans,15762
2009,Hankasalmi,Housing loans,22888
2009,Jyväskylä,Housing loans,34174
2009,Laukaa,Housing loans,48959
2009,Muurame,Housing loans,57395
2009,Petäjävesi,Housing loans,37294
2009,Toivakka,Housing loans,34403
2009,Uurainen,Housing loans,42129
2009,Jämsä,Housing loans,26714
2009,Kuhmoinen,Housing loans,14563
2009,Keuruu,Housing loans,24138
2009,Multia,Housing loans,16744
2009,Kannonkoski,Housing loans,14706
2009,Karstula,Housing loans,17854
2009,Kinnula,Housing loans,15941
2009,Kivijärvi,Housing loans,10817
2009,Kyyjärvi,Housing loans,13875
2009,Pihtipudas,Housing loans,18713
2009,Saarijärvi,Housing loans,21265
2009,Viitasaari,Housing loans,20768
2009,Konnevesi,Housing loans,22646
2009,Äänekoski,Housing loans,31026
2009,Alajärvi,Housing loans,19329
2009,Evijärvi,Housing loans,23536
2009,Lappajärvi,Housing loans,14587
2009,Soini,Housing loans,14225
2009,Vimpeli,Housing loans,19987
2009,Alavus,Housing loans,23673
2009,Kuortane,Housing loans,21484
2009,Ähtäri,Housing loans,22289
2009,Ilmajoki,Housing loans,35652
2009,Kauhava,Housing loans,22780
2009,Kurikka,Housing loans,24132
2009,Lapua,Housing loans,32965
2009,Seinäjoki,Housing loans,40442
2009,Isojoki,Housing loans,12992
2009,Karijoki,Housing loans,13495
2009,Kauhajoki,Housing loans,28945
2009,Teuva,Housing loans,17710
2009,Kruunupyy,Housing loans,31989
2009,Luoto,Housing loans,64003
2009,Pedersören kunta,Housing loans,45390
2009,Pietarsaari,Housing loans,40189
2009,Uusikaarlepyy,Housing loans,27469
2009,Isokyrö,Housing loans,26641
2009,Laihia,Housing loans,41845
2009,Kaskinen,Housing loans,19038
2009,Kristiinankaupunki,Housing loans,20596
2009,Närpiö,Housing loans,21561
2009,Korsnäs,Housing loans,20454
2009,Maalahti,Housing loans,31161
2009,Mustasaari,Housing loans,50073
2009,Vaasa,Housing loans,34630
2009,Vöyri,Housing loans,27333
2009,Hirvensalmi,Housing loans,21459
2009,Kangasniemi,Housing loans,20771
2009,Mikkeli,Housing loans,33011
2009,Mäntyharju,Housing loans,19798
2009,Pertunmaa,Housing loans,17567
2009,Puumala,Housing loans,17693
2009,Joroinen,Housing loans,23552
2009,Juva,Housing loans,21338
2009,Pieksämäki,Housing loans,18367
2009,Enonkoski,Housing loans,18250
2009,Heinävesi,Housing loans,16040
2009,Rantasalmi,Housing loans,17947
2009,Savonlinna,Housing loans,24904
2009,Sulkava,Housing loans,13597
2009,Kaavi,Housing loans,17607
2009,Rautavaara,Housing loans,7344
2009,Tuusniemi,Housing loans,17272
2009,Kuopio,Housing loans,31930
2009,Siilinjärvi,Housing loans,48606
2009,Rautalampi,Housing loans,18914
2009,Suonenjoki,Housing loans,21032
2009,Tervo,Housing loans,16169
2009,Vesanto,Housing loans,11211
2009,Leppävirta,Housing loans,30317
2009,Varkaus,Housing loans,25020
2009,Iisalmi,Housing loans,27743
2009,Keitele,Housing loans,17432
2009,Kiuruvesi,Housing loans,18018
2009,Lapinlahti,Housing loans,25560
2009,Pielavesi,Housing loans,16175
2009,Sonkajärvi,Housing loans,17117
2009,Vieremä,Housing loans,19033
2009,Ilomantsi,Housing loans,10677
2009,Joensuu,Housing loans,26012
2009,Juuka,Housing loans,11350
2009,Kontiolahti,Housing loans,51198
2009,Liperi,Housing loans,35260
2009,Outokumpu,Housing loans,16725
2009,Polvijärvi,Housing loans,15079
2009,Kitee,Housing loans,17353
2009,Rääkkylä,Housing loans,12954
2009,Tohmajärvi,Housing loans,14944
2009,Lieksa,Housing loans,9951
2009,Nurmes,Housing loans,10819
2009,Halsua,Housing loans,10843
2009,Kaustinen,Housing loans,29215
2009,Lestijärvi,Housing loans,15281
2009,Perho,Housing loans,19924
2009,Toholampi,Housing loans,24602
2009,Veteli,Housing loans,19647
2009,Kannus,Housing loans,29242
2009,Kokkola,Housing loans,40417
2009,Haapavesi,Housing loans,24055
2009,Pyhäntä,Housing loans,17591
2009,Siikalatva,Housing loans,18073
2009,Kuusamo,Housing loans,27091
2009,Taivalkoski,Housing loans,14251
2009,Haapajärvi,Housing loans,25126
2009,Kärsämäki,Housing loans,17460
2009,Nivala,Housing loans,33325
2009,Pyhäjärvi,Housing loans,19151
2009,Reisjärvi,Housing loans,23029
2009,Hailuoto,Housing loans,29067
2009,Kempele,Housing loans,59123
2009,Liminka,Housing loans,76250
2009,Lumijoki,Housing loans,42737
2009,Muhos,Housing loans,46995
2009,Oulu,Housing loans,39228
2009,Tyrnävä,Housing loans,58295
2009,Ii,Housing loans,39137
2009,Pudasjärvi,Housing loans,16024
2009,Utajärvi,Housing loans,20659
2009,Vaala,Housing loans,14174
2009,Pyhäjoki,Housing loans,24336
2009,Raahe,Housing loans,28706
2009,Siikajoki,Housing loans,25066
2009,Alavieska,Housing loans,24201
2009,Kalajoki,Housing loans,34392
2009,Merijärvi,Housing loans,20192
2009,Oulainen,Housing loans,30461
2009,Sievi,Housing loans,34138
2009,Ylivieska,Housing loans,38617
2009,Kajaani,Housing loans,28789
2009,Paltamo,Housing loans,17022
2009,Ristijärvi,Housing loans,12769
2009,Sotkamo,Housing loans,32071
2009,Hyrynsalmi,Housing loans,9069
2009,Kuhmo,Housing loans,14679
2009,Puolanka,Housing loans,9853
2009,Suomussalmi,Housing loans,13507
2009,Kemijärvi,Housing loans,9719
2009,Pelkosenniemi,Housing loans,11403
2009,Posio,Housing loans,10802
2009,Salla,Housing loans,9286
2009,Savukoski,Housing loans,8548
2009,Kemi,Housing loans,22765
2009,Keminmaa,Housing loans,35681
2009,Simo,Housing loans,21739
2009,Tervola,Housing loans,16150
2009,Tornio,Housing loans,35733
2009,Inari,Housing loans,21000
2009,Sodankylä,Housing loans,17671
2009,Utsjoki,Housing loans,17318
2009,Ranua,Housing loans,14903
2009,Rovaniemi,Housing loans,32316
2009,Pello,Housing loans,13125
2009,Ylitornio,Housing loans,15500
2009,Enontekiö,Housing loans,16719
2009,Kittilä,Housing loans,26311
2009,Kolari,Housing loans,17529
2009,Muonio,Housing loans,22531
2009,Maarianhamina - Mariehamn,Housing loans,38242
2009,Eckerö,Housing loans,41235
2009,Finström,Housing loans,54008
2009,Geta,Housing loans,41550
2009,Hammarland,Housing loans,48640
2009,Jomala,Housing loans,79998
2009,Lemland,Housing loans,66796
2009,Lumparland,Housing loans,53982
2009,Saltvik,Housing loans,51597
2009,Sund,Housing loans,45436
2009,Brändö,Housing loans,20109
2009,Föglö,Housing loans,20279
2009,Kumlinge,Housing loans,21001
2009,Kökar,Housing loans,17811
2009,Sottunga,Housing loans,9025
2009,Vårdö,Housing loans,26251
2010,Espoo,Housing loans,59965
2010,Helsinki,Housing loans,36895
2010,Hyvinkää,Housing loans,45796
2010,Järvenpää,Housing loans,55183
2010,Karkkila,Housing loans,42179
2010,Kauniainen,Housing loans,80503
2010,Kerava,Housing loans,46057
2010,Kirkkonummi,Housing loans,76684
2010,Lohja,Housing loans,50121
2010,Mäntsälä,Housing loans,64762
2010,Nurmijärvi,Housing loans,74363
2010,Pornainen,Housing loans,81943
2010,Sipoo,Housing loans,73027
2010,Siuntio,Housing loans,84266
2010,Tuusula,Housing loans,69325
2010,Vantaa,Housing loans,48039
2010,Vihti,Housing loans,71663
2010,Lapinjärvi,Housing loans,31426
2010,Loviisa,Housing loans,37284
2010,Askola,Housing loans,61860
2010,Myrskylä,Housing loans,31382
2010,Porvoo,Housing loans,53679
2010,Pukkila,Housing loans,40623
2010,Hanko,Housing loans,39681
2010,Inkoo,Housing loans,64964
2010,Raasepori,Housing loans,42837
2010,Aura,Housing loans,53664
2010,Koski Tl,Housing loans,25289
2010,Loimaa,Housing loans,23469
2010,Marttila,Housing loans,31731
2010,Oripää,Housing loans,26396
2010,Pöytyä,Housing loans,33385
2010,Salo,Housing loans,39059
2010,Somero,Housing loans,27369
2010,Kaarina,Housing loans,61510
2010,Lieto,Housing loans,60715
2010,Masku,Housing loans,76492
2010,Mynämäki,Housing loans,40567
2010,Naantali,Housing loans,52698
2010,Nousiainen,Housing loans,63851
2010,Paimio,Housing loans,49867
2010,Raisio,Housing loans,44189
2010,Rusko,Housing loans,65248
2010,Sauvo,Housing loans,45399
2010,Turku,Housing loans,28028
2010,Kustavi,Housing loans,20940
2010,Laitila,Housing loans,30210
2010,Pyhäranta,Housing loans,35040
2010,Taivassalo,Housing loans,31334
2010,Uusikaupunki,Housing loans,26569
2010,Vehmaa,Housing loans,28824
2010,Kemiönsaari,Housing loans,30758
