Municipality,Year,divorces/1000
Kustavi,2002,27.0
Kuusamo,2002,11.8
Kyyjärvi,2002,7.3
Kärkölä,2002,6.5
Kärsämäki,2002,16.3
Kökar,2002,0.0
Lahti,2002,19.8
Laihia,2002,9.1
Laitila,2002,11.4
Lapinjärvi,2002,4.4
Lapinlahti,2002,8.4
Lappajärvi,2002,7.8
Lappeenranta,2002,16.9
Lapua,2002,10.6
Laukaa,2002,10.0
Lemi,2002,9.3
Lemland,2002,7.0
Lempäälä,2002,13.4
Leppävirta,2002,9.9
Lestijärvi,2002,13.0
Lieksa,2002,15.0
Lieto,2002,9.7
Liminka,2002,9.8
Liperi,2002,12.5
Lohja,2002,15.2
Loimaa,2002,12.8
Loppi,2002,14.8
Loviisa,2002,13.9
Luhanka,2002,8.5
Lumijoki,2002,7.6
Lumparland,2002,0.0
Larsmo,2002,2.9
Luumäki,2002,8.9
Malax,2002,6.8
Mariehamn,2002,25.4
Marttila,2002,15.5
Masku,2002,11.3
Merijärvi,2002,11.2
Merikarvia,2002,9.4
Miehikkälä,2002,13.1
Mikkeli,2002,13.5
Muhos,2002,14.0
Multia,2002,13.6
Muonio,2002,9.6
Korsholm,2002,7.9
Muurame,2002,15.0
Mynämäki,2002,11.0
Myrskylä,2002,6.5
Mäntsälä,2002,13.7
Mänttä-Vilppula,2002,10.2
Mäntyharju,2002,15.5
Naantali,2002,16.1
Nakkila,2002,11.6
Nivala,2002,12.9
Nokia,2002,18.1
Nousiainen,2002,12.9
Nurmes,2002,7.3
Nurmijärvi,2002,13.4
Närpes,2002,7.3
Orimattila,2002,16.1
Oripää,2002,25.5
Orivesi,2002,8.1
Oulainen,2002,12.7
Oulu,2002,16.6
Outokumpu,2002,12.9
Padasjoki,2002,15.8
Paimio,2002,14.4
Paltamo,2002,11.2
Pargas,2002,8.4
Parikkala,2002,7.3
Parkano,2002,8.1
Pedersöre,2002,3.2
Pelkosenniemi,2002,26.3
Pello,2002,10.2
Perho,2002,12.6
Pertunmaa,2002,9.8
Petäjävesi,2002,14.5
Pieksämäki,2002,13.1
Pielavesi,2002,15.8
Jakobstad,2002,11.1
Pihtipudas,2002,9.7
Pirkkala,2002,13.6
Polvijärvi,2002,19.2
Pomarkku,2002,9.2
Pori,2002,17.9
Pornainen,2002,9.0
Porvoo,2002,17.5
Posio,2002,4.2
Pudasjärvi,2002,13.7
Pukkila,2002,19.7
Punkalaidun,2002,5.7
Puolanka,2002,16.5
Puumala,2002,9.3
Pyhtää,2002,15.1
Pyhäjoki,2002,3.4
Pyhäjärvi,2002,11.6
Pyhäntä,2002,18.6
Pyhäranta,2002,11.7
Pälkäne,2002,10.9
Pöytyä,2002,10.0
Raahe,2002,11.6
Raasepori,2002,14.3
Raisio,2002,21.1
Rantasalmi,2002,4.5
Ranua,2002,4.4
Rauma,2002,13.3
Rautalampi,2002,3.7
Rautavaara,2002,11.8
Rautjärvi,2002,9.7
Reisjärvi,2002,2.1
Riihimäki,2002,17.7
Ristijärvi,2002,4.1
Rovaniemi,2002,19.9
Ruokolahti,2002,9.8
Ruovesi,2002,10.0
Rusko,2002,7.2
Rääkkylä,2002,4.4
Saarijärvi,2002,13.8
Salla,2002,7.6
Salo,2002,14.9
Saltvik,2002,11.5
Sastamala,2002,12.2
Sauvo,2002,16.2
Savitaipale,2002,8.0
Savonlinna,2002,14.9
Savukoski,2002,11.1
Seinäjoki,2002,15.3
Sievi,2002,14.3
Siikainen,2002,0.0
Siikajoki,2002,6.8
Siikalatva,2002,6.8
Siilinjärvi,2002,12.9
Simo,2002,10.4
Sipoo,2002,12.8
Siuntio,2002,8.6
Sodankylä,2002,8.6
Soini,2002,4.5
Somero,2002,17.4
Sonkajärvi,2002,5.1
Sotkamo,2002,11.0
Sottunga,2002,0.0
Sulkava,2002,9.4
Sund,2002,13.4
Suomussalmi,2002,12.0
Suonenjoki,2002,14.8
Sysmä,2002,22.1
Säkylä,2002,11.0
Taipalsaari,2002,7.7
Taivalkoski,2002,13.3
Taivassalo,2002,0.0
Tammela,2002,10.5
Tampere,2002,21.2
Tervo,2002,3.8
Tervola,2002,5.8
Teuva,2002,14.2
Tohmajärvi,2002,11.1
Toholampi,2002,3.2
Toivakka,2002,10.7
Tornio,2002,19.3
Turku,2002,22.3
Tuusniemi,2002,12.8
Tuusula,2002,13.9
Tyrnävä,2002,4.9
Ulvila,2002,16.5
Urjala,2002,11.6
Utajärvi,2002,4.2
Utsjoki,2002,10.5
Uurainen,2002,6.1
Nykarleby,2002,4.6
Uusikaupunki,2002,12.7
Vaala,2002,7.1
Vaasa,2002,16.3
Valkeakoski,2002,10.6
Vantaa,2002,20.1
Varkaus,2002,15.6
Vehmaa,2002,15.1
Vesanto,2002,10.6
Vesilahti,2002,9.7
Veteli,2002,3.1
Vieremä,2002,10.3
Vihti,2002,14.0
Viitasaari,2002,8.0
Vimpeli,2002,15.1
Virolahti,2002,18.6
Virrat,2002,9.5
Vårdö,2002,15.6
Vöyri,2002,7.3
Ylitornio,2002,7.5
Ylivieska,2002,12.7
Ylöjärvi,2002,14.2
Ypäjä,2002,15.5
Ähtäri,2002,17.3
Äänekoski,2002,10.0
Akaa,2003,16.2
Alajärvi,2003,9.6
Alavieska,2003,12.0
Alavus,2003,14.0
Asikkala,2003,14.3
Askola,2003,11.9
Aura,2003,22.4
Brändö,2003,16.9
Eckerö,2003,0.0
Enonkoski,2003,7.7
Enontekiö,2003,0.0
Espoo,2003,19.0
Eura,2003,12.6
Eurajoki,2003,6.5
Evijärvi,2003,6.0
Finström,2003,22.4
Forssa,2003,16.4
Föglö,2003,0.0
Geta,2003,0.0
Haapajärvi,2003,10.8
Haapavesi,2003,6.1
Hailuoto,2003,0.0
Halsua,2003,0.0
Hamina,2003,14.0
Hammarland,2003,9.3
Hankasalmi,2003,8.8
Hanko,2003,16.0
Harjavalta,2003,27.4
Hartola,2003,11.5
Hattula,2003,13.7
Hausjärvi,2003,12.1
Heinola,2003,20.6
Heinävesi,2003,19.4
Helsinki,2003,23.3
Hirvensalmi,2003,2.7
Hollola,2003,14.7
Huittinen,2003,15.2
Humppila,2003,2.5
Hyrynsalmi,2003,5.9
Hyvinkää,2003,20.5
Hämeenkyrö,2003,13.2
Hämeenlinna,2003,18.5
Ii,2003,15.5
Iisalmi,2003,18.9
Iitti,2003,11.6
Ikaalinen,2003,11.8
Ilmajoki,2003,8.4
Ilomantsi,2003,8.9
Imatra,2003,22.2
Inari,2003,8.2
Ingå,2003,8.0
Isojoki,2003,2.7
Isokyrö,2003,10.8
Janakkala,2003,16.1
Joensuu,2003,16.2
Jokioinen,2003,16.1
Jomala,2003,16.2
Joroinen,2003,14.0
Joutsa,2003,15.9
Juuka,2003,10.0
Juupajoki,2003,2.9
Juva,2003,8.8
Jyväskylä,2003,17.6
Jämijärvi,2003,8.0
Jämsä,2003,12.9
Järvenpää,2003,20.4
Kaarina,2003,12.6
Kaavi,2003,19.7
Kajaani,2003,15.1
Kalajoki,2003,9.8
Kangasala,2003,11.3
Kangasniemi,2003,8.8
Kankaanpää,2003,10.4
Kannonkoski,2003,19.2
Kannus,2003,8.9
Karijoki,2003,4.0
Karkkila,2003,18.6
Karstula,2003,18.1
Karvia,2003,13.8
Kaskinen,2003,10.6
Kauhajoki,2003,17.6
Kauhava,2003,12.0
Kauniainen,2003,9.7
Kaustinen,2003,6.7
Keitele,2003,11.8
Kemi,2003,17.2
Kemijärvi,2003,13.3
Keminmaa,2003,14.9
Kimitoön,2003,15.8
Kempele,2003,18.9
Kerava,2003,23.9
Keuruu,2003,14.5
Kihniö,2003,2.5
Kinnula,2003,7.3
Kirkkonummi,2003,15.6
Kitee,2003,11.5
Kittilä,2003,8.9
Kiuruvesi,2003,14.3
Kivijärvi,2003,8.6
Kokemäki,2003,9.7
Kokkola,2003,13.9
Kolari,2003,7.1
Konnevesi,2003,12.7
Kontiolahti,2003,9.7
Korsnäs,2003,2.8
Koski Tl,2003,10.7
Kotka,2003,13.8
Kouvola,2003,18.3
Kristinestad,2003,9.6
Kronoby,2003,4.9
Kuhmo,2003,8.3
Kuhmoinen,2003,14.2
Kumlinge,2003,44.4
Kuopio,2003,17.2
Kuortane,2003,15.5
Kurikka,2003,13.0
Kustavi,2003,14.1
Kuusamo,2003,13.2
Kyyjärvi,2003,3.7
Kärkölä,2003,16.9
Kärsämäki,2003,16.7
Kökar,2003,0.0
Lahti,2003,17.5
Laihia,2003,9.9
Laitila,2003,15.3
Lapinjärvi,2003,11.2
Lapinlahti,2003,8.6
Lappajärvi,2003,4.7
Lappeenranta,2003,18.5
Lapua,2003,9.8
Laukaa,2003,16.1
Lemi,2003,11.2
Lemland,2003,7.1
Lempäälä,2003,13.9
Leppävirta,2003,11.8
Lestijärvi,2003,6.6
Lieksa,2003,10.8
Lieto,2003,7.1
Liminka,2003,10.1
Liperi,2003,13.6
Lohja,2003,17.6
Loimaa,2003,20.2
Loppi,2003,12.5
Loviisa,2003,15.3
Luhanka,2003,0.0
Lumijoki,2003,11.3
Lumparland,2003,0.0
Larsmo,2003,5.7
Luumäki,2003,13.2
Malax,2003,6.9
Mariehamn,2003,14.7
Marttila,2003,15.7
Masku,2003,13.0
Merijärvi,2003,5.6
Merikarvia,2003,5.9
Miehikkälä,2003,10.8
Mikkeli,2003,15.9
Muhos,2003,15.8
Multia,2003,10.8
Muonio,2003,12.2
Korsholm,2003,9.2
Muurame,2003,10.3
Mynämäki,2003,9.5
Myrskylä,2003,13.2
Mäntsälä,2003,14.2
Mänttä-Vilppula,2003,13.0
Mäntyharju,2003,13.5
Naantali,2003,17.2
Nakkila,2003,13.8
Nivala,2003,10.7
Nokia,2003,22.6
Nousiainen,2003,14.0
Nurmes,2003,12.8
Nurmijärvi,2003,14.8
Närpes,2003,7.5
Orimattila,2003,10.5
Oripää,2003,10.1
Orivesi,2003,18.5
Oulainen,2003,12.0
Oulu,2003,16.2
Outokumpu,2003,13.4
Padasjoki,2003,12.6
Paimio,2003,10.5
Paltamo,2003,8.2
Pargas,2003,9.2
Parikkala,2003,9.6
Parkano,2003,9.7
Pedersöre,2003,5.8
Pelkosenniemi,2003,6.5
Pello,2003,12.9
Perho,2003,8.7
Pertunmaa,2003,0.0
Petäjävesi,2003,10.9
Pieksämäki,2003,16.5
Pielavesi,2003,11.4
Jakobstad,2003,11.7
Pihtipudas,2003,11.4
Pirkkala,2003,11.7
Polvijärvi,2003,13.0
Pomarkku,2003,9.3
Pori,2003,16.5
Pornainen,2003,8.9
Porvoo,2003,19.1
Posio,2003,11.5
Pudasjärvi,2003,8.9
Pukkila,2003,16.2
Punkalaidun,2003,9.6
Puolanka,2003,18.7
Puumala,2003,12.1
Pyhtää,2003,14.3
Pyhäjoki,2003,5.2
Pyhäjärvi,2003,16.3
Pyhäntä,2003,7.4
Pyhäranta,2003,14.2
Pälkäne,2003,14.9
Pöytyä,2003,10.9
Raahe,2003,11.6
Raasepori,2003,14.3
Raisio,2003,17.4
Rantasalmi,2003,7.7
Ranua,2003,14.9
Rauma,2003,13.4
Rautalampi,2003,7.5
Rautavaara,2003,25.1
Rautjärvi,2003,14.3
Reisjärvi,2003,6.3
Riihimäki,2003,21.8
Ristijärvi,2003,12.8
Rovaniemi,2003,16.2
Ruokolahti,2003,15.0
Ruovesi,2003,7.6
Rusko,2003,11.8
Rääkkylä,2003,4.5
Saarijärvi,2003,11.7
Salla,2003,14.2
Salo,2003,15.4
Saltvik,2003,11.5
Sastamala,2003,12.0
Sauvo,2003,14.2
Savitaipale,2003,11.5
Savonlinna,2003,13.5
Savukoski,2003,11.6
Seinäjoki,2003,15.8
Sievi,2003,9.1
Siikainen,2003,3.2
Siikajoki,2003,6.8
Siikalatva,2003,8.1
Siilinjärvi,2003,11.8
Simo,2003,9.1
Sipoo,2003,10.6
Siuntio,2003,6.3
Sodankylä,2003,15.5
Soini,2003,2.3
Somero,2003,12.2
Sonkajärvi,2003,7.9
Sotkamo,2003,10.5
Sottunga,2003,0.0
Sulkava,2003,15.7
Sund,2003,27.0
Suomussalmi,2003,11.0
Suonenjoki,2003,15.2
Sysmä,2003,12.2
Säkylä,2003,11.2
Taipalsaari,2003,14.2
Taivalkoski,2003,9.4
Taivassalo,2003,0.0
Tammela,2003,6.7
Tampere,2003,20.5
Tervo,2003,11.6
Tervola,2003,11.9
Teuva,2003,8.6
Tohmajärvi,2003,10.3
Toholampi,2003,3.2
Toivakka,2003,10.8
Tornio,2003,14.6
Turku,2003,21.4
Tuusniemi,2003,4.3
Tuusula,2003,14.8
Tyrnävä,2003,6.0
Ulvila,2003,14.9
Urjala,2003,11.8
Utajärvi,2003,13.1
Utsjoki,2003,16.2
Uurainen,2003,14.3
Nykarleby,2003,6.2
Uusikaupunki,2003,15.0
Vaala,2003,7.0
Vaasa,2003,16.8
Valkeakoski,2003,14.4
Vantaa,2003,20.4
Varkaus,2003,19.7
Vehmaa,2003,5.0
Vesanto,2003,2.7
Vesilahti,2003,14.3
Veteli,2003,7.9
Vieremä,2003,10.6
Vihti,2003,16.5
Viitasaari,2003,10.9
Vimpeli,2003,1.7
Virolahti,2003,8.5
Virrat,2003,13.1
Vårdö,2003,14.7
Vöyri,2003,6.5
Ylitornio,2003,11.6
Ylivieska,2003,10.1
Ylöjärvi,2003,13.4
Ypäjä,2003,7.5
Ähtäri,2003,9.6
Äänekoski,2003,14.0
Akaa,2004,11.4
Alajärvi,2004,6.5
Alavieska,2004,7.1
Alavus,2004,8.6
Asikkala,2004,15.2
Askola,2004,9.3
Aura,2004,15.0
Brändö,2004,0.0
Eckerö,2004,21.9
Enonkoski,2004,15.9
Enontekiö,2004,9.5
Espoo,2004,15.9
Eura,2004,9.8
Eurajoki,2004,6.5
Evijärvi,2004,10.4
Finström,2004,17.0
Forssa,2004,20.2
Föglö,2004,0.0
Geta,2004,0.0
Haapajärvi,2004,11.7
Haapavesi,2004,15.8
Hailuoto,2004,6.3
Halsua,2004,12.3
Hamina,2004,13.6
Hammarland,2004,4.5
Hankasalmi,2004,8.8
Hanko,2004,15.6
Harjavalta,2004,24.6
Hartola,2004,13.6
Hattula,2004,10.6
Hausjärvi,2004,16.6
Heinola,2004,19.2
Heinävesi,2004,1.6
Helsinki,2004,22.8
Hirvensalmi,2004,11.1
Hollola,2004,11.5
Huittinen,2004,13.0
Humppila,2004,9.8
Hyrynsalmi,2004,4.0
Hyvinkää,2004,17.7
Hämeenkyrö,2004,12.6
Hämeenlinna,2004,17.8
Ii,2004,12.4
Iisalmi,2004,14.3
Iitti,2004,8.9
Ikaalinen,2004,8.4
Ilmajoki,2004,14.8
Ilomantsi,2004,10.2
Imatra,2004,18.7
Inari,2004,10.3
Ingå,2004,9.0
Isojoki,2004,13.3
Isokyrö,2004,13.6
Janakkala,2004,17.5
Joensuu,2004,15.9
Jokioinen,2004,8.6
Jomala,2004,10.7
Joroinen,2004,17.8
Joutsa,2004,17.9
Juuka,2004,10.2
Juupajoki,2004,5.8
Juva,2004,10.9
Jyväskylä,2004,15.8
Jämijärvi,2004,13.4
Jämsä,2004,11.7
Järvenpää,2004,18.1
Kaarina,2004,15.3
Kaavi,2004,12.9
Kajaani,2004,13.5
Kalajoki,2004,7.3
Kangasala,2004,12.7
Kangasniemi,2004,13.6
Kankaanpää,2004,11.3
Kannonkoski,2004,4.7
Kannus,2004,7.0
Karijoki,2004,12.3
Karkkila,2004,10.0
Karstula,2004,9.3
Karvia,2004,4.7
Kaskinen,2004,10.8
Kauhajoki,2004,12.9
Kauhava,2004,11.8
Kauniainen,2004,11.4
Kaustinen,2004,13.8
Keitele,2004,0.0
Kemi,2004,18.3
Kemijärvi,2004,11.0
Keminmaa,2004,14.0
Kimitoön,2004,8.1
Kempele,2004,13.2
Kerava,2004,22.4
Keuruu,2004,13.6
Kihniö,2004,15.3
Kinnula,2004,7.4
Kirkkonummi,2004,15.0
Kitee,2004,7.7
Kittilä,2004,14.2
Kiuruvesi,2004,11.3
Kivijärvi,2004,28.2
Kokemäki,2004,15.3
Kokkola,2004,10.7
Kolari,2004,12.6
Konnevesi,2004,4.3
Kontiolahti,2004,10.6
Korsnäs,2004,5.7
Koski Tl,2004,16.5
Kotka,2004,18.0
Kouvola,2004,15.4
Kristinestad,2004,9.7
Kronoby,2004,9.0
Kuhmo,2004,12.1
Kuhmoinen,2004,4.8
Kumlinge,2004,0.0
Kuopio,2004,18.1
Kuortane,2004,8.7
Kurikka,2004,10.1
Kustavi,2004,14.1
Kuusamo,2004,9.7
Kyyjärvi,2004,11.5
Kärkölä,2004,6.5
Kärsämäki,2004,12.7
Kökar,2004,22.7
Lahti,2004,19.8
Laihia,2004,11.3
Laitila,2004,18.6
Lapinjärvi,2004,15.7
Lapinlahti,2004,12.6
Lappajärvi,2004,9.7
Lappeenranta,2004,18.3
Lapua,2004,9.4
Laukaa,2004,15.4
Lemi,2004,11.5
Lemland,2004,3.5
Lempäälä,2004,12.1
Leppävirta,2004,9.6
Lestijärvi,2004,13.7
Lieksa,2004,8.7
Lieto,2004,10.1
Liminka,2004,12.0
Liperi,2004,16.5
Lohja,2004,17.1
Loimaa,2004,11.9
Loppi,2004,11.6
Loviisa,2004,8.9
Luhanka,2004,0.0
Lumijoki,2004,7.5
Lumparland,2004,13.9
Larsmo,2004,8.3
Luumäki,2004,14.5
Malax,2004,8.3
Mariehamn,2004,15.3
Marttila,2004,9.6
Masku,2004,5.5
Merijärvi,2004,11.6
Merikarvia,2004,11.8
Miehikkälä,2004,5.5
Mikkeli,2004,15.9
Muhos,2004,16.2
Multia,2004,14.5
Muonio,2004,2.5
Korsholm,2004,7.2
Muurame,2004,17.5
Mynämäki,2004,15.4
Myrskylä,2004,10.3
Mäntsälä,2004,14.2
Mänttä-Vilppula,2004,16.1
Mäntyharju,2004,12.8
Naantali,2004,17.9
Nakkila,2004,8.0
Nivala,2004,8.2
Nokia,2004,15.9
Nousiainen,2004,11.4
Nurmes,2004,13.1
Nurmijärvi,2004,14.8
Närpes,2004,3.5
Orimattila,2004,12.5
Oripää,2004,14.9
Orivesi,2004,17.8
Oulainen,2004,15.3
Oulu,2004,17.6
Outokumpu,2004,11.9
Padasjoki,2004,13.1
Paimio,2004,15.9
Paltamo,2004,1.6
Pargas,2004,13.6
Parikkala,2004,16.6
Parkano,2004,9.3
Pedersöre,2004,1.6
Pelkosenniemi,2004,26.5
Pello,2004,10.6
Perho,2004,2.2
Pertunmaa,2004,10.6
Petäjävesi,2004,12.8
Pieksämäki,2004,16.2
Pielavesi,2004,9.1
Jakobstad,2004,14.2
Pihtipudas,2004,16.3
Pirkkala,2004,10.9
Polvijärvi,2004,13.6
Pomarkku,2004,6.9
Pori,2004,17.7
Pornainen,2004,9.9
Porvoo,2004,17.3
Posio,2004,5.8
Pudasjärvi,2004,12.3
Pukkila,2004,3.2
Punkalaidun,2004,3.9
Puolanka,2004,15.6
Puumala,2004,16.8
Pyhtää,2004,9.0
Pyhäjoki,2004,7.0
Pyhäjärvi,2004,14.4
Pyhäntä,2004,7.5
Pyhäranta,2004,12.2
Pälkäne,2004,10.8
Pöytyä,2004,18.9
Raahe,2004,12.9
Raasepori,2004,16.5
Raisio,2004,15.9
Rantasalmi,2004,9.4
Ranua,2004,10.8
Rauma,2004,13.9
Rautalampi,2004,13.5
Rautavaara,2004,9.8
Rautjärvi,2004,16.5
Reisjärvi,2004,8.4
Riihimäki,2004,15.6
Ristijärvi,2004,4.3
Rovaniemi,2004,16.7
Ruokolahti,2004,10.4
Ruovesi,2004,7.7
Rusko,2004,13.6
Rääkkylä,2004,6.8
Saarijärvi,2004,12.0
Salla,2004,13.2
Salo,2004,16.8
Saltvik,2004,7.7
Sastamala,2004,13.3
Sauvo,2004,10.1
Savitaipale,2004,6.8
Savonlinna,2004,14.9
Savukoski,2004,6.3
Seinäjoki,2004,16.6
Sievi,2004,10.4
Siikainen,2004,10.1
Siikajoki,2004,8.0
Siikalatva,2004,8.5
Siilinjärvi,2004,13.4
Simo,2004,15.3
Sipoo,2004,14.2
Siuntio,2004,14.3
Sodankylä,2004,9.0
Soini,2004,2.3
Somero,2004,11.1
Sonkajärvi,2004,9.2
Sotkamo,2004,13.0
Sottunga,2004,0.0
Sulkava,2004,10.0
Sund,2004,19.6
Suomussalmi,2004,12.7
Suonenjoki,2004,9.9
Sysmä,2004,10.7
Säkylä,2004,16.8
Taipalsaari,2004,17.8
Taivalkoski,2004,16.6
Taivassalo,2004,6.7
Tammela,2004,12.3
Tampere,2004,22.2
Tervo,2004,7.6
Tervola,2004,16.2
Teuva,2004,9.8
Tohmajärvi,2004,9.2
Toholampi,2004,6.5
Toivakka,2004,11.0
Tornio,2004,12.2
Turku,2004,22.9
Tuusniemi,2004,15.4
Tuusula,2004,15.0
Tyrnävä,2004,9.1
Ulvila,2004,12.3
Urjala,2004,7.2
Utajärvi,2004,15.4
Utsjoki,2004,16.8
Uurainen,2004,16.4
Nykarleby,2004,9.5
Uusikaupunki,2004,12.9
Vaala,2004,16.1
Vaasa,2004,13.3
Valkeakoski,2004,16.5
Vantaa,2004,19.2
Varkaus,2004,16.4
Vehmaa,2004,7.6
Vesanto,2004,8.2
Vesilahti,2004,7.9
Veteli,2004,4.7
Vieremä,2004,6.2
Vihti,2004,19.6
Viitasaari,2004,15.2
Vimpeli,2004,15.7
Virolahti,2004,6.8
Virrat,2004,12.5
Vårdö,2004,14.1
Vöyri,2004,6.6
Ylitornio,2004,12.0
Ylivieska,2004,9.1
Ylöjärvi,2004,13.2
Ypäjä,2004,12.7
Ähtäri,2004,7.1
Äänekoski,2004,14.0
Akaa,2005,11.8
Alajärvi,2005,6.0
Alavieska,2005,4.8
Alavus,2005,11.7
Asikkala,2005,16.6
Askola,2005,11.8
Aura,2005,11.3
Brändö,2005,0.0
Eckerö,2005,0.0
Enonkoski,2005,11.9
Enontekiö,2005,16.3
Espoo,2005,15.8
Eura,2005,12.3
Eurajoki,2005,8.8
Evijärvi,2005,19.0
Finström,2005,11.6
Forssa,2005,21.0
Föglö,2005,0.0
Geta,2005,0.0
Haapajärvi,2005,11.9
Haapavesi,2005,6.1
Hailuoto,2005,0.0
Halsua,2005,4.2
Hamina,2005,15.2
Hammarland,2005,9.6
Hankasalmi,2005,12.7
Hanko,2005,17.1
Harjavalta,2005,9.1
Hartola,2005,9.9
Hattula,2005,19.1
Hausjärvi,2005,14.4
Heinola,2005,19.8
Heinävesi,2005,13.5
Helsinki,2005,22.9
Hirvensalmi,2005,5.4
Hollola,2005,15.5
Huittinen,2005,19.0
Humppila,2005,2.5
Hyrynsalmi,2005,10.3
Hyvinkää,2005,17.5
Hämeenkyrö,2005,18.1
Hämeenlinna,2005,19.7
Ii,2005,9.0
Iisalmi,2005,17.6
Iitti,2005,12.8
Ikaalinen,2005,17.1
Ilmajoki,2005,7.1
Ilomantsi,2005,7.2
Imatra,2005,16.0
Inari,2005,12.4
Ingå,2005,6.6
Isojoki,2005,5.4
Isokyrö,2005,10.1
Janakkala,2005,24.0
Joensuu,2005,20.2
Jokioinen,2005,7.6
Jomala,2005,12.3
Joroinen,2005,15.7
Joutsa,2005,8.2
Juuka,2005,9.4
Juupajoki,2005,11.8
Juva,2005,13.7
Jyväskylä,2005,17.8
Jämijärvi,2005,5.6
Jämsä,2005,12.4
Järvenpää,2005,18.5
Kaarina,2005,15.7
Kaavi,2005,11.1
Kajaani,2005,14.8
Kalajoki,2005,12.2
Kangasala,2005,11.3
Kangasniemi,2005,11.6
Kankaanpää,2005,15.6
Kannonkoski,2005,14.0
Kannus,2005,8.1
Karijoki,2005,17.0
Karkkila,2005,19.3
Karstula,2005,13.6
Karvia,2005,9.6
Kaskinen,2005,11.2
Kauhajoki,2005,8.9
Kauhava,2005,10.4
Kauniainen,2005,20.1
Kaustinen,2005,9.8
Keitele,2005,14.7
Kemi,2005,18.2
Kemijärvi,2005,12.2
Keminmaa,2005,10.7
Kimitoön,2005,10.7
Kempele,2005,19.0
Kerava,2005,20.6
Keuruu,2005,16.9
Kihniö,2005,5.1
Kinnula,2005,0.0
Kirkkonummi,2005,12.1
Kitee,2005,11.3
Kittilä,2005,9.0
Kiuruvesi,2005,17.8
Kivijärvi,2005,19.3
Kokemäki,2005,10.8
Kokkola,2005,12.9
Kolari,2005,14.5
Konnevesi,2005,13.2
Kontiolahti,2005,15.1
Korsnäs,2005,5.6
Koski Tl,2005,28.3
Kotka,2005,19.5
Kouvola,2005,17.4
Kristinestad,2005,12.2
Kronoby,2005,9.9
Kuhmo,2005,9.9
Kuhmoinen,2005,19.5
Kumlinge,2005,0.0
Kuopio,2005,16.9
Kuortane,2005,7.3
Kurikka,2005,12.0
Kustavi,2005,7.1
Kuusamo,2005,12.9
Kyyjärvi,2005,15.9
Kärkölä,2005,7.7
Kärsämäki,2005,13.1
Kökar,2005,23.8
Lahti,2005,19.0
Laihia,2005,11.3
Laitila,2005,12.0
Lapinjärvi,2005,20.8
Lapinlahti,2005,11.4
Lappajärvi,2005,3.3
Lappeenranta,2005,17.8
Lapua,2005,10.3
Laukaa,2005,9.9
Lemi,2005,15.6
Lemland,2005,17.7
Lempäälä,2005,18.7
Leppävirta,2005,15.5
Lestijärvi,2005,7.0
Lieksa,2005,11.5
Lieto,2005,13.5
Liminka,2005,11.2
Liperi,2005,11.9
Lohja,2005,14.7
Loimaa,2005,14.0
Loppi,2005,8.4
Loviisa,2005,12.4
Luhanka,2005,0.0
Lumijoki,2005,10.9
Lumparland,2005,0.0
Larsmo,2005,1.4
Luumäki,2005,14.6
Malax,2005,7.1
Mariehamn,2005,12.3
Marttila,2005,9.7
Masku,2005,15.6
Merijärvi,2005,11.8
Merikarvia,2005,9.7
Miehikkälä,2005,11.4
Mikkeli,2005,17.2
Muhos,2005,11.9
Multia,2005,3.7
Muonio,2005,10.2
Korsholm,2005,8.5
Muurame,2005,11.6
Mynämäki,2005,10.3
Myrskylä,2005,13.5
Mäntsälä,2005,17.5
Mänttä-Vilppula,2005,12.1
Mäntyharju,2005,18.3
Naantali,2005,20.9
Nakkila,2005,9.0
Nivala,2005,10.1
Nokia,2005,16.5
Nousiainen,2005,7.5
Nurmes,2005,7.9
Nurmijärvi,2005,14.3
Närpes,2005,7.6
Orimattila,2005,12.4
Oripää,2005,14.9
Orivesi,2005,13.4
Oulainen,2005,16.9
Oulu,2005,17.2
Outokumpu,2005,15.6
Padasjoki,2005,11.3
Paimio,2005,15.3
Paltamo,2005,6.7
Pargas,2005,12.5
Parikkala,2005,7.8
Parkano,2005,11.2
Pedersöre,2005,3.1
Pelkosenniemi,2005,6.9
Pello,2005,19.3
Perho,2005,4.2
Pertunmaa,2005,17.7
Petäjävesi,2005,21.8
Pieksämäki,2005,13.4
Pielavesi,2005,6.6
Jakobstad,2005,11.8
Pihtipudas,2005,9.1
Pirkkala,2005,9.7
Polvijärvi,2005,15.2
Pomarkku,2005,2.4
Pori,2005,17.1
Pornainen,2005,8.3
Porvoo,2005,18.5
Posio,2005,8.9
Pudasjärvi,2005,10.3
Pukkila,2005,15.6
Punkalaidun,2005,16.0
Puolanka,2005,6.1
Puumala,2005,12.2
Pyhtää,2005,21.8
Pyhäjoki,2005,7.1
Pyhäjärvi,2005,16.7
Pyhäntä,2005,15.2
Pyhäranta,2005,10.0
Pälkäne,2005,9.7
Pöytyä,2005,18.2
Raahe,2005,17.8
Raasepori,2005,12.8
Raisio,2005,18.9
Rantasalmi,2005,7.8
Ranua,2005,11.1
Rauma,2005,16.2
Rautalampi,2005,3.8
Rautavaara,2005,20.5
Rautjärvi,2005,16.9
Reisjärvi,2005,6.4
Riihimäki,2005,20.6
Ristijärvi,2005,4.5
Rovaniemi,2005,20.1
Ruokolahti,2005,12.5
Ruovesi,2005,6.3
Rusko,2005,16.2
Rääkkylä,2005,18.8
