Municipality,Year,0
Taivalkoski,2019,6.53168692034988
Taivalkoski,2020,6.329890484994183
Taivalkoski,2021,6.072140787097424
Taivalkoski,2022,6.098431377417737
Taivalkoski,2023,7.260846617364903
Taivassalo,1997,-8.493698008394198
Taivassalo,1998,-6.5965471447893975
Taivassalo,1999,-2.7567550687472786
Taivassalo,2000,-4.175708527726063
Taivassalo,2001,-3.1771193546928185
Taivassalo,2002,-1.6287593461385086
Taivassalo,2003,-3.451399142372174
Taivassalo,2004,-2.5124341553024276
Taivassalo,2005,-3.460340735609815
Taivassalo,2006,-5.132450411119511
Taivassalo,2007,-3.4320694852632387
Taivassalo,2008,-2.536810940067933
Taivassalo,2009,-1.7949956608598305
Taivassalo,2010,-3.4426787694346994
Taivassalo,2011,-2.5071430695369856
Taivassalo,2012,-2.5145964944920567
Taivassalo,2013,-2.9779981666791597
Taivassalo,2014,-3.808551887677747
Taivassalo,2015,-3.4906461674082307
Taivassalo,2016,-1.9676560148612667
Taivassalo,2017,-2.82521765039411
Taivassalo,2018,-3.381883785466132
Taivassalo,2019,-0.7745047451902441
Taivassalo,2020,-1.9878162523367826
Taivassalo,2021,-2.247590669800798
Taivassalo,2022,-2.135121740906406
Taivassalo,2023,-2.033269314506815
Tammela,1997,-6.1722928118185205
Tammela,1998,-5.446671848634443
Tammela,1999,-4.649349377709662
Tammela,2000,-5.42881028416481
Tammela,2001,-3.7780163817438535
Tammela,2002,-1.9873199525224492
Tammela,2003,-2.2558807809497354
Tammela,2004,-1.4440023714116301
Tammela,2005,0.6255106727319607
Tammela,2006,-1.5157559745438545
Tammela,2007,-2.452163559705585
Tammela,2008,-2.7758388441801465
Tammela,2009,-2.8157876715788577
Tammela,2010,-2.957523227184933
Tammela,2011,-1.219776025528172
Tammela,2012,-4.731374824783954
Tammela,2013,-6.076246508932691
Tammela,2014,-6.649394036640154
Tammela,2015,-8.281289692059104
Tammela,2016,-5.35652134662303
Tammela,2017,-4.874405561076069
Tammela,2018,-5.851495265016673
Tammela,2019,-3.6681901066445084
Tammela,2020,-6.420225471546551
Tammela,2021,-5.517482502464553
Tammela,2022,-6.216179703567178
Tammela,2023,-5.714274260936761
Tampere,1997,-3.978589142802198
Tampere,1998,-2.9487232036665265
Tampere,1999,-2.86072146506638
Tampere,2000,-1.972417784029938
Tampere,2001,-1.511006709598258
Tampere,2002,-1.5899454348429078
Tampere,2003,-1.1923415071926058
Tampere,2004,-0.39897245377320234
Tampere,2005,0.755093879214446
Tampere,2006,1.2936297709387008
Tampere,2007,3.9443035653813525
Tampere,2008,3.802487311416295
Tampere,2009,3.7172558917542484
Tampere,2010,2.727531771026904
Tampere,2011,1.657560415983888
Tampere,2012,2.307649821037933
Tampere,2013,2.9346926274960135
Tampere,2014,2.4616759048891828
Tampere,2015,2.367240122069148
Tampere,2016,2.8864607822379416
Tampere,2017,7.044238586646458
Tampere,2018,9.770450432756467
Tampere,2019,8.712028152738295
Tampere,2020,9.908572889123363
Tampere,2021,12.881855241037071
Tampere,2022,13.584619356917774
Tampere,2023,14.260657983639101
Tervo,1997,4.590646340621375
Tervo,1998,7.220006256608103
Tervo,1999,2.5010180245383706
Tervo,2000,3.9125680427485747
Tervo,2001,3.7501668376704815
Tervo,2002,4.422061135088536
Tervo,2003,5.247069746963119
Tervo,2004,8.906227443419413
Tervo,2005,6.197088865785756
Tervo,2006,13.620595035112363
Tervo,2007,14.603852426428364
Tervo,2008,16.38063566984908
Tervo,2009,10.282821269887059
Tervo,2010,9.23181333866571
Tervo,2011,8.77662911357576
Tervo,2012,7.574551696820273
Tervo,2013,7.054303477959008
Tervo,2014,6.124674728654431
Tervo,2015,6.989494360977885
Tervo,2016,3.9696407636081052
Tervo,2017,10.003629580777092
Tervo,2018,9.116753372449882
Tervo,2019,9.277111094519375
Tervo,2020,7.115695652120121
Tervo,2021,9.626374168705265
Tervo,2022,13.735672726347143
Tervo,2023,13.817198019743026
Tervola,1997,-1.440180538899329
Tervola,1998,-1.6266788493851971
Tervola,1999,-0.8364481624439812
Tervola,2000,-2.5790775940807475
Tervola,2001,-1.5741438961804823
Tervola,2002,-0.23014703341947385
Tervola,2003,-0.29259667490906205
Tervola,2004,1.2145038788322815
Tervola,2005,1.132493213712358
Tervola,2006,4.581428378701029
Tervola,2007,2.669469870488747
Tervola,2008,4.31882849760517
Tervola,2009,0.6890744677250992
Tervola,2010,-1.4915174242227307
Tervola,2011,-3.035298148597996
Tervola,2012,-4.096642294055871
Tervola,2013,-1.7784114065789056
Tervola,2014,-4.1552379839546205
Tervola,2015,-5.102890372683442
Tervola,2016,-3.2956272053321394
Tervola,2017,2.530967580939302
Tervola,2018,4.041590657494232
Tervola,2019,2.6489573912883335
Tervola,2020,-1.5689739705419656
Tervola,2021,2.477849244874524
Tervola,2022,3.2949242289120275
Tervola,2023,3.1853947099653337
Teuva,1997,-5.617039635310208
Teuva,1998,-5.547884729909466
Teuva,1999,-7.244242167642745
Teuva,2000,-6.632710754075087
Teuva,2001,-4.850413576106081
Teuva,2002,-6.635353208986473
Teuva,2003,-4.500764473234004
Teuva,2004,-3.063659710974613
Teuva,2005,-2.1332029099424856
Teuva,2006,0.8570410944150826
Teuva,2007,-1.6904867750085066
Teuva,2008,0.20437640845153954
Teuva,2009,-1.437965852485887
Teuva,2010,-0.9903707194563092
Teuva,2011,-0.48626438971861363
Teuva,2012,0.3849342769701066
Teuva,2013,-0.26438156231042387
Teuva,2014,-1.1107803246750863
Teuva,2015,-1.6680400126303374
Teuva,2016,0.2595395520918634
Teuva,2017,-0.1567709548883659
Teuva,2018,0.09268182282855775
Teuva,2019,-1.3755937185568907
Teuva,2020,-1.3944849348478456
Teuva,2021,-0.9280103156759332
Teuva,2022,-0.7674161427626529
Teuva,2023,0.9869573776616309
Tohmajärvi,1997,1.4632180266929296
Tohmajärvi,1998,1.7010202801834313
Tohmajärvi,1999,5.04305257119214
Tohmajärvi,2000,0.8443359385676383
Tohmajärvi,2001,3.0432399139532667
Tohmajärvi,2002,4.68913272821139
Tohmajärvi,2003,4.274415264648249
Tohmajärvi,2004,6.638335557655523
Tohmajärvi,2005,6.455340417975909
Tohmajärvi,2006,5.848271616064381
Tohmajärvi,2007,6.5729812621402655
Tohmajärvi,2008,7.372257738043868
Tohmajärvi,2009,3.5436321331704743
Tohmajärvi,2010,5.927504273399894
Tohmajärvi,2011,5.690454419868707
Tohmajärvi,2012,7.480873210895711
Tohmajärvi,2013,5.102623359230437
Tohmajärvi,2014,6.45953671757262
Tohmajärvi,2015,5.338556391752624
Tohmajärvi,2016,4.401492184952063
Tohmajärvi,2017,9.625430034081822
Tohmajärvi,2018,14.55534853906614
Tohmajärvi,2019,14.229927000289313
Tohmajärvi,2020,12.648990552760146
Tohmajärvi,2021,11.238578178486534
Tohmajärvi,2022,9.913994185603949
Tohmajärvi,2023,11.177500762641401
Toholampi,1997,-8.362215443188274
Toholampi,1998,-6.965651328626694
Toholampi,1999,-7.85612226090725
Toholampi,2000,-9.590005062677225
Toholampi,2001,-5.0004653215916655
Toholampi,2002,-7.265108299338567
Toholampi,2003,-5.4728116333794565
Toholampi,2004,-6.006178362053007
Toholampi,2005,-4.070465991227704
Toholampi,2006,-6.278249490342789
Toholampi,2007,-6.392911057331814
Toholampi,2008,-4.476221734473743
Toholampi,2009,-6.543635870725842
Toholampi,2010,-5.033643192160651
Toholampi,2011,-3.851886197231341
Toholampi,2012,-3.433765569435549
Toholampi,2013,-4.190556793860019
Toholampi,2014,-2.9424865481750304
Toholampi,2015,-5.803252148029577
Toholampi,2016,-3.397113690908969
Toholampi,2017,-0.487542311232924
Toholampi,2018,0.6355129004156173
Toholampi,2019,-4.685149513674108
Toholampi,2020,-4.211995453535139
Toholampi,2021,-2.052128720943241
Toholampi,2022,-3.2176219745390946
Toholampi,2023,-3.552321544451292
Toivakka,1997,-5.227658850883216
Toivakka,1998,-2.6416270460665023
Toivakka,1999,-2.801733851729687
Toivakka,2000,-4.571103718086827
Toivakka,2001,-4.551052300835084
Toivakka,2002,-4.114464571496554
Toivakka,2003,-4.429396418936008
Toivakka,2004,-1.2036039623389825
Toivakka,2005,-4.450404666265329
Toivakka,2006,-3.8303133313851214
Toivakka,2007,-3.6607683343593838
Toivakka,2008,-4.9842501949817315
Toivakka,2009,-4.241715516234858
Toivakka,2010,-5.555992818830888
Toivakka,2011,-6.335474322773935
Toivakka,2012,-6.817880213970128
Toivakka,2013,-6.872474095379003
