year,municipality,type_of_debt,mean_debt_euro
2007,Asikkala,Debts total,46371
2007,Hartola,Debts total,31131
2007,Heinola,Debts total,32237
2007,Hollola,Debts total,57194
2007,Kärkölä,Debts total,46289
2007,Lahti,Debts total,40251
2007,Orimattila,Debts total,47471
2007,Padasjoki,Debts total,30890
2007,Sysmä,Debts total,35893
2007,Hamina,Debts total,37770
2007,Kotka,Debts total,36959
2007,Miehikkälä,Debts total,27385
2007,Pyhtää,Debts total,53971
2007,Virolahti,Debts total,31585
2007,Iitti,Debts total,35781
2007,Kouvola,Debts total,35860
2007,Imatra,Debts total,33718
2007,Parikkala,Debts total,26250
2007,Rautjärvi,Debts total,25436
2007,Ruokolahti,Debts total,38152
2007,Lappeenranta,Debts total,40050
2007,Lemi,Debts total,55675
2007,Luumäki,Debts total,37637
2007,Savitaipale,Debts total,29933
2007,Taipalsaari,Debts total,64699
2007,Jämijärvi,Debts total,44622
2007,Kankaanpää,Debts total,37174
2007,Karvia,Debts total,39508
2007,Siikainen,Debts total,29346
2007,Harjavalta,Debts total,31512
2007,Huittinen,Debts total,46254
2007,Kokemäki,Debts total,33167
2007,Merikarvia,Debts total,31273
2007,Nakkila,Debts total,44126
2007,Pomarkku,Debts total,30825
2007,Pori,Debts total,39420
2007,Ulvila,Debts total,45960
2007,Eura,Debts total,38849
2007,Eurajoki,Debts total,49715
2007,Rauma,Debts total,42519
2007,Säkylä,Debts total,40281
2007,Akaa,Debts total,50084
2007,Urjala,Debts total,37070
2007,Valkeakoski,Debts total,41434
2007,Punkalaidun,Debts total,31912
2007,Sastamala,Debts total,39051
2007,Ikaalinen,Debts total,36748
2007,Kihniö,Debts total,33125
2007,Parkano,Debts total,31544
2007,Hämeenkyrö,Debts total,45579
2007,Kangasala,Debts total,63533
2007,Lempäälä,Debts total,71871
2007,Nokia,Debts total,58414
2007,Orivesi,Debts total,42632
2007,Pirkkala,Debts total,71683
2007,Pälkäne,Debts total,57218
2007,Tampere,Debts total,39584
2007,Vesilahti,Debts total,70673
2007,Ylöjärvi,Debts total,67476
2007,Juupajoki,Debts total,40577
2007,Mänttä-Vilppula,Debts total,29691
2007,Ruovesi,Debts total,36497
2007,Virrat,Debts total,32026
2007,Joutsa,Debts total,32650
2007,Luhanka,Debts total,28178
2007,Hankasalmi,Debts total,35755
2007,Jyväskylä,Debts total,42796
2007,Laukaa,Debts total,58090
2007,Muurame,Debts total,68872
2007,Petäjävesi,Debts total,42301
2007,Toivakka,Debts total,44231
2007,Uurainen,Debts total,54412
2007,Jämsä,Debts total,37556
2007,Kuhmoinen,Debts total,29583
2007,Keuruu,Debts total,34374
2007,Multia,Debts total,27701
2007,Kannonkoski,Debts total,26505
2007,Karstula,Debts total,31153
2007,Kinnula,Debts total,29235
2007,Kivijärvi,Debts total,21423
2007,Kyyjärvi,Debts total,22945
2007,Pihtipudas,Debts total,35361
2007,Saarijärvi,Debts total,32477
2007,Viitasaari,Debts total,31679
2007,Konnevesi,Debts total,35758
2007,Äänekoski,Debts total,38983
2007,Alajärvi,Debts total,35012
2007,Evijärvi,Debts total,50183
2007,Lappajärvi,Debts total,26194
2007,Soini,Debts total,30561
2007,Vimpeli,Debts total,32633
2007,Alavus,Debts total,37884
2007,Kuortane,Debts total,37320
2007,Ähtäri,Debts total,33704
2007,Ilmajoki,Debts total,54588
2007,Kauhava,Debts total,39743
2007,Kurikka,Debts total,41862
2007,Lapua,Debts total,46785
2007,Seinäjoki,Debts total,53547
2007,Isojoki,Debts total,29494
2007,Karijoki,Debts total,37328
2007,Kauhajoki,Debts total,48047
2007,Teuva,Debts total,35265
2007,Kruunupyy,Debts total,54433
2007,Luoto,Debts total,79002
2007,Pedersören kunta,Debts total,64611
2007,Pietarsaari,Debts total,50769
2007,Uusikaarlepyy,Debts total,45149
2007,Isokyrö,Debts total,44444
2007,Laihia,Debts total,52433
2007,Kaskinen,Debts total,31280
2007,Kristiinankaupunki,Debts total,38963
2007,Närpiö,Debts total,45198
2007,Korsnäs,Debts total,32249
2007,Maalahti,Debts total,49672
2007,Mustasaari,Debts total,64206
2007,Vaasa,Debts total,43052
2007,Vöyri,Debts total,51940
2007,Hirvensalmi,Debts total,40794
2007,Kangasniemi,Debts total,32050
2007,Mikkeli,Debts total,43895
2007,Mäntyharju,Debts total,31564
2007,Pertunmaa,Debts total,30930
2007,Puumala,Debts total,38221
2007,Joroinen,Debts total,38457
2007,Juva,Debts total,39673
2007,Pieksämäki,Debts total,27314
2007,Enonkoski,Debts total,35466
2007,Heinävesi,Debts total,29525
2007,Rantasalmi,Debts total,41280
2007,Savonlinna,Debts total,34466
2007,Sulkava,Debts total,28579
2007,Kaavi,Debts total,24992
2007,Rautavaara,Debts total,18139
2007,Tuusniemi,Debts total,28707
2007,Kuopio,Debts total,42833
2007,Siilinjärvi,Debts total,59088
2007,Rautalampi,Debts total,31267
2007,Suonenjoki,Debts total,30286
2007,Tervo,Debts total,28378
2007,Vesanto,Debts total,22419
2007,Leppävirta,Debts total,42372
2007,Varkaus,Debts total,34371
2007,Iisalmi,Debts total,37402
2007,Keitele,Debts total,28129
2007,Kiuruvesi,Debts total,43118
2007,Lapinlahti,Debts total,40103
2007,Pielavesi,Debts total,33592
2007,Sonkajärvi,Debts total,31149
2007,Vieremä,Debts total,50744
2007,Ilomantsi,Debts total,17460
2007,Joensuu,Debts total,33556
2007,Juuka,Debts total,17651
2007,Kontiolahti,Debts total,65677
2007,Liperi,Debts total,46022
2007,Outokumpu,Debts total,23960
2007,Polvijärvi,Debts total,26535
2007,Kitee,Debts total,28606
2007,Rääkkylä,Debts total,29995
2007,Tohmajärvi,Debts total,31186
2007,Lieksa,Debts total,17770
2007,Nurmes,Debts total,19722
2007,Halsua,Debts total,31476
2007,Kaustinen,Debts total,47834
2007,Lestijärvi,Debts total,43913
2007,Perho,Debts total,42273
2007,Toholampi,Debts total,50089
2007,Veteli,Debts total,35420
2007,Kannus,Debts total,48788
2007,Kokkola,Debts total,53653
2007,Haapavesi,Debts total,43076
2007,Pyhäntä,Debts total,32579
2007,Siikalatva,Debts total,37721
2007,Kuusamo,Debts total,37865
2007,Taivalkoski,Debts total,24452
2007,Haapajärvi,Debts total,40935
2007,Kärsämäki,Debts total,44355
2007,Nivala,Debts total,54659
2007,Pyhäjärvi,Debts total,30889
2007,Reisjärvi,Debts total,47583
2007,Hailuoto,Debts total,35982
2007,Kempele,Debts total,79055
2007,Liminka,Debts total,92749
2007,Lumijoki,Debts total,63172
2007,Muhos,Debts total,58113
2007,Oulu,Debts total,50335
2007,Tyrnävä,Debts total,79800
2007,Ii,Debts total,48186
2007,Pudasjärvi,Debts total,25652
2007,Utajärvi,Debts total,42101
2007,Vaala,Debts total,25900
2007,Pyhäjoki,Debts total,38685
2007,Raahe,Debts total,38509
2007,Siikajoki,Debts total,49077
2007,Alavieska,Debts total,42752
2007,Kalajoki,Debts total,56154
2007,Merijärvi,Debts total,40706
2007,Oulainen,Debts total,46086
2007,Sievi,Debts total,55727
2007,Ylivieska,Debts total,54146
2007,Kajaani,Debts total,37516
2007,Paltamo,Debts total,26576
2007,Ristijärvi,Debts total,21408
2007,Sotkamo,Debts total,42948
2007,Hyrynsalmi,Debts total,17419
2007,Kuhmo,Debts total,23481
2007,Puolanka,Debts total,21450
2007,Suomussalmi,Debts total,21241
2007,Kemijärvi,Debts total,16702
2007,Pelkosenniemi,Debts total,16818
2007,Posio,Debts total,21510
2007,Salla,Debts total,17267
2007,Savukoski,Debts total,20795
2007,Kemi,Debts total,30785
2007,Keminmaa,Debts total,48195
2007,Simo,Debts total,32671
2007,Tervola,Debts total,32123
2007,Tornio,Debts total,49582
2007,Inari,Debts total,30209
2007,Sodankylä,Debts total,27843
2007,Utsjoki,Debts total,30674
2007,Ranua,Debts total,29855
2007,Rovaniemi,Debts total,41732
2007,Pello,Debts total,22666
2007,Ylitornio,Debts total,30496
2007,Enontekiö,Debts total,27257
2007,Kittilä,Debts total,37056
2007,Kolari,Debts total,26953
2007,Muonio,Debts total,33995
2007,Maarianhamina - Mariehamn,Debts total,49937
2007,Eckerö,Debts total,56131
2007,Finström,Debts total,80884
2007,Geta,Debts total,57180
2007,Hammarland,Debts total,64885
2007,Jomala,Debts total,90921
2007,Lemland,Debts total,82392
2007,Lumparland,Debts total,68979
2007,Saltvik,Debts total,66202
2007,Sund,Debts total,61608
2007,Brändö,Debts total,34658
2007,Föglö,Debts total,38064
2007,Kumlinge,Debts total,24201
2007,Kökar,Debts total,35676
2007,Sottunga,Debts total,25674
2007,Vårdö,Debts total,55908
2008,Espoo,Debts total,69956
2008,Helsinki,Debts total,45680
2008,Hyvinkää,Debts total,54704
2008,Järvenpää,Debts total,64883
2008,Karkkila,Debts total,51816
2008,Kauniainen,Debts total,103920
2008,Kerava,Debts total,55969
2008,Kirkkonummi,Debts total,88319
2008,Lohja,Debts total,60731
2008,Mäntsälä,Debts total,79503
2008,Nurmijärvi,Debts total,86220
2008,Pornainen,Debts total,97226
2008,Sipoo,Debts total,85958
2008,Siuntio,Debts total,100086
2008,Tuusula,Debts total,81259
2008,Vantaa,Debts total,56220
2008,Vihti,Debts total,83780
2008,Lapinjärvi,Debts total,53537
2008,Loviisa,Debts total,47679
2008,Askola,Debts total,81168
2008,Myrskylä,Debts total,51805
2008,Porvoo,Debts total,63826
2008,Pukkila,Debts total,64301
2008,Hanko,Debts total,48631
2008,Inkoo,Debts total,81485
2008,Raasepori,Debts total,51485
2008,Aura,Debts total,72148
2008,Koski Tl,Debts total,50040
2008,Loimaa,Debts total,42838
2008,Marttila,Debts total,57008
2008,Oripää,Debts total,54109
2008,Pöytyä,Debts total,58348
2008,Salo,Debts total,52507
2008,Somero,Debts total,51349
2008,Kaarina,Debts total,76382
2008,Lieto,Debts total,72711
2008,Masku,Debts total,90882
2008,Mynämäki,Debts total,62472
2008,Naantali,Debts total,66355
2008,Nousiainen,Debts total,82539
2008,Paimio,Debts total,62487
2008,Raisio,Debts total,55426
2008,Rusko,Debts total,94703
2008,Sauvo,Debts total,75124
2008,Turku,Debts total,36827
2008,Kustavi,Debts total,36240
2008,Laitila,Debts total,48087
2008,Pyhäranta,Debts total,47382
2008,Taivassalo,Debts total,54286
2008,Uusikaupunki,Debts total,36398
2008,Vehmaa,Debts total,56666
2008,Kemiönsaari,Debts total,46559
2008,Parainen,Debts total,57276
2008,Forssa,Debts total,37441
2008,Humppila,Debts total,43826
2008,Jokioinen,Debts total,56130
2008,Tammela,Debts total,51976
2008,Ypäjä,Debts total,47288
2008,Hattula,Debts total,67249
2008,Hämeenlinna,Debts total,48383
2008,Janakkala,Debts total,58152
2008,Hausjärvi,Debts total,76746
2008,Loppi,Debts total,63129
2008,Riihimäki,Debts total,48598
2008,Asikkala,Debts total,47235
2008,Hartola,Debts total,31883
2008,Heinola,Debts total,33092
2008,Hollola,Debts total,59263
2008,Kärkölä,Debts total,46573
2008,Lahti,Debts total,41464
2008,Orimattila,Debts total,49990
2008,Padasjoki,Debts total,31948
2008,Sysmä,Debts total,35807
2008,Hamina,Debts total,38696
2008,Kotka,Debts total,38819
2008,Miehikkälä,Debts total,27743
2008,Pyhtää,Debts total,55909
2008,Virolahti,Debts total,32070
2008,Iitti,Debts total,37043
2008,Kouvola,Debts total,36895
2008,Imatra,Debts total,34409
2008,Parikkala,Debts total,26948
2008,Rautjärvi,Debts total,25484
2008,Ruokolahti,Debts total,39953
2008,Lappeenranta,Debts total,41098
2008,Lemi,Debts total,58218
2008,Luumäki,Debts total,39075
2008,Savitaipale,Debts total,30658
2008,Taipalsaari,Debts total,65730
2008,Jämijärvi,Debts total,45176
2008,Kankaanpää,Debts total,38460
2008,Karvia,Debts total,41066
2008,Siikainen,Debts total,28948
2008,Harjavalta,Debts total,32254
2008,Huittinen,Debts total,46138
2008,Kokemäki,Debts total,34001
2008,Merikarvia,Debts total,33334
2008,Nakkila,Debts total,44708
2008,Pomarkku,Debts total,31928
2008,Pori,Debts total,40523
2008,Ulvila,Debts total,47074
2008,Eura,Debts total,41117
2008,Eurajoki,Debts total,52226
2008,Rauma,Debts total,44081
2008,Säkylä,Debts total,41023
2008,Akaa,Debts total,51734
2008,Urjala,Debts total,37930
2008,Valkeakoski,Debts total,42251
2008,Punkalaidun,Debts total,31887
2008,Sastamala,Debts total,40891
2008,Ikaalinen,Debts total,37894
2008,Kihniö,Debts total,33218
2008,Parkano,Debts total,31893
2008,Hämeenkyrö,Debts total,47983
2008,Kangasala,Debts total,65102
2008,Lempäälä,Debts total,74787
2008,Nokia,Debts total,60446
2008,Orivesi,Debts total,45487
2008,Pirkkala,Debts total,74572
2008,Pälkäne,Debts total,57820
2008,Tampere,Debts total,39900
2008,Vesilahti,Debts total,76438
2008,Ylöjärvi,Debts total,69192
2008,Juupajoki,Debts total,40950
2008,Mänttä-Vilppula,Debts total,30241
2008,Ruovesi,Debts total,38520
2008,Virrat,Debts total,32902
2008,Joutsa,Debts total,32545
2008,Luhanka,Debts total,28529
2008,Hankasalmi,Debts total,37206
2008,Jyväskylä,Debts total,43257
2008,Laukaa,Debts total,60423
2008,Muurame,Debts total,70407
2008,Petäjävesi,Debts total,44721
2008,Toivakka,Debts total,45270
2008,Uurainen,Debts total,59375
2008,Jämsä,Debts total,38137
2008,Kuhmoinen,Debts total,30234
2008,Keuruu,Debts total,35347
2008,Multia,Debts total,28138
2008,Kannonkoski,Debts total,27265
2008,Karstula,Debts total,32137
2008,Kinnula,Debts total,32195
2008,Kivijärvi,Debts total,22698
2008,Kyyjärvi,Debts total,24477
2008,Pihtipudas,Debts total,36448
2008,Saarijärvi,Debts total,34035
2008,Viitasaari,Debts total,33167
2008,Konnevesi,Debts total,37590
2008,Äänekoski,Debts total,40693
2008,Alajärvi,Debts total,35702
2008,Evijärvi,Debts total,51567
2008,Lappajärvi,Debts total,26648
2008,Soini,Debts total,30089
2008,Vimpeli,Debts total,34716
2008,Alavus,Debts total,39969
2008,Kuortane,Debts total,39805
2008,Ähtäri,Debts total,35681
2008,Ilmajoki,Debts total,57479
2008,Kauhava,Debts total,40983
2008,Kurikka,Debts total,43750
2008,Lapua,Debts total,48676
2008,Seinäjoki,Debts total,55016
2008,Isojoki,Debts total,29713
2008,Karijoki,Debts total,39573
2008,Kauhajoki,Debts total,50225
2008,Teuva,Debts total,36735
2008,Kruunupyy,Debts total,57499
2008,Luoto,Debts total,82741
2008,Pedersören kunta,Debts total,68784
2008,Pietarsaari,Debts total,52174
2008,Uusikaarlepyy,Debts total,47500
2008,Isokyrö,Debts total,46178
2008,Laihia,Debts total,54102
2008,Kaskinen,Debts total,32101
2008,Kristiinankaupunki,Debts total,39168
2008,Närpiö,Debts total,46188
2008,Korsnäs,Debts total,33639
2008,Maalahti,Debts total,50273
2008,Mustasaari,Debts total,65374
2008,Vaasa,Debts total,44486
2008,Vöyri,Debts total,53426
2008,Hirvensalmi,Debts total,39834
2008,Kangasniemi,Debts total,33981
2008,Mikkeli,Debts total,45283
2008,Mäntyharju,Debts total,32982
2008,Pertunmaa,Debts total,32316
2008,Puumala,Debts total,42231
2008,Joroinen,Debts total,40118
2008,Juva,Debts total,39976
2008,Pieksämäki,Debts total,28445
2008,Enonkoski,Debts total,33909
2008,Heinävesi,Debts total,28817
2008,Rantasalmi,Debts total,41732
2008,Savonlinna,Debts total,35293
2008,Sulkava,Debts total,29289
2008,Kaavi,Debts total,28136
2008,Rautavaara,Debts total,17548
2008,Tuusniemi,Debts total,29390
2008,Kuopio,Debts total,43860
2008,Siilinjärvi,Debts total,61172
2008,Rautalampi,Debts total,33384
2008,Suonenjoki,Debts total,30946
2008,Tervo,Debts total,28457
2008,Vesanto,Debts total,25952
2008,Leppävirta,Debts total,43932
2008,Varkaus,Debts total,35158
2008,Iisalmi,Debts total,38932
2008,Keitele,Debts total,28387
2008,Kiuruvesi,Debts total,44592
2008,Lapinlahti,Debts total,41291
2008,Pielavesi,Debts total,34132
2008,Sonkajärvi,Debts total,32333
2008,Vieremä,Debts total,53628
2008,Ilomantsi,Debts total,17772
2008,Joensuu,Debts total,34906
2008,Juuka,Debts total,17726
2008,Kontiolahti,Debts total,63296
2008,Liperi,Debts total,48511
2008,Outokumpu,Debts total,25596
2008,Polvijärvi,Debts total,28250
2008,Kitee,Debts total,28737
2008,Rääkkylä,Debts total,30747
2008,Tohmajärvi,Debts total,31821
2008,Lieksa,Debts total,17778
2008,Nurmes,Debts total,20607
2008,Halsua,Debts total,32905
2008,Kaustinen,Debts total,47618
2008,Lestijärvi,Debts total,45667
2008,Perho,Debts total,43749
2008,Toholampi,Debts total,51843
2008,Veteli,Debts total,39160
2008,Kannus,Debts total,49231
2008,Kokkola,Debts total,55039
2008,Haapavesi,Debts total,44558
2008,Pyhäntä,Debts total,34916
2008,Siikalatva,Debts total,39315
2008,Kuusamo,Debts total,39216
2008,Taivalkoski,Debts total,23908
2008,Haapajärvi,Debts total,42483
2008,Kärsämäki,Debts total,43306
2008,Nivala,Debts total,56994
2008,Pyhäjärvi,Debts total,32396
2008,Reisjärvi,Debts total,48767
2008,Hailuoto,Debts total,41138
2008,Kempele,Debts total,76585
2008,Liminka,Debts total,95032
2008,Lumijoki,Debts total,65493
2008,Muhos,Debts total,61727
2008,Oulu,Debts total,50401
2008,Tyrnävä,Debts total,80838
2008,Ii,Debts total,50860
2008,Pudasjärvi,Debts total,26390
2008,Utajärvi,Debts total,41536
2008,Vaala,Debts total,28077
2008,Pyhäjoki,Debts total,42632
2008,Raahe,Debts total,39458
2008,Siikajoki,Debts total,50915
2008,Alavieska,Debts total,45534
2008,Kalajoki,Debts total,58074
2008,Merijärvi,Debts total,48284
2008,Oulainen,Debts total,46551
2008,Sievi,Debts total,56897
2008,Ylivieska,Debts total,55976
2008,Kajaani,Debts total,38346
2008,Paltamo,Debts total,27601
2008,Ristijärvi,Debts total,22481
2008,Sotkamo,Debts total,45387
2008,Hyrynsalmi,Debts total,16861
2008,Kuhmo,Debts total,23869
2008,Puolanka,Debts total,21062
2008,Suomussalmi,Debts total,21645
2008,Kemijärvi,Debts total,16565
2008,Pelkosenniemi,Debts total,18573
2008,Posio,Debts total,22581
2008,Salla,Debts total,18329
2008,Savukoski,Debts total,22006
2008,Kemi,Debts total,31628
2008,Keminmaa,Debts total,49138
2008,Simo,Debts total,33699
2008,Tervola,Debts total,34860
2008,Tornio,Debts total,51099
2008,Inari,Debts total,31711
2008,Sodankylä,Debts total,29208
2008,Utsjoki,Debts total,31367
2008,Ranua,Debts total,30251
2008,Rovaniemi,Debts total,42790
2008,Pello,Debts total,22931
2008,Ylitornio,Debts total,30241
2008,Enontekiö,Debts total,29271
2008,Kittilä,Debts total,37891
2008,Kolari,Debts total,29666
2008,Muonio,Debts total,33503
2008,Maarianhamina - Mariehamn,Debts total,51276
2008,Eckerö,Debts total,58316
2008,Finström,Debts total,81664
2008,Geta,Debts total,62693
2008,Hammarland,Debts total,69120
2008,Jomala,Debts total,98324
2008,Lemland,Debts total,81274
2008,Lumparland,Debts total,69857
2008,Saltvik,Debts total,70515
2008,Sund,Debts total,63899
2008,Brändö,Debts total,35760
2008,Föglö,Debts total,37853
2008,Kumlinge,Debts total,31766
2008,Kökar,Debts total,34901
2008,Sottunga,Debts total,29306
2008,Vårdö,Debts total,57117
2009,Espoo,Debts total,73887
2009,Helsinki,Debts total,48524
2009,Hyvinkää,Debts total,56530
2009,Järvenpää,Debts total,66917
2009,Karkkila,Debts total,54055
2009,Kauniainen,Debts total,111709
2009,Kerava,Debts total,58031
2009,Kirkkonummi,Debts total,92640
2009,Lohja,Debts total,63094
2009,Mäntsälä,Debts total,81746
2009,Nurmijärvi,Debts total,88944
2009,Pornainen,Debts total,101633
2009,Sipoo,Debts total,90354
2009,Siuntio,Debts total,103647
2009,Tuusula,Debts total,84126
2009,Vantaa,Debts total,58486
2009,Vihti,Debts total,87722
2009,Lapinjärvi,Debts total,55672
2009,Loviisa,Debts total,49693
2009,Askola,Debts total,84926
2009,Myrskylä,Debts total,53400
2009,Porvoo,Debts total,66574
2009,Pukkila,Debts total,66573
2009,Hanko,Debts total,50325
2009,Inkoo,Debts total,85046
2009,Raasepori,Debts total,54391
2009,Aura,Debts total,75865
2009,Koski Tl,Debts total,54156
2009,Loimaa,Debts total,43990
2009,Marttila,Debts total,61894
2009,Oripää,Debts total,55645
2009,Pöytyä,Debts total,61994
2009,Salo,Debts total,55461
2009,Somero,Debts total,54076
2009,Kaarina,Debts total,77822
2009,Lieto,Debts total,76330
2009,Masku,Debts total,95439
2009,Mynämäki,Debts total,65886
2009,Naantali,Debts total,70487
2009,Nousiainen,Debts total,86302
2009,Paimio,Debts total,66814
2009,Raisio,Debts total,57250
2009,Rusko,Debts total,96675
2009,Sauvo,Debts total,79282
2009,Turku,Debts total,38458
2009,Kustavi,Debts total,35110
2009,Laitila,Debts total,50453
2009,Pyhäranta,Debts total,49826
2009,Taivassalo,Debts total,57617
2009,Uusikaupunki,Debts total,38123
2009,Vehmaa,Debts total,61480
2009,Kemiönsaari,Debts total,49231
2009,Parainen,Debts total,60090
2009,Forssa,Debts total,38333
2009,Humppila,Debts total,44393
2009,Jokioinen,Debts total,58066
2009,Tammela,Debts total,54578
2009,Ypäjä,Debts total,50823
2009,Hattula,Debts total,70814
2009,Hämeenlinna,Debts total,50176
2009,Janakkala,Debts total,60882
2009,Hausjärvi,Debts total,85892
2009,Loppi,Debts total,66921
2009,Riihimäki,Debts total,50204
2009,Asikkala,Debts total,48066
2009,Hartola,Debts total,33488
2009,Heinola,Debts total,35030
2009,Hollola,Debts total,61337
2009,Kärkölä,Debts total,48082
2009,Lahti,Debts total,43046
2009,Orimattila,Debts total,51880
2009,Padasjoki,Debts total,33389
2009,Sysmä,Debts total,38881
2009,Hamina,Debts total,40424
2009,Kotka,Debts total,40326
2009,Miehikkälä,Debts total,30888
2009,Pyhtää,Debts total,58296
2009,Virolahti,Debts total,32734
2009,Iitti,Debts total,40139
2009,Kouvola,Debts total,38349
2009,Imatra,Debts total,35192
2009,Parikkala,Debts total,29068
2009,Rautjärvi,Debts total,26199
2009,Ruokolahti,Debts total,42437
2009,Lappeenranta,Debts total,42299
2009,Lemi,Debts total,61411
2009,Luumäki,Debts total,41031
2009,Savitaipale,Debts total,31897
2009,Taipalsaari,Debts total,69881
2009,Jämijärvi,Debts total,47999
2009,Kankaanpää,Debts total,40176
2009,Karvia,Debts total,43975
2009,Siikainen,Debts total,32979
2009,Harjavalta,Debts total,33068
2009,Huittinen,Debts total,48366
2009,Kokemäki,Debts total,36595
2009,Merikarvia,Debts total,34952
2009,Nakkila,Debts total,47693
2009,Pomarkku,Debts total,33335
2009,Pori,Debts total,42057
2009,Ulvila,Debts total,48632
2009,Eura,Debts total,42884
2009,Eurajoki,Debts total,54070
2009,Rauma,Debts total,45697
2009,Säkylä,Debts total,42541
2009,Akaa,Debts total,53777
2009,Urjala,Debts total,39102
2009,Valkeakoski,Debts total,44963
2009,Punkalaidun,Debts total,32875
2009,Sastamala,Debts total,43338
2009,Ikaalinen,Debts total,40803
2009,Kihniö,Debts total,33867
2009,Parkano,Debts total,33443
2009,Hämeenkyrö,Debts total,50104
2009,Kangasala,Debts total,67790
2009,Lempäälä,Debts total,77430
2009,Nokia,Debts total,63074
2009,Orivesi,Debts total,47300
2009,Pirkkala,Debts total,80176
2009,Pälkäne,Debts total,58724
2009,Tampere,Debts total,41150
2009,Vesilahti,Debts total,79519
2009,Ylöjärvi,Debts total,71813
2009,Juupajoki,Debts total,42608
2009,Mänttä-Vilppula,Debts total,30544
2009,Ruovesi,Debts total,40585
2009,Virrat,Debts total,33915
2009,Joutsa,Debts total,34177
2009,Luhanka,Debts total,33949
2009,Hankasalmi,Debts total,39635
2009,Jyväskylä,Debts total,44777
2009,Laukaa,Debts total,63244
2009,Muurame,Debts total,71551
2009,Petäjävesi,Debts total,50752
2009,Toivakka,Debts total,49375
2009,Uurainen,Debts total,60878
2009,Jämsä,Debts total,39322
2009,Kuhmoinen,Debts total,31766
2009,Keuruu,Debts total,37756
2009,Multia,Debts total,29096
2009,Kannonkoski,Debts total,29985
2009,Karstula,Debts total,32540
2009,Kinnula,Debts total,34598
2009,Kivijärvi,Debts total,23035
2009,Kyyjärvi,Debts total,26100
2009,Pihtipudas,Debts total,38556
2009,Saarijärvi,Debts total,34989
2009,Viitasaari,Debts total,35503
2009,Konnevesi,Debts total,39520
2009,Äänekoski,Debts total,42438
2009,Alajärvi,Debts total,38069
2009,Evijärvi,Debts total,53377
2009,Lappajärvi,Debts total,28256
2009,Soini,Debts total,30910
2009,Vimpeli,Debts total,35848
2009,Alavus,Debts total,41853
2009,Kuortane,Debts total,41022
2009,Ähtäri,Debts total,36335
2009,Ilmajoki,Debts total,60049
2009,Kauhava,Debts total,42632
2009,Kurikka,Debts total,45685
2009,Lapua,Debts total,50899
2009,Seinäjoki,Debts total,57583
2009,Isojoki,Debts total,30857
2009,Karijoki,Debts total,39559
2009,Kauhajoki,Debts total,53551
2009,Teuva,Debts total,38599
2009,Kruunupyy,Debts total,61326
2009,Luoto,Debts total,86588
2009,Pedersören kunta,Debts total,71420
2009,Pietarsaari,Debts total,53996
2009,Uusikaarlepyy,Debts total,50194
2009,Isokyrö,Debts total,48745
2009,Laihia,Debts total,58390
2009,Kaskinen,Debts total,30374
2009,Kristiinankaupunki,Debts total,41327
2009,Närpiö,Debts total,48313
2009,Korsnäs,Debts total,34781
2009,Maalahti,Debts total,50736
2009,Mustasaari,Debts total,68777
2009,Vaasa,Debts total,46339
2009,Vöyri,Debts total,54302
2009,Hirvensalmi,Debts total,41347
2009,Kangasniemi,Debts total,37223
2009,Mikkeli,Debts total,47368
2009,Mäntyharju,Debts total,34102
2009,Pertunmaa,Debts total,33772
2009,Puumala,Debts total,45072
2009,Joroinen,Debts total,42331
2009,Juva,Debts total,43640
2009,Pieksämäki,Debts total,30253
2009,Enonkoski,Debts total,34843
2009,Heinävesi,Debts total,29352
2009,Rantasalmi,Debts total,42861
2009,Savonlinna,Debts total,37121
2009,Sulkava,Debts total,31097
2009,Kaavi,Debts total,29047
2009,Rautavaara,Debts total,17038
2009,Tuusniemi,Debts total,30884
2009,Kuopio,Debts total,45923
2009,Siilinjärvi,Debts total,64265
2009,Rautalampi,Debts total,35991
2009,Suonenjoki,Debts total,33034
2009,Tervo,Debts total,29461
2009,Vesanto,Debts total,28201
2009,Leppävirta,Debts total,46212
2009,Varkaus,Debts total,35951
2009,Iisalmi,Debts total,40072
2009,Keitele,Debts total,29639
2009,Kiuruvesi,Debts total,46685
2009,Lapinlahti,Debts total,43889
2009,Pielavesi,Debts total,35410
2009,Sonkajärvi,Debts total,34637
2009,Vieremä,Debts total,55323
2009,Ilomantsi,Debts total,18475
2009,Joensuu,Debts total,36194
2009,Juuka,Debts total,18827
2009,Kontiolahti,Debts total,65233
2009,Liperi,Debts total,50912
2009,Outokumpu,Debts total,26926
2009,Polvijärvi,Debts total,29862
2009,Kitee,Debts total,29886
2009,Rääkkylä,Debts total,32789
2009,Tohmajärvi,Debts total,31945
2009,Lieksa,Debts total,18919
2009,Nurmes,Debts total,22138
2009,Halsua,Debts total,33082
2009,Kaustinen,Debts total,50959
2009,Lestijärvi,Debts total,54567
2009,Perho,Debts total,46212
2009,Toholampi,Debts total,57351
2009,Veteli,Debts total,41630
2009,Kannus,Debts total,50358
2009,Kokkola,Debts total,57256
2009,Haapavesi,Debts total,46965
2009,Pyhäntä,Debts total,34624
2009,Siikalatva,Debts total,41908
2009,Kuusamo,Debts total,40278
2009,Taivalkoski,Debts total,25196
2009,Haapajärvi,Debts total,43524
2009,Kärsämäki,Debts total,45285
2009,Nivala,Debts total,58716
2009,Pyhäjärvi,Debts total,34093
