year,municipality,type_of_debt,mean_debt_euro
2007,Siikajoki,Other debts,19618
2007,Alavieska,Other debts,14794
2007,Kalajoki,Other debts,17803
2007,Merijärvi,Other debts,14702
2007,Oulainen,Other debts,12680
2007,Sievi,Other debts,16671
2007,Ylivieska,Other debts,12084
2007,Kajaani,Other debts,8368
2007,Paltamo,Other debts,9130
2007,Ristijärvi,Other debts,7272
2007,Sotkamo,Other debts,11098
2007,Hyrynsalmi,Other debts,6719
2007,Kuhmo,Other debts,7909
2007,Puolanka,Other debts,7376
2007,Suomussalmi,Other debts,6739
2007,Kemijärvi,Other debts,5814
2007,Pelkosenniemi,Other debts,5801
2007,Posio,Other debts,8282
2007,Salla,Other debts,7198
2007,Savukoski,Other debts,9658
2007,Kemi,Other debts,7423
2007,Keminmaa,Other debts,12329
2007,Simo,Other debts,9854
2007,Tervola,Other debts,13136
2007,Tornio,Other debts,12361
2007,Inari,Other debts,10527
2007,Sodankylä,Other debts,9817
2007,Utsjoki,Other debts,13226
2007,Ranua,Other debts,11508
2007,Rovaniemi,Other debts,8988
2007,Pello,Other debts,8757
2007,Ylitornio,Other debts,10764
2007,Enontekiö,Other debts,11189
2007,Kittilä,Other debts,10620
2007,Kolari,Other debts,10549
2007,Muonio,Other debts,9723
2007,Maarianhamina - Mariehamn,Other debts,10043
2007,Eckerö,Other debts,14729
2007,Finström,Other debts,14168
2007,Geta,Other debts,16565
2007,Hammarland,Other debts,14309
2007,Jomala,Other debts,14540
2007,Lemland,Other debts,13479
2007,Lumparland,Other debts,10879
2007,Saltvik,Other debts,15794
2007,Sund,Other debts,11152
2007,Brändö,Other debts,10502
2007,Föglö,Other debts,10691
2007,Kumlinge,Other debts,8232
2007,Kökar,Other debts,15484
2007,Sottunga,Other debts,9441
2007,Vårdö,Other debts,18261
2008,Espoo,Other debts,12196
2008,Helsinki,Other debts,9466
2008,Hyvinkää,Other debts,9905
2008,Järvenpää,Other debts,11134
2008,Karkkila,Other debts,10750
2008,Kauniainen,Other debts,22540
2008,Kerava,Other debts,10060
2008,Kirkkonummi,Other debts,14127
2008,Lohja,Other debts,11469
2008,Mäntsälä,Other debts,15352
2008,Nurmijärvi,Other debts,13989
2008,Pornainen,Other debts,16412
2008,Sipoo,Other debts,15922
2008,Siuntio,Other debts,15181
2008,Tuusula,Other debts,13881
2008,Vantaa,Other debts,10267
2008,Vihti,Other debts,14348
2008,Lapinjärvi,Other debts,17384
2008,Loviisa,Other debts,11129
2008,Askola,Other debts,16924
2008,Myrskylä,Other debts,16927
2008,Porvoo,Other debts,11618
2008,Pukkila,Other debts,17751
2008,Hanko,Other debts,9321
2008,Inkoo,Other debts,15384
2008,Raasepori,Other debts,9990
2008,Aura,Other debts,19316
2008,Koski Tl,Other debts,18229
2008,Loimaa,Other debts,13106
2008,Marttila,Other debts,19022
2008,Oripää,Other debts,23886
2008,Pöytyä,Other debts,19316
2008,Salo,Other debts,11040
2008,Somero,Other debts,16213
2008,Kaarina,Other debts,14360
2008,Lieto,Other debts,13955
2008,Masku,Other debts,17670
2008,Mynämäki,Other debts,16545
2008,Naantali,Other debts,15436
2008,Nousiainen,Other debts,16541
2008,Paimio,Other debts,12536
2008,Raisio,Other debts,10329
2008,Rusko,Other debts,16575
2008,Sauvo,Other debts,21338
2008,Turku,Other debts,7841
2008,Kustavi,Other debts,11343
2008,Laitila,Other debts,12696
2008,Pyhäranta,Other debts,12407
2008,Taivassalo,Other debts,15003
2008,Uusikaupunki,Other debts,9522
2008,Vehmaa,Other debts,17273
2008,Kemiönsaari,Other debts,12242
2008,Parainen,Other debts,12089
2008,Forssa,Other debts,8811
2008,Humppila,Other debts,12491
2008,Jokioinen,Other debts,17447
2008,Tammela,Other debts,13922
2008,Ypäjä,Other debts,16172
2008,Hattula,Other debts,13928
2008,Hämeenlinna,Other debts,9885
2008,Janakkala,Other debts,11344
2008,Hausjärvi,Other debts,17741
2008,Loppi,Other debts,14696
2008,Riihimäki,Other debts,9175
2008,Asikkala,Other debts,11967
2008,Hartola,Other debts,10207
2008,Heinola,Other debts,7368
2008,Hollola,Other debts,12496
2008,Kärkölä,Other debts,11184
2008,Lahti,Other debts,8423
2008,Orimattila,Other debts,12072
2008,Padasjoki,Other debts,10638
2008,Sysmä,Other debts,13825
2008,Hamina,Other debts,8843
2008,Kotka,Other debts,8378
2008,Miehikkälä,Other debts,9746
2008,Pyhtää,Other debts,13304
2008,Virolahti,Other debts,9220
2008,Iitti,Other debts,10691
2008,Kouvola,Other debts,9046
2008,Imatra,Other debts,7677
2008,Parikkala,Other debts,8460
2008,Rautjärvi,Other debts,8853
2008,Ruokolahti,Other debts,9804
2008,Lappeenranta,Other debts,8265
2008,Lemi,Other debts,14209
2008,Luumäki,Other debts,10172
2008,Savitaipale,Other debts,8419
2008,Taipalsaari,Other debts,15111
2008,Jämijärvi,Other debts,16297
2008,Kankaanpää,Other debts,11285
2008,Karvia,Other debts,14798
2008,Siikainen,Other debts,12299
2008,Harjavalta,Other debts,8399
2008,Huittinen,Other debts,13454
2008,Kokemäki,Other debts,9761
2008,Merikarvia,Other debts,11270
2008,Nakkila,Other debts,12312
2008,Pomarkku,Other debts,9625
2008,Pori,Other debts,9276
2008,Ulvila,Other debts,11416
2008,Eura,Other debts,12260
2008,Eurajoki,Other debts,12374
2008,Rauma,Other debts,8935
2008,Säkylä,Other debts,13086
2008,Akaa,Other debts,9701
2008,Urjala,Other debts,10799
2008,Valkeakoski,Other debts,8802
2008,Punkalaidun,Other debts,10658
2008,Sastamala,Other debts,10602
2008,Ikaalinen,Other debts,10396
2008,Kihniö,Other debts,10882
2008,Parkano,Other debts,9350
2008,Hämeenkyrö,Other debts,9839
2008,Kangasala,Other debts,12021
2008,Lempäälä,Other debts,12343
2008,Nokia,Other debts,10130
2008,Orivesi,Other debts,11010
2008,Pirkkala,Other debts,12328
2008,Pälkäne,Other debts,15853
2008,Tampere,Other debts,7764
2008,Vesilahti,Other debts,13660
2008,Ylöjärvi,Other debts,12463
2008,Juupajoki,Other debts,10799
2008,Mänttä-Vilppula,Other debts,9522
2008,Ruovesi,Other debts,10003
2008,Virrat,Other debts,10806
2008,Joutsa,Other debts,9398
2008,Luhanka,Other debts,10307
2008,Hankasalmi,Other debts,10825
2008,Jyväskylä,Other debts,7409
2008,Laukaa,Other debts,10993
2008,Muurame,Other debts,12010
2008,Petäjävesi,Other debts,8851
2008,Toivakka,Other debts,10837
2008,Uurainen,Other debts,13579
2008,Jämsä,Other debts,9940
2008,Kuhmoinen,Other debts,9765
2008,Keuruu,Other debts,9374
2008,Multia,Other debts,7401
2008,Kannonkoski,Other debts,10401
2008,Karstula,Other debts,10920
2008,Kinnula,Other debts,11764
2008,Kivijärvi,Other debts,9819
2008,Kyyjärvi,Other debts,9382
2008,Pihtipudas,Other debts,13168
2008,Saarijärvi,Other debts,10789
2008,Viitasaari,Other debts,10523
2008,Konnevesi,Other debts,11555
2008,Äänekoski,Other debts,9018
2008,Alajärvi,Other debts,11924
2008,Evijärvi,Other debts,21277
2008,Lappajärvi,Other debts,9811
2008,Soini,Other debts,12144
2008,Vimpeli,Other debts,12229
2008,Alavus,Other debts,12175
2008,Kuortane,Other debts,14279
2008,Ähtäri,Other debts,11219
2008,Ilmajoki,Other debts,15715
2008,Kauhava,Other debts,12264
2008,Kurikka,Other debts,13744
2008,Lapua,Other debts,12605
2008,Seinäjoki,Other debts,12435
2008,Isojoki,Other debts,10777
2008,Karijoki,Other debts,17273
2008,Kauhajoki,Other debts,14215
2008,Teuva,Other debts,12514
2008,Kruunupyy,Other debts,18968
2008,Luoto,Other debts,17556
2008,Pedersören kunta,Other debts,17218
2008,Pietarsaari,Other debts,10979
2008,Uusikaarlepyy,Other debts,15045
2008,Isokyrö,Other debts,14581
2008,Laihia,Other debts,11716
2008,Kaskinen,Other debts,9057
2008,Kristiinankaupunki,Other debts,14309
2008,Närpiö,Other debts,15204
2008,Korsnäs,Other debts,11317
2008,Maalahti,Other debts,13175
2008,Mustasaari,Other debts,13184
2008,Vaasa,Other debts,8674
2008,Vöyri,Other debts,17264
2008,Hirvensalmi,Other debts,11278
2008,Kangasniemi,Other debts,10250
2008,Mikkeli,Other debts,9973
2008,Mäntyharju,Other debts,10142
2008,Pertunmaa,Other debts,11078
2008,Puumala,Other debts,19144
2008,Joroinen,Other debts,13050
2008,Juva,Other debts,12914
2008,Pieksämäki,Other debts,9012
2008,Enonkoski,Other debts,10526
2008,Heinävesi,Other debts,9775
2008,Rantasalmi,Other debts,14507
2008,Savonlinna,Other debts,9293
2008,Sulkava,Other debts,10897
2008,Kaavi,Other debts,9306
2008,Rautavaara,Other debts,7286
2008,Tuusniemi,Other debts,9485
2008,Kuopio,Other debts,9767
2008,Siilinjärvi,Other debts,11986
2008,Rautalampi,Other debts,10454
2008,Suonenjoki,Other debts,8634
2008,Tervo,Other debts,11075
2008,Vesanto,Other debts,10340
2008,Leppävirta,Other debts,11622
2008,Varkaus,Other debts,8702
2008,Iisalmi,Other debts,9351
2008,Keitele,Other debts,8276
2008,Kiuruvesi,Other debts,20737
2008,Lapinlahti,Other debts,12591
2008,Pielavesi,Other debts,12183
2008,Sonkajärvi,Other debts,12359
2008,Vieremä,Other debts,22087
2008,Ilomantsi,Other debts,5656
2008,Joensuu,Other debts,7038
2008,Juuka,Other debts,4832
2008,Kontiolahti,Other debts,10987
2008,Liperi,Other debts,10961
2008,Outokumpu,Other debts,7444
2008,Polvijärvi,Other debts,9925
2008,Kitee,Other debts,8749
2008,Rääkkylä,Other debts,10239
2008,Tohmajärvi,Other debts,10214
2008,Lieksa,Other debts,6391
2008,Nurmes,Other debts,7687
2008,Halsua,Other debts,13441
2008,Kaustinen,Other debts,16024
2008,Lestijärvi,Other debts,22017
2008,Perho,Other debts,19282
2008,Toholampi,Other debts,20718
2008,Veteli,Other debts,15278
2008,Kannus,Other debts,14800
2008,Kokkola,Other debts,12755
2008,Haapavesi,Other debts,16001
2008,Pyhäntä,Other debts,13632
2008,Siikalatva,Other debts,15469
2008,Kuusamo,Other debts,10585
2008,Taivalkoski,Other debts,8262
2008,Haapajärvi,Other debts,13580
2008,Kärsämäki,Other debts,16940
2008,Nivala,Other debts,17961
2008,Pyhäjärvi,Other debts,11304
2008,Reisjärvi,Other debts,19682
2008,Hailuoto,Other debts,10621
2008,Kempele,Other debts,15084
2008,Liminka,Other debts,16619
2008,Lumijoki,Other debts,19033
2008,Muhos,Other debts,12240
2008,Oulu,Other debts,9187
2008,Tyrnävä,Other debts,19212
2008,Ii,Other debts,10983
2008,Pudasjärvi,Other debts,8591
2008,Utajärvi,Other debts,14529
2008,Vaala,Other debts,12318
2008,Pyhäjoki,Other debts,11778
2008,Raahe,Other debts,9503
2008,Siikajoki,Other debts,19485
2008,Alavieska,Other debts,15822
2008,Kalajoki,Other debts,17458
2008,Merijärvi,Other debts,14226
2008,Oulainen,Other debts,12089
2008,Sievi,Other debts,17944
2008,Ylivieska,Other debts,12888
2008,Kajaani,Other debts,8420
2008,Paltamo,Other debts,9969
2008,Ristijärvi,Other debts,7526
2008,Sotkamo,Other debts,11718
2008,Hyrynsalmi,Other debts,6489
2008,Kuhmo,Other debts,7372
2008,Puolanka,Other debts,7857
2008,Suomussalmi,Other debts,7060
2008,Kemijärvi,Other debts,5761
2008,Pelkosenniemi,Other debts,7195
2008,Posio,Other debts,9186
2008,Salla,Other debts,7557
2008,Savukoski,Other debts,10287
2008,Kemi,Other debts,7486
2008,Keminmaa,Other debts,11810
2008,Simo,Other debts,10280
2008,Tervola,Other debts,15040
2008,Tornio,Other debts,12086
2008,Inari,Other debts,10494
2008,Sodankylä,Other debts,10647
2008,Utsjoki,Other debts,13320
2008,Ranua,Other debts,11590
2008,Rovaniemi,Other debts,8913
2008,Pello,Other debts,8889
2008,Ylitornio,Other debts,11637
2008,Enontekiö,Other debts,12084
2008,Kittilä,Other debts,10551
2008,Kolari,Other debts,10838
2008,Muonio,Other debts,8463
2008,Maarianhamina - Mariehamn,Other debts,9690
2008,Eckerö,Other debts,13581
2008,Finström,Other debts,16944
2008,Geta,Other debts,14837
2008,Hammarland,Other debts,16702
2008,Jomala,Other debts,16670
2008,Lemland,Other debts,12380
2008,Lumparland,Other debts,12457
2008,Saltvik,Other debts,15995
2008,Sund,Other debts,13226
2008,Brändö,Other debts,9973
2008,Föglö,Other debts,10702
2008,Kumlinge,Other debts,10537
2008,Kökar,Other debts,12192
2008,Sottunga,Other debts,14034
2008,Vårdö,Other debts,17767
2009,Espoo,Other debts,12747
2009,Helsinki,Other debts,9794
2009,Hyvinkää,Other debts,10341
2009,Järvenpää,Other debts,11444
2009,Karkkila,Other debts,11214
2009,Kauniainen,Other debts,24711
2009,Kerava,Other debts,10206
2009,Kirkkonummi,Other debts,15063
2009,Lohja,Other debts,12201
2009,Mäntsälä,Other debts,15411
2009,Nurmijärvi,Other debts,14299
2009,Pornainen,Other debts,17509
2009,Sipoo,Other debts,17207
2009,Siuntio,Other debts,17722
2009,Tuusula,Other debts,14334
2009,Vantaa,Other debts,10281
2009,Vihti,Other debts,15040
2009,Lapinjärvi,Other debts,17654
2009,Loviisa,Other debts,11690
2009,Askola,Other debts,18121
2009,Myrskylä,Other debts,17079
2009,Porvoo,Other debts,12352
2009,Pukkila,Other debts,18094
2009,Hanko,Other debts,9818
2009,Inkoo,Other debts,17095
2009,Raasepori,Other debts,11182
2009,Aura,Other debts,20488
2009,Koski Tl,Other debts,20969
2009,Loimaa,Other debts,13627
2009,Marttila,Other debts,22132
2009,Oripää,Other debts,23815
2009,Pöytyä,Other debts,21273
2009,Salo,Other debts,12665
2009,Somero,Other debts,16958
2009,Kaarina,Other debts,13435
2009,Lieto,Other debts,14440
2009,Masku,Other debts,18609
2009,Mynämäki,Other debts,17036
2009,Naantali,Other debts,16663
2009,Nousiainen,Other debts,18542
2009,Paimio,Other debts,13686
2009,Raisio,Other debts,10971
2009,Rusko,Other debts,16926
2009,Sauvo,Other debts,22266
2009,Turku,Other debts,7896
2009,Kustavi,Other debts,12427
2009,Laitila,Other debts,14415
2009,Pyhäranta,Other debts,11649
2009,Taivassalo,Other debts,18051
2009,Uusikaupunki,Other debts,9898
2009,Vehmaa,Other debts,20852
2009,Kemiönsaari,Other debts,12128
2009,Parainen,Other debts,12645
2009,Forssa,Other debts,9294
2009,Humppila,Other debts,13576
2009,Jokioinen,Other debts,18406
2009,Tammela,Other debts,15142
2009,Ypäjä,Other debts,17500
2009,Hattula,Other debts,14321
2009,Hämeenlinna,Other debts,10017
2009,Janakkala,Other debts,12239
2009,Hausjärvi,Other debts,22922
2009,Loppi,Other debts,16105
2009,Riihimäki,Other debts,9151
2009,Asikkala,Other debts,12055
2009,Hartola,Other debts,11337
2009,Heinola,Other debts,8019
2009,Hollola,Other debts,12585
2009,Kärkölä,Other debts,11538
2009,Lahti,Other debts,8620
2009,Orimattila,Other debts,12223
2009,Padasjoki,Other debts,11022
2009,Sysmä,Other debts,16052
2009,Hamina,Other debts,9158
2009,Kotka,Other debts,8479
2009,Miehikkälä,Other debts,11547
2009,Pyhtää,Other debts,13746
2009,Virolahti,Other debts,9964
2009,Iitti,Other debts,11533
2009,Kouvola,Other debts,9436
2009,Imatra,Other debts,7823
2009,Parikkala,Other debts,10129
2009,Rautjärvi,Other debts,8875
2009,Ruokolahti,Other debts,11476
2009,Lappeenranta,Other debts,8646
2009,Lemi,Other debts,14400
2009,Luumäki,Other debts,11513
2009,Savitaipale,Other debts,9576
2009,Taipalsaari,Other debts,16447
2009,Jämijärvi,Other debts,20547
2009,Kankaanpää,Other debts,11401
2009,Karvia,Other debts,18067
2009,Siikainen,Other debts,15358
2009,Harjavalta,Other debts,8171
2009,Huittinen,Other debts,14735
2009,Kokemäki,Other debts,10348
2009,Merikarvia,Other debts,12203
2009,Nakkila,Other debts,12438
2009,Pomarkku,Other debts,10832
2009,Pori,Other debts,9478
2009,Ulvila,Other debts,11370
2009,Eura,Other debts,12488
2009,Eurajoki,Other debts,12732
2009,Rauma,Other debts,9223
2009,Säkylä,Other debts,12961
2009,Akaa,Other debts,9932
2009,Urjala,Other debts,11743
2009,Valkeakoski,Other debts,9457
2009,Punkalaidun,Other debts,12120
2009,Sastamala,Other debts,11107
2009,Ikaalinen,Other debts,10747
2009,Kihniö,Other debts,11270
2009,Parkano,Other debts,9185
2009,Hämeenkyrö,Other debts,9778
2009,Kangasala,Other debts,12302
2009,Lempäälä,Other debts,12902
2009,Nokia,Other debts,10377
2009,Orivesi,Other debts,11235
2009,Pirkkala,Other debts,12837
2009,Pälkäne,Other debts,14751
2009,Tampere,Other debts,7684
2009,Vesilahti,Other debts,14350
2009,Ylöjärvi,Other debts,12493
2009,Juupajoki,Other debts,12304
2009,Mänttä-Vilppula,Other debts,9587
2009,Ruovesi,Other debts,10640
2009,Virrat,Other debts,11374
2009,Joutsa,Other debts,10223
2009,Luhanka,Other debts,9844
2009,Hankasalmi,Other debts,11486
2009,Jyväskylä,Other debts,7584
2009,Laukaa,Other debts,11102
2009,Muurame,Other debts,11273
2009,Petäjävesi,Other debts,10229
2009,Toivakka,Other debts,11045
2009,Uurainen,Other debts,13030
2009,Jämsä,Other debts,10182
2009,Kuhmoinen,Other debts,11477
2009,Keuruu,Other debts,9764
2009,Multia,Other debts,9136
2009,Kannonkoski,Other debts,10496
2009,Karstula,Other debts,10792
2009,Kinnula,Other debts,13568
2009,Kivijärvi,Other debts,9811
2009,Kyyjärvi,Other debts,10038
2009,Pihtipudas,Other debts,12679
2009,Saarijärvi,Other debts,10512
2009,Viitasaari,Other debts,11341
2009,Konnevesi,Other debts,12026
2009,Äänekoski,Other debts,9326
2009,Alajärvi,Other debts,13260
2009,Evijärvi,Other debts,19758
2009,Lappajärvi,Other debts,10875
2009,Soini,Other debts,12646
2009,Vimpeli,Other debts,12830
2009,Alavus,Other debts,13427
2009,Kuortane,Other debts,14967
2009,Ähtäri,Other debts,11988
2009,Ilmajoki,Other debts,15999
2009,Kauhava,Other debts,12843
2009,Kurikka,Other debts,14440
2009,Lapua,Other debts,12869
2009,Seinäjoki,Other debts,12621
2009,Isojoki,Other debts,10327
2009,Karijoki,Other debts,16662
2009,Kauhajoki,Other debts,15682
2009,Teuva,Other debts,13349
2009,Kruunupyy,Other debts,19862
2009,Luoto,Other debts,19255
2009,Pedersören kunta,Other debts,18185
2009,Pietarsaari,Other debts,11385
2009,Uusikaarlepyy,Other debts,16137
2009,Isokyrö,Other debts,15896
2009,Laihia,Other debts,12923
2009,Kaskinen,Other debts,9271
2009,Kristiinankaupunki,Other debts,14825
2009,Närpiö,Other debts,15964
2009,Korsnäs,Other debts,11095
2009,Maalahti,Other debts,13662
2009,Mustasaari,Other debts,14136
2009,Vaasa,Other debts,8847
2009,Vöyri,Other debts,18219
2009,Hirvensalmi,Other debts,13889
2009,Kangasniemi,Other debts,10988
2009,Mikkeli,Other debts,10409
2009,Mäntyharju,Other debts,10700
2009,Pertunmaa,Other debts,11334
2009,Puumala,Other debts,17530
2009,Joroinen,Other debts,14138
2009,Juva,Other debts,15026
2009,Pieksämäki,Other debts,9182
2009,Enonkoski,Other debts,10855
2009,Heinävesi,Other debts,9561
2009,Rantasalmi,Other debts,16168
2009,Savonlinna,Other debts,9423
2009,Sulkava,Other debts,12157
2009,Kaavi,Other debts,9039
2009,Rautavaara,Other debts,7185
2009,Tuusniemi,Other debts,11118
2009,Kuopio,Other debts,10375
2009,Siilinjärvi,Other debts,12660
2009,Rautalampi,Other debts,11713
2009,Suonenjoki,Other debts,9234
2009,Tervo,Other debts,10433
2009,Vesanto,Other debts,12456
2009,Leppävirta,Other debts,12373
2009,Varkaus,Other debts,9266
2009,Iisalmi,Other debts,9222
2009,Keitele,Other debts,9055
2009,Kiuruvesi,Other debts,18787
2009,Lapinlahti,Other debts,13242
2009,Pielavesi,Other debts,12510
2009,Sonkajärvi,Other debts,13031
2009,Vieremä,Other debts,21932
2009,Ilomantsi,Other debts,5994
2009,Joensuu,Other debts,7064
2009,Juuka,Other debts,5318
2009,Kontiolahti,Other debts,11063
2009,Liperi,Other debts,11076
2009,Outokumpu,Other debts,7516
2009,Polvijärvi,Other debts,10290
2009,Kitee,Other debts,8869
2009,Rääkkylä,Other debts,11055
2009,Tohmajärvi,Other debts,10888
2009,Lieksa,Other debts,6991
2009,Nurmes,Other debts,7768
2009,Halsua,Other debts,10253
2009,Kaustinen,Other debts,16325
2009,Lestijärvi,Other debts,30163
2009,Perho,Other debts,19604
2009,Toholampi,Other debts,24075
2009,Veteli,Other debts,16414
2009,Kannus,Other debts,15032
2009,Kokkola,Other debts,13036
2009,Haapavesi,Other debts,15487
2009,Pyhäntä,Other debts,12878
2009,Siikalatva,Other debts,17274
2009,Kuusamo,Other debts,10428
2009,Taivalkoski,Other debts,8648
2009,Haapajärvi,Other debts,13270
2009,Kärsämäki,Other debts,17584
2009,Nivala,Other debts,18001
2009,Pyhäjärvi,Other debts,11519
2009,Reisjärvi,Other debts,21743
2009,Hailuoto,Other debts,12129
2009,Kempele,Other debts,15681
2009,Liminka,Other debts,16561
2009,Lumijoki,Other debts,19194
2009,Muhos,Other debts,13343
2009,Oulu,Other debts,9439
2009,Tyrnävä,Other debts,19669
2009,Ii,Other debts,11277
2009,Pudasjärvi,Other debts,10176
2009,Utajärvi,Other debts,14321
2009,Vaala,Other debts,14543
2009,Pyhäjoki,Other debts,13538
2009,Raahe,Other debts,9061
2009,Siikajoki,Other debts,20387
2009,Alavieska,Other debts,15921
2009,Kalajoki,Other debts,17270
2009,Merijärvi,Other debts,14010
2009,Oulainen,Other debts,12690
2009,Sievi,Other debts,18095
2009,Ylivieska,Other debts,12978
2009,Kajaani,Other debts,8261
2009,Paltamo,Other debts,10034
2009,Ristijärvi,Other debts,7806
2009,Sotkamo,Other debts,11695
2009,Hyrynsalmi,Other debts,6027
2009,Kuhmo,Other debts,7368
2009,Puolanka,Other debts,7581
2009,Suomussalmi,Other debts,7156
2009,Kemijärvi,Other debts,5857
2009,Pelkosenniemi,Other debts,8096
2009,Posio,Other debts,11543
2009,Salla,Other debts,7403
2009,Savukoski,Other debts,10730
2009,Kemi,Other debts,7475
2009,Keminmaa,Other debts,12138
2009,Simo,Other debts,10910
2009,Tervola,Other debts,15931
2009,Tornio,Other debts,12196
2009,Inari,Other debts,10854
2009,Sodankylä,Other debts,10722
2009,Utsjoki,Other debts,13383
2009,Ranua,Other debts,11330
2009,Rovaniemi,Other debts,9554
2009,Pello,Other debts,9067
2009,Ylitornio,Other debts,13573
2009,Enontekiö,Other debts,10799
2009,Kittilä,Other debts,11070
2009,Kolari,Other debts,11165
2009,Muonio,Other debts,9400
2009,Maarianhamina - Mariehamn,Other debts,10397
2009,Eckerö,Other debts,11761
2009,Finström,Other debts,17090
2009,Geta,Other debts,15861
2009,Hammarland,Other debts,15652
2009,Jomala,Other debts,18235
2009,Lemland,Other debts,17480
2009,Lumparland,Other debts,14083
2009,Saltvik,Other debts,17507
2009,Sund,Other debts,13643
2009,Brändö,Other debts,11905
2009,Föglö,Other debts,13130
2009,Kumlinge,Other debts,13349
2009,Kökar,Other debts,16972
2009,Sottunga,Other debts,15377
2009,Vårdö,Other debts,21878
2010,Espoo,Other debts,12550
2010,Helsinki,Other debts,9418
2010,Hyvinkää,Other debts,9715
2010,Järvenpää,Other debts,10844
2010,Karkkila,Other debts,11580
2010,Kauniainen,Other debts,25849
2010,Kerava,Other debts,9826
2010,Kirkkonummi,Other debts,14461
2010,Lohja,Other debts,12037
2010,Mäntsälä,Other debts,14802
2010,Nurmijärvi,Other debts,13846
2010,Pornainen,Other debts,18300
2010,Sipoo,Other debts,16347
2010,Siuntio,Other debts,16527
2010,Tuusula,Other debts,13803
2010,Vantaa,Other debts,9926
2010,Vihti,Other debts,14528
2010,Lapinjärvi,Other debts,17776
2010,Loviisa,Other debts,11333
2010,Askola,Other debts,19472
2010,Myrskylä,Other debts,18597
2010,Porvoo,Other debts,12073
2010,Pukkila,Other debts,19510
2010,Hanko,Other debts,8908
2010,Inkoo,Other debts,17370
2010,Raasepori,Other debts,11207
2010,Aura,Other debts,19888
2010,Koski Tl,Other debts,21072
2010,Loimaa,Other debts,14372
2010,Marttila,Other debts,22592
2010,Oripää,Other debts,25503
2010,Pöytyä,Other debts,23112
2010,Salo,Other debts,13082
2010,Somero,Other debts,17072
2010,Kaarina,Other debts,13344
2010,Lieto,Other debts,15932
2010,Masku,Other debts,18379
2010,Mynämäki,Other debts,18796
2010,Naantali,Other debts,16371
2010,Nousiainen,Other debts,18184
2010,Paimio,Other debts,13365
2010,Raisio,Other debts,10552
2010,Rusko,Other debts,16324
2010,Sauvo,Other debts,24176
2010,Turku,Other debts,7747
2010,Kustavi,Other debts,15220
2010,Laitila,Other debts,15090
2010,Pyhäranta,Other debts,11552
2010,Taivassalo,Other debts,18695
2010,Uusikaupunki,Other debts,10049
2010,Vehmaa,Other debts,21953
2010,Kemiönsaari,Other debts,12708
2010,Parainen,Other debts,12681
2010,Forssa,Other debts,9004
2010,Humppila,Other debts,15764
2010,Jokioinen,Other debts,17323
2010,Tammela,Other debts,14980
2010,Ypäjä,Other debts,17699
2010,Hattula,Other debts,13612
2010,Hämeenlinna,Other debts,9870
2010,Janakkala,Other debts,11908
2010,Hausjärvi,Other debts,23005
2010,Loppi,Other debts,15909
2010,Riihimäki,Other debts,9008
2010,Asikkala,Other debts,12298
2010,Hartola,Other debts,11193
2010,Heinola,Other debts,7502
2010,Hollola,Other debts,12741
2010,Kärkölä,Other debts,11822
2010,Lahti,Other debts,8066
2010,Orimattila,Other debts,12799
2010,Padasjoki,Other debts,10736
2010,Sysmä,Other debts,15824
2010,Hamina,Other debts,9003
2010,Kotka,Other debts,8178
2010,Miehikkälä,Other debts,13148
2010,Pyhtää,Other debts,12221
2010,Virolahti,Other debts,10853
2010,Iitti,Other debts,11915
2010,Kouvola,Other debts,9193
2010,Imatra,Other debts,7682
2010,Parikkala,Other debts,10919
2010,Rautjärvi,Other debts,9611
2010,Ruokolahti,Other debts,11920
2010,Lappeenranta,Other debts,8361
2010,Lemi,Other debts,15161
2010,Luumäki,Other debts,11705
2010,Savitaipale,Other debts,9925
2010,Taipalsaari,Other debts,15640
2010,Jämijärvi,Other debts,20611
2010,Kankaanpää,Other debts,11188
2010,Karvia,Other debts,20253
2010,Siikainen,Other debts,13535
2010,Harjavalta,Other debts,8675
2010,Huittinen,Other debts,14796
2010,Kokemäki,Other debts,10314
2010,Merikarvia,Other debts,12223
2010,Nakkila,Other debts,12006
2010,Pomarkku,Other debts,9719
2010,Pori,Other debts,9313
2010,Ulvila,Other debts,10640
2010,Eura,Other debts,13230
2010,Eurajoki,Other debts,13075
2010,Rauma,Other debts,9174
2010,Säkylä,Other debts,13823
2010,Akaa,Other debts,9540
2010,Urjala,Other debts,12651
2010,Valkeakoski,Other debts,8947
2010,Punkalaidun,Other debts,12573
2010,Sastamala,Other debts,10301
2010,Ikaalinen,Other debts,11502
2010,Kihniö,Other debts,11609
2010,Parkano,Other debts,10705
2010,Hämeenkyrö,Other debts,10149
2010,Kangasala,Other debts,11750
2010,Lempäälä,Other debts,12083
2010,Nokia,Other debts,9681
2010,Orivesi,Other debts,11755
2010,Pirkkala,Other debts,12632
2010,Pälkäne,Other debts,14863
2010,Tampere,Other debts,7353
2010,Vesilahti,Other debts,13959
2010,Ylöjärvi,Other debts,12166
2010,Juupajoki,Other debts,12317
2010,Mänttä-Vilppula,Other debts,9260
2010,Ruovesi,Other debts,10556
2010,Virrat,Other debts,11874
2010,Joutsa,Other debts,10953
2010,Luhanka,Other debts,12416
2010,Hankasalmi,Other debts,10415
2010,Jyväskylä,Other debts,7299
2010,Laukaa,Other debts,11060
